Time,node_exporter:9100,orderer.dwntp.com:8443,peer0.org1.dwntp.com:9443,peer1.org1.dwntp.com:9443,peer10.org1.dwntp.com:9443,peer11.org1.dwntp.com:9443,peer12.org1.dwntp.com:9443,peer13.org1.dwntp.com:9443,peer14.org1.dwntp.com:9443,peer15.org1.dwntp.com:9443,peer2.org1.dwntp.com:9443,peer3.org1.dwntp.com:9443,peer4.org1.dwntp.com:9443,peer5.org1.dwntp.com:9443,peer6.org1.dwntp.com:9443,peer7.org1.dwntp.com:9443,peer8.org1.dwntp.com:9443,peer9.org1.dwntp.com:9443
2,24346624,52039680,113307648,109027328,,,,,,,115810304,115249152,115994624,113582080,109191168,115945472,,
7,23916544,52039680,113307648,111214592,,,,,,,120176640,115511296,115994624,115863552,113541120,115945472,,
12,24702976,75833344,133038080,124055552,,,,,,,130973696,130609152,126881792,122347520,122281984,124473344,,
17,24702976,79638528,146018304,137211904,,,,,,,135565312,145895424,144216064,139608064,141721600,133316608,,
22,24473600,84402176,156909568,145866752,,,,,,,158986240,145895424,152862720,150515712,141852672,146345984,,
27,24420352,81747968,159281152,150163456,,,,,,,163311616,152481792,152862720,150515712,159096832,146345984,,
32,24420352,84369408,156995584,150163456,,,,,,,165412864,154591232,157376512,150646784,158666752,146345984,,
37,24256512,86659072,162639872,150294528,,,,,,,164085760,157184000,157376512,150777856,156143616,153051136,,
42,24649728,90992640,162639872,150294528,,,,,,,164085760,156631040,157376512,155033600,152027136,153051136,,
47,24322048,90992640,157097984,150425600,,,,,,,166117376,156631040,157376512,155033600,152027136,153051136,,
52,24584192,93233152,156573696,150425600,,,,,,,167034880,156631040,157376512,155033600,152027136,153051136,,
57,24510464,92143616,156835840,152547328,,,,,,,167690240,156762112,157376512,155033600,157810688,153182208,,
62,25030656,92143616,156835840,154714112,,,,,,,169902080,156762112,157376512,155164672,157810688,153182208,,
67,25292800,92143616,156835840,156815360,,,,,,,169902080,156762112,157376512,155164672,157810688,153182208,,
