Time,node_exporter:9100,orderer.dwntp.com:8443,peer0.org1.dwntp.com:9443,peer1.org1.dwntp.com:9443,peer10.org1.dwntp.com:9443,peer11.org1.dwntp.com:9443,peer12.org1.dwntp.com:9443,peer13.org1.dwntp.com:9443,peer14.org1.dwntp.com:9443,peer15.org1.dwntp.com:9443,peer2.org1.dwntp.com:9443,peer3.org1.dwntp.com:9443,peer4.org1.dwntp.com:9443,peer5.org1.dwntp.com:9443,peer6.org1.dwntp.com:9443,peer7.org1.dwntp.com:9443,peer8.org1.dwntp.com:9443,peer9.org1.dwntp.com:9443
4,25214976,110923776,245092352,231944192,,,,,,,245321728,241418240,240484352,236138496,242204672,232296448,,
9,25477120,110923776,245092352,231944192,,,,,,,239923200,241418240,240484352,236269568,242204672,232296448,,
14,24698880,110923776,308977664,231944192,,,,,,,239923200,241418240,240484352,236924928,242204672,232296448,,
19,25485312,111316992,589168640,231944192,,,,,,,239923200,241418240,240484352,236924928,242204672,232296448,,
24,24477696,111316992,1132654592,232599552,,,,,,,240185344,241418240,240484352,236924928,242204672,232427520,,
29,25001984,111316992,1606684672,232599552,,,,,,,240185344,241418240,240484352,237580288,242204672,232427520,,
34,24510464,111316992,2120495104,232599552,,,,,,,240185344,241418240,240484352,237580288,242204672,232427520,,
39,24772608,108441600,2482151424,232599552,,,,,,,240709632,241156096,240353280,237580288,242204672,232165376,,
44,24109056,108441600,3030052864,232468480,,,,,,,240709632,238526464,240353280,237318144,241811456,232165376,,
49,24764416,108441600,2075549696,232468480,,,,,,,241233920,238526464,240353280,237318144,241811456,232165376,,
54,24322048,108441600,2054213632,232468480,,,,,,,241233920,238526464,240353280,237973504,241811456,232689664,,
59,25370624,108441600,2041462784,232468480,,,,,,,241889280,238526464,240353280,237973504,241811456,232689664,,
64,25464832,109096960,1930915840,232468480,,,,,,,241889280,238526464,240353280,237973504,241811456,233345024,,
69,24838144,109096960,1896116224,232468480,,,,,,,241889280,238526464,240353280,237973504,241811456,233345024,,
74,25493504,109096960,1796673536,232468480,,,,,,,241889280,238526464,240353280,237973504,241811456,233345024,,
79,25227264,109096960,1635172352,232468480,,,,,,,241889280,238526464,240353280,235057152,241811456,233345024,,
