Time,node_exporter:9100,orderer.dwntp.com:8443,peer0.org1.dwntp.com:9443,peer1.org1.dwntp.com:9443,peer10.org1.dwntp.com:9443,peer11.org1.dwntp.com:9443,peer12.org1.dwntp.com:9443,peer13.org1.dwntp.com:9443,peer14.org1.dwntp.com:9443,peer15.org1.dwntp.com:9443,peer2.org1.dwntp.com:9443,peer3.org1.dwntp.com:9443,peer4.org1.dwntp.com:9443,peer5.org1.dwntp.com:9443,peer6.org1.dwntp.com:9443,peer7.org1.dwntp.com:9443,peer8.org1.dwntp.com:9443,peer9.org1.dwntp.com:9443
0,24350720,94560256,211341312,198447104,,,,,,,211398656,208584704,207257600,204120064,204759040,202956800,,
5,25006080,94560256,211341312,198447104,,,,,,,211398656,208584704,207257600,204120064,204759040,202956800,,
10,24473600,96264192,211341312,200925184,,,,,,,211398656,208584704,207257600,204120064,204759040,202956800,,
15,25128960,97030144,211341312,197046272,,,,,,,208306176,204730368,198983680,202883072,193765376,199290880,,
20,24743936,98070528,209940480,190943232,,,,,,,202858496,200048640,197242880,202137600,194453504,202473472,,
25,24637440,102313984,210907136,198905856,,,,,,,208830464,199581696,200257536,201289728,196681728,201523200,,
30,25030656,83652608,219295744,201003008,,,,,,,213942272,205430784,206155776,203231232,202842112,207859712,,
35,24252416,100474880,225439744,210722816,,,,,,,223043584,210059264,214888448,214908928,210284544,212066304,,
40,23916544,86614016,234156032,217600000,,,,,,,229900288,223326208,224546816,219009024,217616384,221319168,,
45,24498176,108625920,239112192,220311552,,,,,,,231079936,225554432,226512896,225267712,219922432,226897920,,
50,24707072,86958080,243109888,226877440,,,,,,,236830720,227893248,226906112,225398784,224407552,225619968,,
55,25624576,105996288,240078848,228978688,,,,,,,235515904,215437312,213704704,227500032,223174656,227323904,,
60,26148864,89923584,223805440,207015936,,,,,,,216227840,213471232,209125376,207568896,205766656,203358208,,
65,24895488,106344448,229142528,218021888,,,,,,,226643968,217964544,216993792,216969216,211533824,214196224,,
70,24997888,91553792,234692608,220192768,,,,,,,225546240,222298112,225394688,221294592,219426816,222490624,,
75,24997888,116772864,244838400,228884480,,,,,,,237285376,242753536,234700800,228896768,224673792,235487232,,
80,24612864,100462592,253968384,241328128,,,,,,,247476224,247545856,254418944,243740672,241635328,241000448,,
85,24743936,120238080,264298496,247824384,,,,,,,254144512,220135424,223494144,248246272,243863552,243130368,,
90,24334336,101470208,226308096,221011968,,,,,,,222089216,215212032,219455488,219697152,211320832,215400448,,
95,24309760,94883840,233742336,219078656,,,,,,,229076992,226009088,230240256,221057024,218267648,219553792,,
100,24309760,111431680,232632320,229416960,,,,,,,231780352,226013184,230617088,228294656,220487680,220549120,,
105,24158208,100184064,241770496,232824832,,,,,,,237367296,235974656,231776256,235237376,231325696,231174144,,
110,23945216,121106432,250195968,239378432,,,,,,,244686848,241348608,235708416,242302976,231981056,238567424,,
115,24104960,103690240,248692736,239378432,,,,,,,243470336,222482432,218374144,241278976,236425216,238698496,,
120,24367104,90435584,229773312,225837056,,,,,,,222773248,226451456,227942400,219332608,211636224,233295872,,
125,24109056,114024448,242479104,231141376,,,,,,,233934848,236605440,236855296,231014400,231370752,231489536,,
130,24633344,99606528,255135744,237301760,,,,,,,246779904,240275456,247009280,245563392,236613632,242135040,,
135,24698880,124313600,262254592,248901632,,,,,,,258461696,252092416,252182528,245342208,248737792,249946112,,
140,24829952,128827392,265007104,253636608,,,,,,,260952064,259493888,258592768,255787008,253718528,256479232,,
145,24281088,125927424,281104384,269869056,,,,,,,278036480,240877568,251269120,263041024,266878976,266784768,,
150,25063424,127229952,260603904,234655744,,,,,,,242089984,232239104,237174784,237273088,234917888,241016832,,
155,25284608,116953088,262422528,236924928,,,,,,,244219904,242446336,244461568,231071744,244056064,243408896,,
160,25145344,112123904,281661440,248504320,,,,,,,258768896,258785280,256724992,252723200,251191296,251539456,,
165,24965120,144003072,287318016,255614976,,,,,,,272265216,268840960,266698752,262160384,262590464,266752000,,
170,25133056,130859008,291328000,268500992,,,,,,,271998976,268779520,268599296,269799424,263950336,270454784,,
175,25595904,122580992,291954688,264458240,,,,,,,278409216,248639488,254881792,274333696,269004800,276082688,,
180,24780800,119877632,255127552,237871104,,,,,,,252096512,246468608,244396032,243097600,236945408,244555776,,
