Time,node_exporter:9100,orderer.dwntp.com:8443,peer0.org1.dwntp.com:9443,peer1.org1.dwntp.com:9443,peer10.org1.dwntp.com:9443,peer11.org1.dwntp.com:9443,peer12.org1.dwntp.com:9443,peer13.org1.dwntp.com:9443,peer14.org1.dwntp.com:9443,peer15.org1.dwntp.com:9443,peer2.org1.dwntp.com:9443,peer3.org1.dwntp.com:9443,peer4.org1.dwntp.com:9443,peer5.org1.dwntp.com:9443,peer6.org1.dwntp.com:9443,peer7.org1.dwntp.com:9443,peer8.org1.dwntp.com:9443,peer9.org1.dwntp.com:9443
3,25026560,117264384,176680960,171421696,,,,,,,180273152,172032000,174632960,173764608,171851776,170426368,,
8,25681920,92135424,176680960,179535872,,,,,,,185184256,174272512,180453376,175951872,176476160,172392448,,
13,24702976,101777408,181563392,177106944,,,,,,,185098240,180539392,179511296,178462720,172830720,174768128,,
18,25096192,122060800,190685184,183848960,,,,,,,188190720,178253824,182607872,184737792,180576256,180469760,,
23,24580096,105394176,196853760,183939072,,,,,,,189505536,189599744,192348160,184135680,178696192,187936768,,
28,24854528,83259392,213860352,198242304,,,,,,,209002496,204218368,204705792,201822208,195203072,198828032,,
33,25509888,109809664,211431424,198438912,,,,,,,209395712,207818752,207740928,206544896,200130560,203304960,,
38,24444928,75309056,213024768,201080832,,,,,,,214310912,212340736,210845696,207515648,204017664,208523264,,
43,25100288,93249536,208195584,195563520,,,,,,,206733312,207929344,206995456,202452992,204234752,199614464,,
48,24436736,93904896,211341312,197136384,,,,,,,209223680,207929344,206995456,202940416,204759040,202825728,,
53,24707072,94560256,211341312,197136384,,,,,,,209223680,207929344,206995456,202940416,204759040,202825728,,
58,24838144,94560256,211341312,197136384,,,,,,,209223680,208584704,206995456,203595776,204759040,202956800,,
63,24485888,94560256,211341312,197791744,,,,,,,209223680,208584704,206995456,203595776,204759040,202956800,,
68,24879104,94560256,211341312,198447104,,,,,,,211398656,208584704,207257600,203595776,204759040,202956800,,
