Time,Block Processing Time (s),Block Processing Time (s),Block Processing Time (s),Block Processing Time (s),Block Processing Time (s),Block Processing Time (s),Block Processing Time (s),Block Processing Time (s),Block Processing Time (s),Block Processing Time (s),Block Processing Time (s),Block Processing Time (s),Block Processing Time (s),Block Processing Time (s),Block Processing Time (s),Block Processing Time (s)
3,NaN,NaN,,,,,,,NaN,NaN,,,,,,
8,0.000385,0.000405,,,,,,,0.000404,0.000386,,,,,,
13,0.000372,0.000383,,,,,,,0.000383,0.000364,,,,,,
18,0.000362,0.000359,,,,,,,0.000367,0.000352,,,,,,
23,0.000355,0.000346,,,,,,,0.000358,0.000344,,,,,,
28,0.000344,0.000340,,,,,,,0.000349,0.000345,,,,,,
33,0.000335,0.000346,,,,,,,0.000346,0.000352,,,,,,
38,0.000334,0.000361,,,,,,,0.000349,0.000359,,,,,,
43,0.000334,0.000361,,,,,,,0.000350,0.000355,,,,,,
48,0.000340,0.000363,,,,,,,0.000358,0.000362,,,,,,
53,0.000345,0.000365,,,,,,,0.000366,0.000365,,,,,,
58,0.000349,0.000376,,,,,,,0.000372,0.000377,,,,,,
63,0.000353,0.000382,,,,,,,0.000372,0.000378,,,,,,
68,0.000358,0.000388,,,,,,,0.000376,0.000382,,,,,,
73,0.000359,0.000384,,,,,,,0.000383,0.000379,,,,,,
78,0.000355,0.000383,,,,,,,0.000387,0.000375,,,,,,
83,0.000347,0.000378,,,,,,,0.000388,0.000374,,,,,,
88,0.000350,0.000380,,,,,,,0.000386,0.000380,,,,,,
93,0.000358,0.000387,,,,,,,0.000392,0.000393,,,,,,
98,0.000362,0.000397,,,,,,,0.000398,0.000401,,,,,,
103,0.000366,0.000403,,,,,,,0.000408,0.000408,,,,,,
108,0.000373,0.000407,,,,,,,0.000412,0.000413,,,,,,
113,0.000375,0.000405,,,,,,,0.000408,0.000409,,,,,,
118,0.000383,0.000407,,,,,,,0.000403,0.000415,,,,,,
123,0.000377,0.000408,,,,,,,0.000405,0.000408,,,,,,
128,0.000382,0.000411,,,,,,,0.000406,0.000415,,,,,,
133,0.000392,0.000428,,,,,,,0.000430,0.000437,,,,,,
138,0.000432,0.000465,,,,,,,0.000467,0.000480,,,,,,
143,0.000469,0.000510,,,,,,,0.000504,0.000515,,,,,,
148,0.000494,0.000531,,,,,,,0.000522,0.000535,,,,,,
153,0.000502,0.000543,,,,,,,0.000532,0.000545,,,,,,
158,0.000517,0.000539,,,,,,,0.000546,0.000551,,,,,,
163,0.000514,0.000541,,,,,,,0.000548,0.000555,,,,,,
168,0.000516,0.000545,,,,,,,0.000550,0.000557,,,,,,
173,0.000505,0.000548,,,,,,,0.000548,0.000544,,,,,,
178,0.000512,0.000551,,,,,,,0.000555,0.000557,,,,,,
183,0.000518,0.000551,,,,,,,0.000563,0.000549,,,,,,
188,0.000519,0.000555,,,,,,,0.000561,0.000564,,,,,,
193,0.000515,0.000549,,,,,,,0.000561,0.000558,,,,,,
198,0.000511,0.000550,,,,,,,0.000556,0.000561,,,,,,
203,0.000513,0.000546,,,,,,,0.000554,0.000559,,,,,,
208,0.000518,0.000550,,,,,,,0.000554,0.000549,,,,,,
213,0.000528,0.000552,,,,,,,0.000564,0.000551,,,,,,
218,0.000524,0.000551,,,,,,,0.000565,0.000558,,,,,,
223,0.000524,0.000549,,,,,,,0.000563,0.000564,,,,,,
228,0.000525,0.000558,,,,,,,0.000562,0.000571,,,,,,
233,0.000531,0.000557,,,,,,,0.000562,0.000569,,,,,,
238,0.000535,0.000568,,,,,,,0.000564,0.000563,,,,,,
243,0.000523,0.000561,,,,,,,0.000568,0.000563,,,,,,
248,0.000526,0.000562,,,,,,,0.000571,0.000569,,,,,,
253,0.000531,0.000560,,,,,,,0.000581,0.000578,,,,,,
258,0.000533,0.000559,,,,,,,0.000580,0.000576,,,,,,
263,0.000530,0.000559,,,,,,,0.000572,0.000567,,,,,,
268,0.000527,0.000563,,,,,,,0.000565,0.000569,,,,,,
273,0.000519,0.000562,,,,,,,0.000559,0.000574,,,,,,
278,0.000525,0.000571,,,,,,,0.000577,0.000568,,,,,,
283,0.000532,0.000576,,,,,,,0.000585,0.000565,,,,,,
288,0.000535,0.000570,,,,,,,0.000583,0.000567,,,,,,
293,0.000541,0.000572,,,,,,,0.000573,0.000570,,,,,,
298,0.000540,0.000569,,,,,,,0.000566,0.000582,,,,,,
303,0.000540,0.000568,,,,,,,0.000558,0.000575,,,,,,
308,0.000530,0.000554,,,,,,,0.000556,0.000554,,,,,,
313,0.000494,0.000523,,,,,,,0.000520,0.000511,,,,,,
318,0.000485,0.000503,,,,,,,0.000508,0.000453,,,,,,
323,0.000412,0.000451,,,,,,,0.000416,0.000432,,,,,,
328,0.000415,0.000119,,,,,,,0.000177,NaN,,,,,,
