Time,orderer.dwntp.com:8443,peer0.org1.dwntp.com:9443,peer1.org1.dwntp.com:9443,peer10.org1.dwntp.com:9443,peer11.org1.dwntp.com:9443,peer12.org1.dwntp.com:9443,peer13.org1.dwntp.com:9443,peer14.org1.dwntp.com:9443,peer15.org1.dwntp.com:9443,peer2.org1.dwntp.com:9443,peer3.org1.dwntp.com:9443,peer4.org1.dwntp.com:9443,peer5.org1.dwntp.com:9443,peer6.org1.dwntp.com:9443,peer7.org1.dwntp.com:9443,peer8.org1.dwntp.com:9443,peer9.org1.dwntp.com:9443
4,27486,27486,27486,,,,,,,27486,27486,,,,,,
9,27486,27486,27486,,,,,,,27486,27486,,,,,,
14,27486,27486,27486,,,,,,,27486,27486,,,,,,
19,27486,27486,27486,,,,,,,27486,27486,,,,,,
24,27486,27486,27486,,,,,,,27486,27486,,,,,,
29,27486,27486,27486,,,,,,,27486,27486,,,,,,
34,27486,27486,27486,,,,,,,27486,27486,,,,,,
39,27486,27486,27486,,,,,,,27486,27486,,,,,,
44,27486,27486,27486,,,,,,,27486,27486,,,,,,
49,27486,27486,27486,,,,,,,27486,27486,,,,,,
54,27486,27486,27486,,,,,,,27486,27486,,,,,,
59,27486,27486,27486,,,,,,,27486,27486,,,,,,
64,27486,27486,27486,,,,,,,27486,27486,,,,,,
69,27486,27486,27486,,,,,,,27486,27486,,,,,,
74,27486,27486,27486,,,,,,,27486,27486,,,,,,
79,27486,27486,27486,,,,,,,27486,27486,,,,,,
84,27486,27486,27486,,,,,,,27486,27486,,,,,,
89,27486,27486,27486,,,,,,,27486,27486,,,,,,
94,27486,27486,27486,,,,,,,27486,27486,,,,,,
99,27486,27486,27486,,,,,,,27486,27486,,,,,,
104,27486,27486,27486,,,,,,,27486,27486,,,,,,
109,27486,27486,27486,,,,,,,27486,27486,,,,,,
114,27486,27486,27486,,,,,,,27486,27486,,,,,,
119,27486,27486,27486,,,,,,,27486,27486,,,,,,
124,27486,27486,27486,,,,,,,27486,27486,,,,,,
129,27486,27486,27486,,,,,,,27486,27486,,,,,,
134,27486,27486,27486,,,,,,,27486,27486,,,,,,
139,27486,27486,27486,,,,,,,27486,27486,,,,,,
144,27486,27486,27486,,,,,,,27486,27486,,,,,,
149,27486,27486,27486,,,,,,,27486,27486,,,,,,
154,27486,27486,27486,,,,,,,27486,27486,,,,,,
159,27486,27486,27486,,,,,,,27486,27486,,,,,,
164,27486,27486,27486,,,,,,,27486,27486,,,,,,
169,27486,27486,27486,,,,,,,27486,27486,,,,,,
174,27486,27486,27486,,,,,,,27486,27486,,,,,,
179,27486,27486,27486,,,,,,,27486,27486,,,,,,
184,27486,27486,27486,,,,,,,27486,27486,,,,,,
189,27486,27486,27486,,,,,,,27486,27486,,,,,,
194,27486,27486,27486,,,,,,,27486,27486,,,,,,
199,27486,27486,27486,,,,,,,27486,27486,,,,,,
204,27486,27486,27486,,,,,,,27486,27486,,,,,,
209,27486,27486,27486,,,,,,,27486,27486,,,,,,
214,27486,27486,27486,,,,,,,27486,27486,,,,,,
219,27486,27486,27486,,,,,,,27486,27486,,,,,,
224,27486,27486,27486,,,,,,,27486,27486,,,,,,
229,27486,27486,27486,,,,,,,27486,27486,,,,,,
234,27486,27486,27486,,,,,,,27486,27486,,,,,,
239,27486,27486,27486,,,,,,,27486,27486,,,,,,
244,27486,27486,27486,,,,,,,27486,27486,,,,,,
249,27486,27486,27486,,,,,,,27486,27486,,,,,,
254,27486,27486,27486,,,,,,,27486,27486,,,,,,
259,27486,27486,27486,,,,,,,27486,27486,,,,,,
264,27486,27486,27486,,,,,,,27486,27486,,,,,,
269,27486,27486,27486,,,,,,,27486,27486,,,,,,
274,27486,27486,27486,,,,,,,27486,27486,,,,,,
279,27486,27486,27486,,,,,,,27486,27486,,,,,,
284,27486,27486,27486,,,,,,,27486,27486,,,,,,
289,27486,27486,27486,,,,,,,27486,27486,,,,,,
294,27486,27486,27486,,,,,,,27486,27486,,,,,,
299,27486,27486,27486,,,,,,,27486,27486,,,,,,
304,27486,27486,27486,,,,,,,27486,27486,,,,,,
309,27486,27486,27486,,,,,,,27486,27486,,,,,,
314,27486,27486,27486,,,,,,,27486,27486,,,,,,
319,27486,27486,27486,,,,,,,27486,27486,,,,,,
324,27486,27486,27486,,,,,,,27486,27486,,,,,,
329,27486,27486,27486,,,,,,,27486,27486,,,,,,
334,27486,27486,27486,,,,,,,27486,27486,,,,,,
339,27486,27486,27486,,,,,,,27486,27486,,,,,,
344,27486,27486,27486,,,,,,,27486,27486,,,,,,
349,27486,27486,27486,,,,,,,27486,27486,,,,,,
354,27486,27486,27486,,,,,,,27486,27486,,,,,,
359,27486,27486,27486,,,,,,,27486,27486,,,,,,
364,27486,27486,27486,,,,,,,27486,27486,,,,,,
369,,27486,27486,,,,,,,27486,,,,,,,
384,1,,,,,,,,,,,,,,,,
389,1,1,1,,,,,,,1,1,1,1,1,1,,
394,2,1,1,,,,,,,1,2,2,1,1,2,,
399,3,3,3,,,,,,,3,3,3,3,3,3,,
404,3,3,3,,,,,,,3,3,3,3,3,3,,
409,3,3,3,,,,,,,3,3,3,3,3,3,,
414,3,3,3,,,,,,,3,3,3,3,3,3,,
419,3,3,3,,,,,,,3,3,3,3,3,3,,
