Time,Avg Endorsement Latency
3466,0.00154
3471,0.00154
3476,0.00152
3481,0.00151
3486,0.00151
3491,0.00151
3496,0.00150
3501,0.00148
3506,0.00122
3511,0.00122
3516,0.00121
3521,0.00123
3526,0.00124
3531,0.00126
3536,0.00128
3541,0.00131
3546,0.00150
3551,0.00135
3556,0.00129
3561,0.00128
3566,0.00126
3571,0.00125
3576,0.00125
3581,0.00124
3586,0.00125
3591,0.00129
3596,0.00118
3601,0.00111
3606,0.00109
3611,0.00106
3616,0.00107
3621,0.00107
3626,0.00109
3631,0.00108
3636,0.00111
3641,0.00113
3646,0.00118
3651,0.00121
3656,0.00121
3661,0.00121
3666,0.00120
3671,0.00118
3676,0.00121
3681,0.00126
3686,0.00132
3691,0.00135
3696,0.00135
3701,0.00135
3706,0.00136
3711,0.00137
3716,0.00141
3721,0.00169
3726,0.00195
3731,0.00213
3736,0.00219
3741,0.00217
3746,0.00219
3751,0.00219
3756,0.00222
3761,0.00222
3766,0.00223
3771,0.00223
3776,0.00225
3781,0.00224
3786,0.00228
3791,0.00227
3796,0.00228
3801,0.00226
3806,0.00227
3811,0.00226
3816,0.00223
3821,0.00227
3826,0.00234
3831,0.00235
3836,0.00232
3841,0.00227
3846,0.00227
3851,0.00225
3856,0.00226
3861,0.00227
3866,0.00228
3871,0.00225
3876,0.00228
3881,0.00228
3886,0.00237
3891,0.00236
3896,0.00224
3901,0.00203
3906,0.00116
3911,0.00192
3916,0.00214
3921,0.00224
3926,0.00220
3931,0.00222
3936,0.00201
3941,NaN
3946,NaN
3951,NaN
3956,NaN
3961,NaN
3966,NaN
3971,NaN
3976,NaN
3981,NaN
3986,NaN
3991,NaN
3996,NaN
4001,NaN
4006,NaN
4011,NaN
4016,NaN
4021,NaN
4026,NaN
4031,NaN
4036,NaN
4041,NaN
4046,NaN
4051,NaN
4056,NaN
4061,NaN
4066,NaN
4071,NaN
4076,NaN
4081,NaN
4086,NaN
4091,NaN
4096,NaN
4101,NaN
4106,NaN
4111,NaN
4116,NaN
4121,NaN
4126,NaN
4131,NaN
4136,NaN
4141,NaN
4146,NaN
4151,NaN
4156,NaN
4161,NaN
4166,NaN
4171,NaN
4176,NaN
4181,NaN
4186,NaN
4191,NaN
4196,NaN
4201,NaN
4206,NaN
4211,NaN
4216,NaN
4221,NaN
4226,NaN
4231,NaN
4236,NaN
4241,NaN
4246,NaN
4251,NaN
4256,NaN
4261,NaN
4266,NaN
4271,NaN
4276,NaN
4281,NaN
4286,NaN
4291,NaN
4296,NaN
4301,NaN
4346,0.00161
4351,0.00157
4356,0.00155
4361,0.00155
4366,0.00155
4371,0.00156
4376,0.00157
4381,0.00165
4386,0.00192
4391,NaN
4396,0.00144
4401,0.00126
4406,0.00118
4411,0.00116
4416,0.00114
4421,0.00116
4426,0.00122
4431,0.00129
4436,0.00136
4441,0.00147
4446,0.00207
4451,0.00132
4456,0.00130
4461,0.00134
4466,0.00133
4471,0.00133
4476,0.00130
4481,0.00128
4486,0.00124
4491,0.00120
4496,0.00113
4501,0.00114
4506,NaN
4511,NaN
4516,0.00152
4521,0.00135
4526,0.00135
4531,0.00135
4536,0.00136
4541,0.00138
4546,0.00138
4551,0.00139
4556,0.00139
4561,0.00145
4566,0.00148
4571,0.00152
4576,0.00152
4581,0.00155
4586,0.00158
4591,0.00159
4596,0.00157
4601,0.00157
4606,0.00159
4611,0.00162
4616,0.00164
4621,0.00164
4626,0.00164
4631,0.00163
4636,0.00163
4641,0.00172
4646,0.00212
4651,0.00277
4656,0.00321
4661,0.00355
4666,0.00371
4671,0.00380
4676,0.00385
4681,0.00378
4686,0.00382
4691,0.00382
4696,0.00385
4701,0.00386
4706,0.00389
4711,0.00381
4716,0.00385
4721,0.00381
4726,0.00380
4731,0.00387
4736,0.00396
4741,0.00403
4746,0.00392
4751,0.00392
4756,0.00398
4761,0.00417
4766,0.00407
4771,0.00400
4776,0.00384
4781,0.00380
4786,0.00386
4791,0.00387
4796,0.00386
4801,0.00397
4806,0.00399
4811,0.00402
4816,0.00394
4821,0.00334
4826,0.00310
4831,0.00133
4836,0.00136
4841,NaN
4846,0.00196
4851,0.00312
4856,0.00276
4861,0.00284
4866,0.00213
4871,0.00167
4876,NaN
4881,NaN
4886,NaN
4891,NaN
4896,NaN
4901,NaN
4906,NaN
4911,NaN
4916,NaN
4921,NaN
4926,NaN
4931,NaN
4936,NaN
4941,NaN
4946,NaN
4951,NaN
4956,NaN
4961,NaN
4966,NaN
4971,NaN
4976,NaN
4981,NaN
4986,NaN
4991,NaN
4996,NaN
5001,NaN
5006,NaN
5011,NaN
5016,NaN
5021,NaN
5026,NaN
5031,NaN
5036,NaN
5041,NaN
5046,NaN
5051,NaN
5056,NaN
5061,NaN
5066,NaN
5071,NaN
5076,NaN
5081,NaN
5086,NaN
5091,NaN
5096,NaN
5101,NaN
5106,NaN
5111,NaN
5116,NaN
5121,NaN
5126,NaN
5131,NaN
5136,NaN
5141,NaN
5146,NaN
5151,NaN
5156,NaN
5161,NaN
5166,NaN
5171,NaN
5176,NaN
5181,NaN
5186,NaN
5191,NaN
5196,NaN
5201,NaN
5206,NaN
5211,NaN
5216,NaN
5221,NaN
5226,NaN
5231,NaN
5236,NaN
5241,NaN
5246,NaN
5306,0.00154
5311,0.00152
5316,0.00150
5321,0.00147
5326,0.00143
5331,0.00142
5336,0.00145
5341,0.00154
5346,0.00168
5351,0.00171
5356,0.00169
5361,0.00168
5366,NaN
5371,NaN
5376,NaN
5381,0.00125
5386,0.00119
5391,0.00125
5396,0.00126
5401,0.00130
5406,0.00130
5411,0.00130
5416,0.00126
5421,0.00124
5426,0.00120
5431,0.00139
5436,NaN
5441,NaN
5446,NaN
5451,NaN
5456,0.00140
5461,0.00138
5466,0.00160
5471,0.00181
5476,0.00196
5481,0.00204
5486,0.00198
5491,0.00183
5496,0.00166
5501,0.00141
5506,0.00141
5511,NaN
5516,NaN
5521,NaN
5526,NaN
5531,NaN
5536,0.00141
5541,0.00163
5546,0.00183
5551,0.00188
5556,0.00198
5561,0.00196
5566,0.00197
5571,0.00194
5576,0.00193
5581,0.00194
5586,0.00201
5591,0.00203
5596,0.00204
5601,0.00201
5606,0.00203
5611,0.00202
5616,0.00207
5621,0.00210
5626,0.00226
5631,0.00233
5636,0.00238
5641,0.00234
5646,0.00237
5651,0.00236
5656,0.00238
5661,0.00243
5666,0.00442
5671,0.00832
5676,0.0109
5681,0.0132
5686,0.0133
5691,0.0135
5696,0.0123
5701,0.0118
5706,0.0115
5711,0.0130
5716,0.0123
5721,0.0127
5726,0.0126
5731,0.0136
5736,0.0134
5741,0.0137
5746,0.0128
5751,0.0142
5756,0.0123
5761,0.0137
5766,0.0119
5771,0.0133
5776,0.0117
5781,0.0136
5786,0.0124
5791,0.0150
5796,0.0130
5801,0.0141
5806,0.0118
5811,0.0139
5816,0.0144
5821,0.0149
5826,0.0152
5831,0.0133
5836,0.0133
5841,0.00942
5846,0.00935
5851,0.00232
5856,NaN
5861,NaN
5866,NaN
5871,NaN
5876,0.00151
5881,0.00159
5886,0.00159
5891,0.00219
5896,0.00311
5901,0.00316
5906,0.00298
5911,0.00292
5916,0.00142
5921,NaN
5926,NaN
5931,NaN
5936,NaN
5941,NaN
5946,NaN
5951,12.8
5956,14.8
5961,16.3
5966,18.1
5971,22.6
5976,25.8
5981,28.2
5986,NaN
5991,NaN
5996,NaN
6001,NaN
6006,NaN
6011,NaN
6016,NaN
6021,NaN
6026,NaN
6031,NaN
6036,NaN
6041,NaN
6046,NaN
6051,NaN
6056,NaN
6061,NaN
6066,NaN
6071,NaN
6076,NaN
6081,NaN
6086,NaN
6091,NaN
6096,NaN
6101,NaN
6106,NaN
6111,NaN
6381,0.00140
6386,0.00140
6391,0.00141
6396,0.00149
6401,0.00147
6406,0.00146
6411,0.00143
6416,0.00147
6421,0.00149
6426,0.00149
6431,0.00143
6436,0.00137
6441,0.00136
6446,0.00128
6451,NaN
6456,NaN
6461,NaN
6466,NaN
6471,NaN
6476,NaN
6481,NaN
6486,NaN
6491,0.00137
6496,0.00134
6501,0.00134
6506,0.00125
6511,0.00119
6516,0.00113
6521,0.00120
6526,0.00139
6531,0.00157
6536,0.00154
