Time,HostCPU,OrdererCPU,PeersCPU,PeersCPU,PeersCPU,PeersCPU,PeersCPU,PeersCPU,PeersCPU,PeersCPU,PeersCPU,PeersCPU,PeersCPU,PeersCPU,PeersCPU,PeersCPU,PeersCPU,PeersCPU
110,0.267,0.0667,1.00,0.933,,,,,,,0.800,0.800,0.933,0.800,0.800,0.800,,
115,0.267,0.0667,1.07,0.933,,,,,,,0.800,0.867,0.800,0.800,0.800,0.867,,
120,0.267,0,1.07,0.933,,,,,,,0.800,0.867,0.867,0.867,0.800,0.867,,
125,0.267,0.0667,1.07,0.800,,,,,,,0.800,0.867,0.867,0.933,0.867,0.867,,
130,0.267,3.20,4.00,1.07,,,,,,,2.67,1.53,0.933,2.87,2.27,3.20,,
135,0.333,8.07,12.6,4.13,,,,,,,6.13,4.60,3.93,6.27,5.53,6.80,,
140,0.333,14.5,24.5,8.53,,,,,,,10.7,9.00,8.20,10.9,10.00,11.7,,
145,0.333,19.2,36.9,13.7,,,,,,,14.9,13.9,13.5,14.9,14.5,15.3,,
150,0.267,22.2,44.1,16.6,,,,,,,17.4,16.8,16.5,17.3,17.3,17.5,,
155,0.333,23.3,48.0,18.3,,,,,,,18.9,18.3,18.3,18.7,18.7,18.6,,
160,0.333,20.3,46,18.9,,,,,,,17.4,18.2,19.1,17.2,17.8,16.5,,
165,0.333,15.4,37.7,15.8,,,,,,,14.0,15.2,16.1,14.0,14.6,13.0,,
170,0.267,9.27,26.8,11.7,,,,,,,9.40,11.0,12.0,9.40,10.3,8.20,,
175,0.200,4.53,13.9,6.33,,,,,,,5.00,5.93,6.67,5.07,5.47,4.53,,
180,0.267,1.53,6.33,3.47,,,,,,,2.40,2.93,3.80,2.33,2.67,2.27,,
185,0.267,0.0667,1.53,1.53,,,,,,,1.00,1.33,1.73,0.867,1.00,1.13,,
190,0.333,0.0667,1.20,1.00,,,,,,,0.733,0.867,1.00,0.933,0.867,0.933,,
195,0.333,0.133,1.20,0.867,,,,,,,0.800,0.933,0.867,0.933,0.800,0.867,,
200,0.333,0.200,1.27,0.933,,,,,,,0.800,0.867,1.00,0.933,0.800,0.800,,
205,0.333,0.133,1.27,0.867,,,,,,,1.00,0.867,0.933,0.867,0.867,0.867,,
210,0.267,1.20,1.27,1.00,,,,,,,1.07,0.800,1.00,1.13,0.933,1.73,,
215,0.333,8.53,10.1,2.80,,,,,,,5.73,3.53,2.47,5.87,4.93,7.20,,
220,0.333,20.5,30.4,10.5,,,,,,,14.3,11.5,9.53,14.7,13.2,16.3,,
225,0.267,36.1,57.3,20.1,,,,,,,26.2,21.9,19.0,26.5,24.3,28.2,,
230,0.333,46.4,83.1,32.0,,,,,,,35.4,32.9,31.1,35.6,34.3,36.7,,
235,0.400,52.3,97.7,38.2,,,,,,,40.5,38.8,37.9,40.5,39.7,41.1,,
240,0.533,51.9,105,42.1,,,,,,,41.9,41.9,42.1,42.1,42.2,41.1,,
245,0.533,42.9,93.6,39.7,,,,,,,36.1,38.5,40.1,36.4,36.8,34.7,,
250,0.400,28.9,69.7,31,,,,,,,25.9,29.3,31.7,26.1,27.4,23.9,,
255,0.467,13.3,39.8,19.9,,,,,,,13.7,18.0,20.7,13.5,15.3,11.8,,
260,0.267,4.47,16.7,8.73,,,,,,,5.67,7.87,9.27,5.40,6.73,4.33,,
265,0.333,0.667,5.53,3.47,,,,,,,2.07,3.13,3.60,1.93,2.40,1.47,,
270,0.267,0.0667,1.000,1.00,,,,,,,0.867,0.933,1.00,1.07,1.000,0.867,,
275,0.400,0.133,1.07,0.867,,,,,,,0.800,0.867,0.800,1.000,0.933,0.867,,
280,0.333,0.0667,1.20,0.933,,,,,,,0.800,0.867,0.933,1.000,1.000,0.933,,
285,0.333,0.0667,1.13,0.933,,,,,,,0.800,0.867,0.867,0.867,0.867,0.933,,
290,0.267,1.60,1.13,0.933,,,,,,,1.47,0.800,0.933,1.53,1.07,2.00,,
295,0.333,5.53,9.13,3.13,,,,,,,4.60,3.40,2.80,4.67,4.20,5.00,,
300,0.333,11.7,18.3,6.13,,,,,,,8.87,6.60,6.00,9.00,8.00,9.87,,
305,0.333,17.9,33.9,12.2,,,,,,,14.6,12.9,11.8,14.8,14.0,15.4,,
310,0.267,28.0,46.3,16.7,,,,,,,20.9,17.8,16.4,21.3,19.7,22.9,,
315,0.267,37.2,67.5,25.7,,,,,,,29.1,26.7,25.3,29.5,28.1,30.8,,
320,0.333,45.1,82.4,32.3,,,,,,,35,33.0,32.1,35.2,34.4,36.3,,
325,0.400,46.6,92.3,37.9,,,,,,,37.9,37.9,37.9,37.9,37.7,38.3,,
330,0.400,47.1,92.3,37.9,,,,,,,37.7,37.9,37.9,37.6,37.9,37.5,,
335,0.333,47.6,93.3,38.1,,,,,,,38.3,38.3,38.0,38.3,38.2,38.5,,
340,0.400,48.8,94.9,38.5,,,,,,,38.9,38.7,38.7,38.9,38.6,38.9,,
345,0.400,49.6,97.2,39.5,,,,,,,39.9,39.4,39.5,39.9,39.3,40.1,,
350,0.467,51.2,99.0,40.1,,,,,,,40.8,40,40.5,40.6,40.3,40.8,,
355,0.400,52.7,102,41.3,,,,,,,42.2,41.3,41.3,41.9,41.8,42.1,,
360,0.400,54.2,106,42.7,,,,,,,43.5,42.9,42.9,43.2,43.3,43.5,,
365,0.400,54.9,109,44.1,,,,,,,44.3,44.1,43.6,44.4,44.3,44.3,,
370,0.400,54.8,109,44.3,,,,,,,44.1,44.1,44.3,44.2,44.4,44.1,,
375,0.400,55.4,109,44.1,,,,,,,44.2,44.1,44.1,44.2,44.2,44.1,,
380,0.400,55.8,110,44.3,,,,,,,44.6,44.4,44.9,44.6,44.5,44.7,,
385,0.400,57.5,113,45,,,,,,,45.8,45.2,45.3,45.8,45.5,46.0,,
390,0.400,58.5,115,46.3,,,,,,,47.1,46.1,46.3,47.5,47.1,47.5,,
395,0.467,60.5,119,48.1,,,,,,,48.5,48.1,48.1,48.9,48.5,48.9,,
400,0.467,61.6,122,49.5,,,,,,,49.4,49.1,49.1,49.9,49.3,49.7,,
405,0.400,62.3,124,50.1,,,,,,,49.6,49.7,50.2,50.1,49.7,50.4,,
410,0.400,62.1,124,49.9,,,,,,,50.0,49.6,50,50.5,50.2,49.9,,
415,0.400,63.7,124,50.3,,,,,,,50.7,50,50.3,50.9,50.6,51.2,,
420,0.467,68.1,131,52.5,,,,,,,54.6,53.4,52.2,54.7,54.5,54.2,,
425,0.467,73.5,139,55.5,,,,,,,57.5,55.7,55.3,57.5,56.9,58.2,,
430,0.467,77.4,149,59.9,,,,,,,62.4,60.4,59.8,62.6,61.6,62.9,,
435,0.533,80.3,153,63.7,,,,,,,65.9,64.0,63.7,65.8,65.1,66.8,,
440,0.533,81.3,160,68.5,,,,,,,70,69.2,68.5,70.1,69.9,71.7,,
445,0.600,82.1,163,72.8,,,,,,,73.7,73.1,72.7,73.4,74.1,73.8,,
450,0.600,81.0,165,75.6,,,,,,,75,75,75.6,74.9,75.3,75.8,,
455,0.600,81.5,166,75.4,,,,,,,75.4,74.7,75.2,75.1,75.3,73.9,,
460,0.600,81.5,167,73.8,,,,,,,74.0,73.4,73.9,74.0,73.6,74.5,,
465,0.600,82.7,167,73.8,,,,,,,74.2,73.3,73.9,74.3,73.9,73.3,,
470,0.600,82.5,168,73.5,,,,,,,73.7,73.1,73.5,73.6,73.3,74.5,,
475,0.600,82.6,167,74.3,,,,,,,74.6,74.2,74.4,74.5,74.6,73.8,,
480,0.533,82.1,168,73.2,,,,,,,73.5,73.5,73.5,73.0,73.2,73.5,,
485,0.600,81.1,164,74.4,,,,,,,74.7,74.3,74.7,74.6,74.3,73.8,,
490,0.533,80.5,163,73.6,,,,,,,74.7,73.7,73.3,74.3,74.1,74.5,,
495,0.600,79.9,163,75.5,,,,,,,75.3,74.2,74.9,75.0,74.7,74.9,,
500,0.600,81.3,168,73.8,,,,,,,73.7,72.9,73.5,73.5,73.8,74.3,,
505,0.600,81.3,168,75.9,,,,,,,74.7,74.0,75.5,74.7,74.7,75.0,,
510,0.667,82.4,168,74.3,,,,,,,74.4,73.7,74.2,74.6,74.7,74.4,,
515,0.600,80.7,167,76.1,,,,,,,76.1,75.9,75.9,76.1,76.2,75.3,,
520,0.667,81.7,169,74.6,,,,,,,74.8,74.6,75,74.1,74.6,74.2,,
525,0.533,80.4,168,75.8,,,,,,,75.9,75.6,75.7,75.4,75.6,75.2,,
530,0.533,82.0,170,74.7,,,,,,,75.2,74.1,74.7,74.7,74.5,74.7,,
535,0.533,80.8,168,76.1,,,,,,,77.0,76.5,74.8,75.4,76.5,76.3,,
540,0.600,81.1,169,75.6,,,,,,,75.5,75.4,75.5,73.8,75.1,75.1,,
545,0.533,78.9,164,75.5,,,,,,,76.1,76.1,75.3,75.2,75.9,75.7,,
550,0.533,79.3,167,74.5,,,,,,,73.8,73.9,75.6,74.4,73.8,73.3,,
555,0.533,78.5,164,74.1,,,,,,,76.1,74.5,74.3,76.1,75.9,75.5,,
560,0.533,79.6,170,75.4,,,,,,,74.6,74.1,75.6,74.1,74.3,74.5,,
565,0.600,78.8,168,74.9,,,,,,,76.2,74.0,74.5,75.7,75.5,76.9,,
570,0.600,79.9,170,75.7,,,,,,,74.0,74.9,75.7,74.4,73.9,75.1,,
575,0.600,78.7,169,74.5,,,,,,,75.8,74.5,74.8,75.4,74.4,76.7,,
580,0.533,78.9,167,76.4,,,,,,,74.9,76.1,76.7,75.1,74.9,76.0,,
585,0.600,77.7,168,76.7,,,,,,,76.7,76.1,76.9,76.3,76.3,77.3,,
590,0.600,77.1,167,77.9,,,,,,,76.8,77.1,77.9,77.3,78.8,75.5,,
595,0.600,77.6,169,74.5,,,,,,,73.1,74.1,75.3,73.0,73.9,71.3,,
600,0.533,73.7,162,71.5,,,,,,,67.9,70.9,72.1,68.0,69.5,65.2,,
605,0.533,68.4,143,61.8,,,,,,,57.7,60.7,62.8,57.5,58.0,56.7,,
610,0.400,46.0,111,53.0,,,,,,,43.5,49.9,54.8,43.1,46.3,39.5,,
615,0.333,24.3,61.9,30.5,,,,,,,23.1,27.6,32.1,22.6,25.1,20.3,,
620,0.333,4.53,25.2,14.9,,,,,,,7.73,12.7,16.1,7.33,9.93,4.80,,
625,0.400,0.133,1.13,1.07,,,,,,,1.00,1.00,1.00,0.933,0.933,0.867,,
630,0.333,0.133,1.07,1.00,,,,,,,0.867,0.867,1.000,0.933,0.867,0.800,,
635,0.333,0.133,1.20,0.933,,,,,,,0.867,0.867,0.800,0.867,0.800,0.867,,
640,0.267,0.0667,1.20,0.933,,,,,,,0.800,0.867,0.933,0.867,0.867,0.800,,
645,0.333,3.60,1.20,0.867,,,,,,,1.47,1.00,0.933,1.53,0.867,3.53,,
650,0.333,29.0,36.1,10,,,,,,,21.3,14.5,8.80,21.6,18.7,25.3,,
655,0.400,56.4,88.1,32.6,,,,,,,44.4,36.3,31.3,44.9,41.3,48.9,,
660,0.467,69.6,133,55.4,,,,,,,61.3,56.8,54.7,61.4,59.3,61.1,,
665,0.533,45.1,111,55.1,,,,,,,44.3,50.7,56.9,44.1,46.9,40.4,,
670,0.467,17.8,59.3,32.7,,,,,,,21.1,28.9,34.4,20.7,24.3,16.9,,
675,0.400,1.07,13.9,9.80,,,,,,,3.73,8.33,10.9,3.53,6.33,1.93,,
680,0.267,0.133,1.07,1.07,,,,,,,0.867,1.00,1.07,0.867,0.933,0.867,,
685,0.267,0.133,1.07,0.733,,,,,,,0.867,0.867,0.933,0.867,0.800,1.00,,
690,0.267,0.133,1.20,0.867,,,,,,,0.867,0.867,0.933,0.933,0.933,0.933,,
695,0.333,0.133,59.7,0.800,,,,,,,0.867,0.867,0.800,0.867,0.867,0.933,,
700,0.267,0.0667,232,0.867,,,,,,,0.867,0.800,0.800,0.800,0.933,0.867,,
705,0.267,0.0667,487,0.867,,,,,,,0.933,0.867,0.933,0.933,1.000,1.00,,
710,0.333,0.0667,707,0.933,,,,,,,1.000,0.933,1.000,0.933,1.13,1.00,,
715,0.467,0.0667,837,1.00,,,,,,,1.13,1.07,1.07,1.07,1.20,1.13,,
720,0.533,0.0667,881,1.07,,,,,,,1.07,1.13,1.07,1.000,1.13,1.000,,
725,0.467,0.0667,909,1.07,,,,,,,1.13,1.07,1.07,1.20,1.20,1.13,,
730,0.533,0.0667,937,1.13,,,,,,,1.07,1.13,1.13,1.13,1.13,1.07,,
735,0.467,0.0667,948,1.07,,,,,,,1.13,1.20,1.07,1.20,1.20,1.20,,
740,0.533,0.133,962,1.13,,,,,,,1.07,1.20,1.13,1.13,1.07,1.20,,
745,0.400,0.133,946,1.07,,,,,,,1.20,1.13,1.13,1.13,1.20,1.13,,
750,0.467,0.0667,952,1.13,,,,,,,1.07,1.07,1.20,1.20,1.13,1.13,,
755,0.467,0,932,1.07,,,,,,,1.20,1.13,1.13,1.20,1.20,1.13,,
760,0.600,0.0667,930,1.13,,,,,,,1.13,1.20,1.13,1.33,1.13,1.20,,
765,0.533,0.0667,929,1.07,,,,,,,1.20,1.13,1.13,1.20,1.13,1.20,,
770,0.467,0.0667,937,1.13,,,,,,,1.13,1.07,1.27,1.13,1.20,1.27,,
775,0.467,0.133,934,1.13,,,,,,,1.13,1.07,1.27,1.07,1.13,1.33,,
780,0.467,0.133,930,1.20,,,,,,,1.13,1.13,1.20,1.13,1.20,1.27,,
785,0.467,0.200,924,1.20,,,,,,,1.20,1.20,1.13,1.20,1.13,1.20,,
790,0.467,0.133,923,1.27,,,,,,,1.13,1.13,1.07,1.13,1.13,1.07,,
795,0.467,0.267,922,1.20,,,,,,,1.20,1.13,1.07,1.07,1.13,1.13,,
800,0.533,0.200,925,1.27,,,,,,,1.07,1.07,1.07,1.13,1.13,1.13,,
805,0.533,0.133,929,1.13,,,,,,,1.13,1.13,1.13,1.20,1.13,1.20,,
810,0.600,0.0667,930,1.13,,,,,,,1.13,1.00,1.20,1.20,1.20,1.13,,
815,0.533,0.0667,928,1.13,,,,,,,1.13,1.13,1.07,1.13,1.13,1.13,,
820,0.533,0.133,928,1.13,,,,,,,1.13,1.07,1.13,1.13,1.20,1.13,,
825,0.467,0.0667,926,1.13,,,,,,,1.13,1.20,1.07,1.13,1.27,1.20,,
830,0.533,0.0667,931,1.07,,,,,,,1.13,1.13,1.20,1.13,1.33,1.13,,
835,0.467,0.0667,922,1.13,,,,,,,1.07,1.20,1.13,1.07,1.27,1.20,,
840,0.533,0.0667,926,1.20,,,,,,,1.07,1.13,1.20,1.13,1.07,1.13,,
845,0.467,0.0667,921,1.13,,,,,,,1.13,1.13,1.13,1.13,1.13,1.20,,
850,0.533,0.0667,922,1.07,,,,,,,1.13,1.20,1.13,1.13,1.13,1.07,,
855,0.467,0.0667,916,1.07,,,,,,,1.07,1.33,1.13,1.13,1.20,1.20,,
860,0.467,0.0667,918,1.13,,,,,,,1.07,1.33,1.13,1.13,1.13,1.20,,
865,0.467,0.0667,916,1.13,,,,,,,1.13,1.27,1.13,1.20,1.20,1.20,,
870,0.467,0.133,917,1.13,,,,,,,1.13,1.07,1.13,1.27,1.20,1.07,,
875,0.533,0.133,906,1.20,,,,,,,1.07,1.13,1.20,1.27,1.13,1.13,,
880,0.533,0.0667,902,1.20,,,,,,,1.13,1.07,1.13,1.27,1.13,1.13,,
885,0.467,0.0667,895,1.13,,,,,,,1.20,1.20,1.27,1.20,1.13,1.20,,
890,0.400,0.0667,896,1.00,,,,,,,1.20,1.13,1.27,1.13,1.20,1.20,,
895,0.400,0.0667,894,1.13,,,,,,,1.07,1.20,1.33,1.13,1.20,1.33,,
900,0.533,0.0667,888,1.13,,,,,,,1.13,1.13,1.20,1.07,1.13,1.27,,
905,0.533,0.0667,883,1.13,,,,,,,1.27,1.13,1.13,1.20,1.13,1.20,,
910,0.467,0.133,880,1.20,,,,,,,1.33,1.07,1.13,1.13,1.13,1.13,,
915,0.467,0.133,879,1.27,,,,,,,1.20,1.07,1.13,1.13,1.20,1.13,,
920,0.533,0.133,881,1.33,,,,,,,1.20,1.13,1.20,1.13,1.07,1.13,,
925,0.533,0.133,880,1.13,,,,,,,1.13,1.20,1.20,1.13,1.07,1.13,,
930,0.533,0.0667,874,1.07,,,,,,,1.13,1.20,1.20,1.20,1.07,1.13,,
935,0.533,0.0667,869,1.07,,,,,,,1.07,1.13,1.20,1.07,1.13,1.13,,
940,0.533,0.0667,865,1.07,,,,,,,1.13,1.13,1.13,1.20,1.13,1.13,,
945,0.533,0.0667,861,1.13,,,,,,,1.13,1.20,1.13,1.13,1.27,1.13,,
950,0.467,0.0667,862,1.07,,,,,,,1.07,1.20,1.13,1.13,1.27,1.13,,
955,0.467,0.0667,859,1.13,,,,,,,1.07,1.13,1.20,1.07,1.27,1.20,,
960,0.400,0.0667,854,1.13,,,,,,,1.13,1.13,1.13,1.13,1.20,1.20,,
965,0.467,0.0667,846,1.13,,,,,,,1.20,1.13,1.13,1.20,1.20,1.20,,
970,0.467,0.133,837,1.13,,,,,,,1.13,1.27,1.07,1.13,1.20,1.13,,
975,0.533,0.133,840,1.13,,,,,,,1.13,1.33,1.20,1.13,1.13,1.20,,
980,0.467,0.133,831,1.20,,,,,,,1.13,1.27,1.20,1.13,1.13,1.13,,
985,0.533,0.0667,820,1.13,,,,,,,1.20,1.20,1.20,1.20,1.13,1.13,,
990,0.467,0.0667,802,1.13,,,,,,,1.20,1.07,1.20,1.27,1.20,1.13,,
995,0.533,0.0667,790,1.13,,,,,,,1.20,1.13,1.20,1.20,1.20,1.27,,
1000,0.467,0.0667,779,1.27,,,,,,,1.13,1.13,1.27,1.20,1.20,1.20,,
1005,0.533,0.0667,784,1.13,,,,,,,1.13,1.20,1.20,1.20,1.20,1.20,,
1010,0.467,0.0667,799,1.13,,,,,,,1.07,1.13,1.27,1.13,1.27,1.20,,
1015,0.467,0.0667,822,1.07,,,,,,,1.13,1.13,1.27,1.13,1.20,1.33,,
1020,0.467,0.0667,830,1.20,,,,,,,1.13,1.07,1.27,1.07,1.07,1.27,,
1025,0.400,0.133,828,1.13,,,,,,,1.33,1.13,1.13,1.20,1.13,1.20,,
1030,0.533,0.0667,809,1.27,,,,,,,1.20,1.13,1.13,1.13,1.13,1.07,,
1035,0.400,0.133,532,1.13,,,,,,,1.07,1.000,0.933,1.00,1.13,1.07,,
1040,0.467,0.0667,258,1.13,,,,,,,0.867,0.867,1.00,0.933,0.933,0.933,,
1045,0.267,0.133,1.00,0.867,,,,,,,0.933,0.800,0.867,0.933,0.867,0.933,,
