Time,Cumulative (Received),Cumulative (Endorsed Successfully),Cumulative (Committed Successfully)
4,228932,228932,228907
9,228932,228932,228907
14,228942,228932,228907
19,228955,228932,228907
24,228968,228933,228907
29,228995,228936,228907
34,229047,228938,228907
39,229099,228939,228907
44,229153,228940,228907
49,229206,228940,228907
54,229260,228940,228907
59,229316,228940,228907
64,229374,228940,228907
69,229431,228940,228907
74,229492,228940,228907
79,229553,228940,228907
84,229614,228940,228907
89,229675,228940,228907
94,229740,228940,228907
99,229807,228940,228907
104,229873,228940,228907
109,229942,228940,228907
114,230012,228940,228907
119,230085,228940,228907
124,230157,228940,228907
129,230233,228940,228907
134,230311,228940,228907
139,230390,228940,228907
144,230472,228940,228907
149,230556,228940,228907
154,230642,228940,228907
159,230731,228940,228907
164,230823,228940,228907
169,230917,228940,228907
174,231015,228940,228907
179,21,21,228907
184,21,21,228907
189,21,21,228907
194,21,21,228907
199,21,21,228907
204,21,21,228907
209,21,21,228907
214,21,21,228907
219,21,21,228907
224,21,21,228907
229,21,21,228907
234,21,21,228907
239,21,21,228907
244,21,21,228907
249,21,21,228907
254,21,21,228907
259,21,21,228907
264,21,21,228907
269,21,21,228907
274,21,21,228907
279,21,21,228907
284,21,21,228907
289,21,21,228907
294,21,21,228907
299,21,21,228907
304,21,21,228907
309,21,21,228907
314,21,21,228907
319,21,21,228907
324,21,21,228907
329,21,21,228907
334,21,21,228907
339,21,21,228907
344,21,21,228907
364,9,9,
369,18,18,
374,41,41,
379,49,49,
384,49,49,
389,49,49,
394,49,49,
399,49,49,
404,49,49,
