Time,State DB Commit Latency (s),State DB Commit Latency (s),State DB Commit Latency (s),State DB Commit Latency (s),State DB Commit Latency (s),State DB Commit Latency (s),State DB Commit Latency (s),State DB Commit Latency (s),State DB Commit Latency (s),State DB Commit Latency (s),State DB Commit Latency (s),State DB Commit Latency (s),State DB Commit Latency (s),State DB Commit Latency (s),State DB Commit Latency (s),State DB Commit Latency (s)
3,NaN,NaN,,,,,,,NaN,NaN,,,,,,
8,0.000621,0.000657,,,,,,,0.000613,0.000620,,,,,,
13,0.000611,0.000627,,,,,,,0.000602,0.000606,,,,,,
18,0.000606,0.000613,,,,,,,0.000597,0.000608,,,,,,
23,0.000607,0.000608,,,,,,,0.000602,0.000606,,,,,,
28,0.000609,0.000609,,,,,,,0.000612,0.000617,,,,,,
33,0.000613,0.000613,,,,,,,0.000614,0.000621,,,,,,
38,0.000608,0.000608,,,,,,,0.000604,0.000618,,,,,,
43,0.000599,0.000600,,,,,,,0.000594,0.000619,,,,,,
48,0.000601,0.000596,,,,,,,0.000599,0.000621,,,,,,
53,0.000611,0.000597,,,,,,,0.000606,0.000622,,,,,,
58,0.000615,0.000606,,,,,,,0.000599,0.000614,,,,,,
63,0.000616,0.000611,,,,,,,0.000601,0.000616,,,,,,
68,0.000613,0.000625,,,,,,,0.000610,0.000620,,,,,,
73,0.000611,0.000619,,,,,,,0.000616,0.000625,,,,,,
78,0.000610,0.000617,,,,,,,0.000619,0.000614,,,,,,
83,0.000605,0.000607,,,,,,,0.000612,0.000615,,,,,,
88,0.000603,0.000610,,,,,,,0.000614,0.000608,,,,,,
93,0.000593,0.000614,,,,,,,0.000611,0.000619,,,,,,
98,0.000599,0.000625,,,,,,,0.000618,0.000614,,,,,,
103,0.000608,0.000627,,,,,,,0.000623,0.000625,,,,,,
108,0.000626,0.000632,,,,,,,0.000627,0.000628,,,,,,
113,0.000626,0.000635,,,,,,,0.000628,0.000641,,,,,,
118,0.000631,0.000642,,,,,,,0.000629,0.000648,,,,,,
123,0.000625,0.000638,,,,,,,0.000626,0.000643,,,,,,
128,0.000626,0.000632,,,,,,,0.000627,0.000641,,,,,,
133,0.000627,0.000649,,,,,,,0.000644,0.000661,,,,,,
138,0.000644,0.000682,,,,,,,0.000683,0.000703,,,,,,
143,0.000705,0.000731,,,,,,,0.000731,0.000751,,,,,,
148,0.000743,0.000771,,,,,,,0.000769,0.000782,,,,,,
153,0.000784,0.000791,,,,,,,0.000783,0.000797,,,,,,
158,0.000789,0.000799,,,,,,,0.000793,0.000804,,,,,,
163,0.000806,0.000792,,,,,,,0.000795,0.000808,,,,,,
168,0.000799,0.000781,,,,,,,0.000798,0.000801,,,,,,
173,0.000804,0.000774,,,,,,,0.000796,0.000790,,,,,,
178,0.000809,0.000780,,,,,,,0.000801,0.000790,,,,,,
183,0.000814,0.000795,,,,,,,0.000804,0.000792,,,,,,
188,0.000812,0.000804,,,,,,,0.000807,0.000807,,,,,,
193,0.000808,0.000793,,,,,,,0.000803,0.000804,,,,,,
198,0.000805,0.000799,,,,,,,0.000802,0.000812,,,,,,
203,0.000799,0.000798,,,,,,,0.000798,0.000796,,,,,,
208,0.000803,0.000800,,,,,,,0.000781,0.000783,,,,,,
213,0.000805,0.000791,,,,,,,0.000776,0.000776,,,,,,
218,0.000802,0.000803,,,,,,,0.000769,0.000785,,,,,,
223,0.000806,0.000802,,,,,,,0.000787,0.000790,,,,,,
228,0.000815,0.000819,,,,,,,0.000806,0.000798,,,,,,
233,0.000824,0.000799,,,,,,,0.000817,0.000802,,,,,,
238,0.000815,0.000811,,,,,,,0.000814,0.000796,,,,,,
243,0.000813,0.000808,,,,,,,0.000805,0.000791,,,,,,
248,0.000807,0.000814,,,,,,,0.000802,0.000802,,,,,,
253,0.000830,0.000827,,,,,,,0.000814,0.000822,,,,,,
258,0.000828,0.000832,,,,,,,0.000822,0.000825,,,,,,
263,0.000834,0.000819,,,,,,,0.000813,0.000797,,,,,,
268,0.000810,0.000808,,,,,,,0.000796,0.000792,,,,,,
273,0.000794,0.000796,,,,,,,0.000789,0.000791,,,,,,
278,0.000790,0.000793,,,,,,,0.000784,0.000799,,,,,,
283,0.000797,0.000790,,,,,,,0.000806,0.000814,,,,,,
288,0.000798,0.000793,,,,,,,0.000805,0.000834,,,,,,
293,0.000842,0.000825,,,,,,,0.000833,0.000835,,,,,,
298,0.000833,0.000831,,,,,,,0.000820,0.000826,,,,,,
303,0.000828,0.000818,,,,,,,0.000803,0.000809,,,,,,
308,0.000807,0.000808,,,,,,,0.000796,0.000790,,,,,,
313,0.000765,0.000762,,,,,,,0.000753,0.000748,,,,,,
318,0.000776,0.000750,,,,,,,0.000762,0.000676,,,,,,
323,0.000609,0.000617,,,,,,,0.000617,0.000588,,,,,,
328,0.000590,0.000475,,,,,,,0.000491,NaN,,,,,,
