Time,State DB Commit Latency (s),State DB Commit Latency (s),State DB Commit Latency (s),State DB Commit Latency (s),State DB Commit Latency (s),State DB Commit Latency (s),State DB Commit Latency (s),State DB Commit Latency (s),State DB Commit Latency (s),State DB Commit Latency (s),State DB Commit Latency (s),State DB Commit Latency (s),State DB Commit Latency (s),State DB Commit Latency (s),State DB Commit Latency (s),State DB Commit Latency (s)
0,0.000726,0.000833,,,,,,,0.000764,0.00104,,,,,,
5,0.00137,0.000629,,,,,,,0.000525,NaN,,,,,,
10,0.000795,0.000568,,,,,,,0.000596,0.000609,,,,,,
15,0.000588,0.000575,,,,,,,0.000583,0.000566,,,,,,
20,0.000599,0.000595,,,,,,,0.000597,0.000606,,,,,,
25,0.000606,0.000611,,,,,,,0.000607,0.000612,,,,,,
30,0.000611,0.000617,,,,,,,0.000621,0.000616,,,,,,
35,0.000604,0.000619,,,,,,,0.000612,0.000606,,,,,,
40,0.000604,0.000614,,,,,,,0.000612,0.000597,,,,,,
45,0.000601,0.000606,,,,,,,0.000597,0.000589,,,,,,
50,0.000595,0.000597,,,,,,,0.000599,0.000578,,,,,,
55,0.000579,0.000579,,,,,,,0.000580,0.000553,,,,,,
60,0.000538,0.000586,,,,,,,0.000558,0.000560,,,,,,
65,0.000562,NaN,,,,,,,NaN,NaN,,,,,,
