Time,Cumulative (Received),Cumulative (Endorsed Successfully),Cumulative (Committed Successfully)
1,24044,24044,23995
6,24044,24044,24485
11,25054,25054,25665
16,26240,26240,26855
21,27432,27432,28045
26,28622,28622,29235
31,29843,29843,30705
36,31485,31484,32355
41,33128,33126,34095
46,35043,35043,36165
51,37154,37154,38295
56,39281,39276,40425
61,41416,41414,42565
66,43561,43556,44715
71,45713,45708,46855
76,47871,47869,49045
81,50059,50059,51225
86,52246,52242,53425
91,54409,54402,55625
96,56686,56676,57905
101,58935,58933,60145
106,61180,61173,62365
111,63410,63407,64625
116,65683,65677,66905
121,67931,67919,69105
126,70181,70170,71425
131,72479,72476,73725
136,75176,75160,76275
141,77766,77709,78605
146,79993,79945,80985
151,82097,82085,82825
156,83852,83834,84905
161,86567,86425,87295
166,88759,88742,89665
171,89875,89875,90945
176,92893,92857,93135
181,95818,95356,95265
186,97802,97781,97535
191,100043,100036,99725
196,101957,101954,102045
201,104209,104159,104355
206,104432,104432,104415
211,105562,105420,106495
216,108807,108757,108705
221,112307,112305,111185
226,114628,114624,113575
231,116674,116674,115735
236,118928,118880,118125
241,120160,120159,120255
246,122821,122821,122605
251,122887,122887,122865
256,123954,123585,124695
261,127430,127123,126975
266,130580,130280,129395
271,133216,132766,131485
276,135137,135123,133655
281,136841,136841,135925
286,138599,138596,138175
291,139875,139873,139905
296,140007,140007,140865
301,143105,142581,143065
306,146256,146122,145285
311,147612,147612,147915
316,148264,148264,149385
321,150401,150399,151575
326,152584,152583,153685
331,154639,154638,155445
336,156184,156183,157005
341,157740,157737,158205
346,158259,158259,158210
351,158259,158259,158210
356,158259,158259,158210
361,158259,158259,158210
366,158259,158259,158210
