Time,Sent (peer0.org1.dwntp.com:9443),Sent (peer1.org1.dwntp.com:9443),Sent (peer10.org1.dwntp.com:9443),Sent (peer11.org1.dwntp.com:9443),Sent (peer12.org1.dwntp.com:9443),Sent (peer13.org1.dwntp.com:9443),Sent (peer14.org1.dwntp.com:9443),Sent (peer15.org1.dwntp.com:9443),Sent (peer2.org1.dwntp.com:9443),Sent (peer3.org1.dwntp.com:9443),Sent (peer4.org1.dwntp.com:9443),Sent (peer5.org1.dwntp.com:9443),Sent (peer6.org1.dwntp.com:9443),Sent (peer7.org1.dwntp.com:9443),Sent (peer8.org1.dwntp.com:9443),Sent (peer9.org1.dwntp.com:9443),Received (peer0.org1.dwntp.com:9443),Received (peer1.org1.dwntp.com:9443),Received (peer10.org1.dwntp.com:9443),Received (peer11.org1.dwntp.com:9443),Received (peer12.org1.dwntp.com:9443),Received (peer13.org1.dwntp.com:9443),Received (peer14.org1.dwntp.com:9443),Received (peer15.org1.dwntp.com:9443),Received (peer2.org1.dwntp.com:9443),Received (peer3.org1.dwntp.com:9443),Received (peer4.org1.dwntp.com:9443),Received (peer5.org1.dwntp.com:9443),Received (peer6.org1.dwntp.com:9443),Received (peer7.org1.dwntp.com:9443),Received (peer8.org1.dwntp.com:9443),Received (peer9.org1.dwntp.com:9443)
3,8.20,7.93,,,,,,,7.40,7.80,,,,,,,8.20,7.93,,,,,,,7.40,7.80,,,,,,
8,12.4,23.2,,,,,,,20.7,33.9,,,,,,,12.4,23.3,,,,,,,20.5,33.9,,,,,,
13,51,61.8,,,,,,,58.7,76.8,,,,,,,51,61.9,,,,,,,58.5,76.8,,,,,,
18,98.2,111,,,,,,,108,127,,,,,,,98.2,111,,,,,,,108,127,,,,,,
23,143,145,,,,,,,143,149,,,,,,,143,145,,,,,,,143,149,,,,,,
28,153,155,,,,,,,155,154,,,,,,,153,155,,,,,,,155,155,,,,,,
33,155,154,,,,,,,155,154,,,,,,,155,154,,,,,,,155,154,,,,,,
38,155,155,,,,,,,155,155,,,,,,,154,155,,,,,,,155,155,,,,,,
43,156,155,,,,,,,154,155,,,,,,,155,155,,,,,,,154,155,,,,,,
48,154,155,,,,,,,155,156,,,,,,,154,156,,,,,,,155,156,,,,,,
53,159,159,,,,,,,159,161,,,,,,,159,159,,,,,,,159,160,,,,,,
58,164,165,,,,,,,166,168,,,,,,,164,165,,,,,,,165,168,,,,,,
63,171,172,,,,,,,171,172,,,,,,,171,172,,,,,,,171,172,,,,,,
68,172,174,,,,,,,174,173,,,,,,,172,174,,,,,,,174,173,,,,,,
73,174,173,,,,,,,173,172,,,,,,,174,173,,,,,,,173,173,,,,,,
78,173,173,,,,,,,174,174,,,,,,,173,173,,,,,,,174,174,,,,,,
83,174,173,,,,,,,172,173,,,,,,,174,173,,,,,,,172,174,,,,,,
88,173,174,,,,,,,174,173,,,,,,,172,174,,,,,,,174,173,,,,,,
93,176,177,,,,,,,177,178,,,,,,,176,177,,,,,,,177,178,,,,,,
98,182,184,,,,,,,184,187,,,,,,,182,184,,,,,,,184,187,,,,,,
103,190,191,,,,,,,190,194,,,,,,,190,191,,,,,,,190,194,,,,,,
108,193,195,,,,,,,195,196,,,,,,,193,195,,,,,,,195,196,,,,,,
113,196,196,,,,,,,196,195,,,,,,,197,196,,,,,,,196,195,,,,,,
118,196,196,,,,,,,197,196,,,,,,,196,196,,,,,,,197,197,,,,,,
123,197,196,,,,,,,195,196,,,,,,,196,196,,,,,,,195,196,,,,,,
128,195,196,,,,,,,196,196,,,,,,,195,196,,,,,,,196,196,,,,,,
133,200,207,,,,,,,205,215,,,,,,,200,207,,,,,,,205,215,,,,,,
138,228,237,,,,,,,235,249,,,,,,,228,237,,,,,,,235,249,,,,,,
