Time,Block Storage Commit Latency (s),Block Storage Commit Latency (s),Block Storage Commit Latency (s),Block Storage Commit Latency (s),Block Storage Commit Latency (s),Block Storage Commit Latency (s),Block Storage Commit Latency (s),Block Storage Commit Latency (s),Block Storage Commit Latency (s),Block Storage Commit Latency (s),Block Storage Commit Latency (s),Block Storage Commit Latency (s),Block Storage Commit Latency (s),Block Storage Commit Latency (s),Block Storage Commit Latency (s),Block Storage Commit Latency (s),Block Storage Commit Latency (s)
4,0.000813,0.00105,0.00116,,,,,,,,,,,,,,
9,0.000796,0.00111,0.00110,,,,,,,,,,,,,,
14,0.000783,0.00109,0.00109,,,,,,,,,,,,,,
19,0.000788,0.00108,0.00108,,,,,,,,,,,,,,
24,0.000780,0.00107,0.00107,,,,,,,,,,,,,,
29,0.000787,0.00108,0.00107,,,,,,,,,,,,,,
34,0.000771,0.00108,0.00107,,,,,,,,,,,,,,
39,0.000771,0.00109,0.00108,,,,,,,,,,,,,,
44,0.000770,0.00108,0.00109,,,,,,,,,,,,,,
49,0.000787,0.00110,0.00109,,,,,,,,,,,,,,
54,0.000799,0.00109,0.00109,,,,,,,,,,,,,,
59,0.000800,0.00110,0.00109,,,,,,,,,,,,,,
64,0.000795,0.00110,0.00109,,,,,,,,,,,,,,
69,0.000800,0.00111,0.00109,,,,,,,,,,,,,,
74,0.000804,0.00109,0.00107,,,,,,,,,,,,,,
79,0.000803,0.00108,0.00106,,,,,,,,,,,,,,
84,0.000798,0.00108,0.00107,,,,,,,,,,,,,,
89,0.000811,0.00110,0.00108,,,,,,,,,,,,,,
94,0.000821,0.00111,0.00110,,,,,,,,,,,,,,
99,0.000832,0.00111,0.00111,,,,,,,,,,,,,,
104,0.000824,0.00112,0.00111,,,,,,,,,,,,,,
109,0.000825,0.00111,0.00110,,,,,,,,,,,,,,
114,0.000825,0.00111,0.00110,,,,,,,,,,,,,,
119,0.000825,0.00110,0.00110,,,,,,,,,,,,,,
124,0.000829,0.00111,0.00110,,,,,,,,,,,,,,
129,0.000859,0.00111,0.00112,,,,,,,,,,,,,,
134,0.000936,0.00116,0.00117,,,,,,,,,,,,,,
139,0.000984,0.00121,0.00122,,,,,,,,,,,,,,
144,0.00101,0.00124,0.00124,,,,,,,,,,,,,,
149,0.00101,0.00124,0.00124,,,,,,,,,,,,,,
154,0.00101,0.00122,0.00123,,,,,,,,,,,,,,
159,0.00101,0.00122,0.00123,,,,,,,,,,,,,,
164,0.00102,0.00123,0.00123,,,,,,,,,,,,,,
169,0.00102,0.00123,0.00125,,,,,,,,,,,,,,
174,0.00103,0.00123,0.00126,,,,,,,,,,,,,,
179,0.00103,0.00123,0.00126,,,,,,,,,,,,,,
184,0.00103,0.00125,0.00126,,,,,,,,,,,,,,
189,0.00103,0.00125,0.00126,,,,,,,,,,,,,,
194,0.00102,0.00124,0.00125,,,,,,,,,,,,,,
199,0.00102,0.00123,0.00123,,,,,,,,,,,,,,
204,0.00102,0.00123,0.00124,,,,,,,,,,,,,,
209,0.00104,0.00124,0.00124,,,,,,,,,,,,,,
214,0.00104,0.00124,0.00125,,,,,,,,,,,,,,
219,0.00103,0.00123,0.00124,,,,,,,,,,,,,,
224,0.00103,0.00122,0.00124,,,,,,,,,,,,,,
229,0.00103,0.00122,0.00125,,,,,,,,,,,,,,
234,0.00104,0.00123,0.00126,,,,,,,,,,,,,,
239,0.00104,0.00124,0.00126,,,,,,,,,,,,,,
244,0.00104,0.00124,0.00125,,,,,,,,,,,,,,
249,0.00103,0.00124,0.00125,,,,,,,,,,,,,,
254,0.00103,0.00124,0.00126,,,,,,,,,,,,,,
259,0.00103,0.00124,0.00126,,,,,,,,,,,,,,
264,0.00103,0.00123,0.00125,,,,,,,,,,,,,,
269,0.00102,0.00124,0.00125,,,,,,,,,,,,,,
274,0.00103,0.00124,0.00126,,,,,,,,,,,,,,
279,0.00103,0.00125,0.00126,,,,,,,,,,,,,,
284,0.00102,0.00125,0.00126,,,,,,,,,,,,,,
289,0.00103,0.00124,0.00126,,,,,,,,,,,,,,
294,0.00104,0.00124,0.00126,,,,,,,,,,,,,,
299,0.00103,0.00124,0.00126,,,,,,,,,,,,,,
304,0.000996,0.00125,0.00126,,,,,,,,,,,,,,
309,0.000970,0.00123,0.00125,,,,,,,,,,,,,,
314,0.000931,0.00121,0.00123,,,,,,,,,,,,,,
