Time,orderer.dwntp.com:8443,peer0.org1.dwntp.com:9443,peer1.org1.dwntp.com:9443,peer10.org1.dwntp.com:9443,peer11.org1.dwntp.com:9443,peer12.org1.dwntp.com:9443,peer13.org1.dwntp.com:9443,peer14.org1.dwntp.com:9443,peer15.org1.dwntp.com:9443,peer2.org1.dwntp.com:9443,peer3.org1.dwntp.com:9443,peer4.org1.dwntp.com:9443,peer5.org1.dwntp.com:9443,peer6.org1.dwntp.com:9443,peer7.org1.dwntp.com:9443,peer8.org1.dwntp.com:9443,peer9.org1.dwntp.com:9443
2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
7,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
12,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
17,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
22,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
27,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
32,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
37,6,3,4,3,3,3,3,5,5,3,6,5,3,4,5,4,3
42,12,8,10,8,9,8,7,11,12,10,12,12,9,10,11,11,6
47,18,15,16,14,15,14,13,18,18,16,18,18,15,16,17,17,13
52,25,21,22,20,21,21,20,24,24,22,24,24,21,22,23,23,19
57,43,31,36,30,32,30,28,40,41,35,42,41,32,36,39,38,25
62,61,50,55,48,51,49,46,58,60,53,61,59,51,55,57,56,43
67,80,69,73,67,70,67,65,77,78,72,79,78,70,73,76,75,62
72,99,87,92,86,89,86,84,96,97,91,98,97,88,92,95,94,81
77,117,106,111,105,107,105,102,115,116,109,117,116,107,111,113,113,100
82,136,125,130,123,126,124,121,133,135,128,135,134,126,129,132,131,118
87,144,140,141,139,140,139,139,143,143,141,143,143,140,141,142,142,137
92,150,146,148,146,146,146,145,149,149,147,150,149,146,148,148,148,144
97,154,152,153,152,153,152,151,154,154,153,154,154,153,153,153,153,150
102,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154
107,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154
112,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154
117,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154
122,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154
127,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154
132,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154
137,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154
142,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154
147,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154
