Time,Enqueue Duration (s)
0,0.0000362
5,NaN
10,0.0000288
15,0.0000267
20,0.0000283
25,0.0000295
30,0.0000300
35,0.0000298
40,0.0000288
45,0.0000280
50,0.0000271
55,0.0000257
60,0.0000244
65,NaN
