Time,Block Storage Commit Latency (s),Block Storage Commit Latency (s),Block Storage Commit Latency (s),Block Storage Commit Latency (s),Block Storage Commit Latency (s),Block Storage Commit Latency (s),Block Storage Commit Latency (s),Block Storage Commit Latency (s),Block Storage Commit Latency (s),Block Storage Commit Latency (s),Block Storage Commit Latency (s),Block Storage Commit Latency (s),Block Storage Commit Latency (s),Block Storage Commit Latency (s),Block Storage Commit Latency (s),Block Storage Commit Latency (s),Block Storage Commit Latency (s)
4,NaN,NaN,NaN,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN,,
9,NaN,NaN,NaN,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN,,
14,NaN,NaN,NaN,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN,,
19,NaN,NaN,NaN,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN,,
24,NaN,NaN,NaN,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN,,
29,NaN,NaN,NaN,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN,,
34,NaN,NaN,NaN,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN,,
39,NaN,NaN,NaN,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN,,
44,NaN,NaN,NaN,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN,,
49,NaN,NaN,NaN,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN,,
54,NaN,NaN,NaN,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN,,
59,NaN,NaN,NaN,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN,,
64,NaN,NaN,NaN,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN,,
69,NaN,NaN,NaN,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN,,
74,NaN,NaN,NaN,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN,,
79,NaN,NaN,NaN,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN,,
84,NaN,NaN,NaN,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN,,
89,NaN,NaN,NaN,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN,,
94,NaN,NaN,NaN,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN,,
99,NaN,NaN,NaN,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN,,
104,NaN,NaN,NaN,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN,,
109,NaN,NaN,NaN,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN,,
114,NaN,NaN,NaN,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN,,
119,NaN,NaN,NaN,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN,,
124,NaN,NaN,NaN,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN,,
129,NaN,NaN,NaN,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN,,
134,NaN,NaN,NaN,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN,,
139,NaN,NaN,NaN,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN,,
144,NaN,NaN,NaN,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN,,
149,NaN,NaN,NaN,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN,,
154,NaN,NaN,NaN,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN,,
159,NaN,NaN,NaN,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN,,
164,NaN,NaN,NaN,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN,,
169,NaN,NaN,NaN,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN,,
174,NaN,NaN,NaN,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN,,
179,NaN,NaN,NaN,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN,,
184,NaN,NaN,NaN,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN,,
189,NaN,,NaN,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN,,
194,NaN,,NaN,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN,,
199,NaN,,NaN,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN,,
204,NaN,,NaN,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN,,
209,NaN,,NaN,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN,,
214,NaN,,NaN,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN,,
219,NaN,,NaN,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN,,
224,NaN,,NaN,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN,,
229,NaN,,NaN,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN,,
234,NaN,,NaN,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN,,
239,NaN,,NaN,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN,,
244,NaN,,NaN,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN,,
249,NaN,,NaN,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN,,
254,NaN,,NaN,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN,,
259,NaN,,NaN,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN,,
264,NaN,,NaN,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN,,
269,NaN,,NaN,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN,,
274,NaN,,NaN,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN,,
279,NaN,,NaN,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN,,
