Time,Block Storage Commit Latency (s),Block Storage Commit Latency (s),Block Storage Commit Latency (s),Block Storage Commit Latency (s),Block Storage Commit Latency (s),Block Storage Commit Latency (s),Block Storage Commit Latency (s),Block Storage Commit Latency (s),Block Storage Commit Latency (s),Block Storage Commit Latency (s),Block Storage Commit Latency (s),Block Storage Commit Latency (s),Block Storage Commit Latency (s),Block Storage Commit Latency (s),Block Storage Commit Latency (s),Block Storage Commit Latency (s),Block Storage Commit Latency (s)
2,0.000758,0.00148,0.00159,,,,,,,0.00139,0.00158,0.00158,0.00166,0.00158,0.00194,,
7,NaN,0.00131,NaN,,,,,,,NaN,NaN,NaN,0.00131,NaN,NaN,,
12,NaN,NaN,NaN,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN,,
17,0.000829,NaN,NaN,,,,,,,NaN,0.00145,0.00141,NaN,NaN,NaN,,
22,0.000832,0.00143,0.00138,,,,,,,0.00138,0.00143,0.00138,0.00143,0.00141,0.00140,,
27,0.000836,0.00140,0.00142,,,,,,,0.00140,0.00142,0.00142,0.00142,0.00143,0.00139,,
32,0.000831,0.00143,0.00144,,,,,,,0.00141,0.00144,0.00145,0.00143,0.00143,0.00142,,
37,0.000844,0.00143,0.00145,,,,,,,0.00143,0.00146,0.00147,0.00143,0.00146,0.00144,,
42,0.000834,0.00145,0.00145,,,,,,,0.00145,0.00147,0.00147,0.00144,0.00146,0.00147,,
47,0.000828,0.00146,0.00146,,,,,,,0.00146,0.00147,0.00148,0.00143,0.00148,0.00147,,
52,0.000817,0.00149,0.00146,,,,,,,0.00146,0.00145,0.00146,0.00146,0.00146,0.00147,,
57,0.000908,0.00149,0.00145,,,,,,,0.00145,0.00143,0.00146,0.00145,0.00144,0.00144,,
62,0.00105,0.00149,0.00141,,,,,,,0.00145,0.00141,0.00141,0.00148,0.00142,0.00141,,
67,0.00166,0.00142,0.00137,,,,,,,0.00145,0.00137,0.00138,0.00142,0.00136,0.00134,,
72,NaN,0.00130,0.00121,,,,,,,0.00135,0.00127,0.00127,0.00134,0.00120,0.00127,,
77,NaN,NaN,NaN,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN,,
82,NaN,NaN,NaN,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN,,
87,NaN,NaN,NaN,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN,,
