Time,node_exporter:9100,orderer.dwntp.com:8443,peer0.org1.dwntp.com:9443,peer1.org1.dwntp.com:9443,peer10.org1.dwntp.com:9443,peer11.org1.dwntp.com:9443,peer12.org1.dwntp.com:9443,peer13.org1.dwntp.com:9443,peer14.org1.dwntp.com:9443,peer15.org1.dwntp.com:9443,peer2.org1.dwntp.com:9443,peer3.org1.dwntp.com:9443,peer4.org1.dwntp.com:9443,peer5.org1.dwntp.com:9443,peer6.org1.dwntp.com:9443,peer7.org1.dwntp.com:9443,peer8.org1.dwntp.com:9443,peer9.org1.dwntp.com:9443
0,23891968,101847040,182943744,167268352,,,,,,,167022592,172355584,,,,,,
5,23998464,102502400,182943744,167268352,,,,,,,167022592,172355584,,,,,,
10,23670784,68268032,182943744,167268352,,,,,,,167022592,175763456,,,,,,
15,24846336,81682432,184254464,175030272,,,,,,,168464384,178262016,,,,,,
20,25108480,98988032,186970112,175132672,,,,,,,176979968,181547008,,,,,,
25,24576000,83615744,196112384,181424128,,,,,,,182550528,185032704,,,,,,
30,24264704,102846464,209809408,200581120,,,,,,,193974272,203780096,,,,,,
35,24788992,89673728,213454848,200712192,,,,,,,206852096,204685312,,,,,,
40,24788992,107548672,219578368,203952128,,,,,,,211030016,203403264,,,,,,
45,24055808,80965632,213397504,205877248,,,,,,,200974336,199610368,,,,,,
50,24449024,83161088,217690112,206008320,,,,,,,203071488,199610368,,,,,,
55,23871488,83161088,217690112,206008320,,,,,,,203464704,200265728,,,,,,
60,24657920,83816448,217690112,206663680,,,,,,,203464704,200921088,,,,,,
65,24039424,84471808,217690112,206663680,,,,,,,203464704,201576448,,,,,,
