Time,Block Storage Commit Latency (s),Block Storage Commit Latency (s),Block Storage Commit Latency (s),Block Storage Commit Latency (s),Block Storage Commit Latency (s),Block Storage Commit Latency (s),Block Storage Commit Latency (s),Block Storage Commit Latency (s),Block Storage Commit Latency (s),Block Storage Commit Latency (s),Block Storage Commit Latency (s),Block Storage Commit Latency (s),Block Storage Commit Latency (s),Block Storage Commit Latency (s),Block Storage Commit Latency (s),Block Storage Commit Latency (s),Block Storage Commit Latency (s)
5,0.00104,NaN,NaN,,,,,,,NaN,NaN,NaN,NaN,NaN,0.00106,,
10,0.000985,0.00134,0.00147,,,,,,,0.00133,0.00127,0.00135,0.00133,0.00139,0.00145,,
15,0.000985,0.00134,0.00147,,,,,,,0.00133,0.00127,0.00151,0.00133,0.00139,0.00139,,
20,0.000932,0.00134,0.00147,,,,,,,0.00133,0.00127,0.00151,0.00133,0.00139,0.00194,,
25,NaN,NaN,NaN,,,,,,,NaN,NaN,0.00166,NaN,NaN,NaN,,
30,NaN,NaN,NaN,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN,,
35,NaN,NaN,NaN,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN,,
40,NaN,NaN,NaN,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN,,
45,NaN,NaN,NaN,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN,,
50,0.000790,0.00110,NaN,,,,,,,0.00115,NaN,NaN,0.00120,0.00117,0.00139,,
55,0.000817,0.00141,0.00129,,,,,,,0.00127,0.00141,0.00132,0.00129,0.00137,0.00134,,
60,0.000805,0.00133,0.00132,,,,,,,0.00132,0.00130,0.00130,0.00133,0.00136,0.00134,,
65,0.000840,0.00139,0.00142,,,,,,,0.00137,0.00139,0.00138,0.00145,0.00141,0.00142,,
70,0.000849,0.00144,0.00146,,,,,,,0.00139,0.00144,0.00144,0.00149,0.00143,0.00143,,
75,0.000863,0.00145,0.00146,,,,,,,0.00140,0.00145,0.00144,0.00151,0.00143,0.00146,,
80,0.000870,0.00143,0.00143,,,,,,,0.00143,0.00143,0.00142,0.00147,0.00142,0.00143,,
85,0.000922,0.00141,0.00145,,,,,,,0.00146,0.00141,0.00140,0.00147,0.00142,0.00143,,
90,0.000942,0.00143,0.00145,,,,,,,0.00153,0.00147,0.00141,0.00150,0.00145,0.00145,,
95,0.000960,0.00145,0.00155,,,,,,,0.00156,0.00151,0.00149,0.00151,0.00146,0.00144,,
100,0.000791,0.00148,0.00155,,,,,,,0.00158,0.00159,0.00152,0.00158,0.00152,0.00146,,
105,0.000828,0.00147,0.00186,,,,,,,0.00141,0.00156,0.00169,0.00138,0.00137,0.00141,,
110,NaN,NaN,NaN,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN,,
115,NaN,NaN,NaN,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN,,
120,NaN,NaN,NaN,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN,,
125,NaN,NaN,NaN,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN,,
130,0.000786,0.00135,0.00138,,,,,,,0.00136,0.00141,NaN,0.00134,0.00136,0.00134,,
135,0.000778,0.00134,0.00132,,,,,,,0.00136,0.00133,0.00135,0.00133,0.00134,0.00133,,
140,0.000804,0.00134,0.00133,,,,,,,0.00137,0.00135,0.00132,0.00136,0.00134,0.00135,,
145,0.000811,0.00137,0.00135,,,,,,,0.00139,0.00137,0.00135,0.00137,0.00138,0.00137,,
150,0.000816,0.00138,0.00137,,,,,,,0.00139,0.00138,0.00136,0.00138,0.00139,0.00138,,
155,0.000813,0.00139,0.00138,,,,,,,0.00140,0.00137,0.00138,0.00138,0.00138,0.00137,,
160,0.000801,0.00138,0.00140,,,,,,,0.00140,0.00137,0.00139,0.00140,0.00138,0.00138,,
165,0.000933,0.00143,0.00141,,,,,,,0.00146,0.00138,0.00138,0.00146,0.00145,0.00144,,
170,0.00107,0.00147,0.00150,,,,,,,0.00148,0.00149,0.00145,0.00152,0.00151,0.00152,,
175,0.00142,0.00156,0.00156,,,,,,,0.00155,0.00159,0.00150,0.00159,0.00160,0.00162,,
180,0.00117,0.00143,0.00173,,,,,,,0.00137,0.00184,0.00169,0.00142,0.00144,0.00147,,
185,0.000735,0.00142,0.00145,,,,,,,0.00119,0.00161,0.00144,0.00118,0.00123,0.00123,,
190,NaN,NaN,NaN,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN,,
195,NaN,NaN,NaN,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN,,
200,NaN,NaN,NaN,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN,,
205,NaN,NaN,NaN,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN,,
210,0.000842,NaN,NaN,,,,,,,0.00157,NaN,NaN,0.00139,NaN,0.00159,,
215,0.000841,0.00153,0.00149,,,,,,,0.00145,0.00152,0.00157,0.00147,0.00149,0.00147,,
220,0.000828,0.00150,0.00148,,,,,,,0.00149,0.00148,0.00149,0.00147,0.00152,0.00149,,
225,0.000845,0.00153,0.00149,,,,,,,0.00154,0.00151,0.00151,0.00152,0.00153,0.00153,,
