Time,Cumulative (Received),Cumulative (Endorsed Successfully),Cumulative (Committed Successfully)
5626,67771,67770,69310
5631,70564,70564,72120
5636,73385,73385,74930
5641,76190,76189,77730
5646,78984,78984,80540
5651,81815,81814,83360
5656,84612,84610,86180
5661,87615,87612,89610
5666,91342,91338,93430
5671,95153,95152,97190
5676,98900,98892,100936
5681,102623,102615,104560
5686,106308,106305,108320
5691,110022,110002,112140
5696,113876,113870,115910
5701,117646,117638,119740
5706,121470,121460,123540
5711,125267,125253,127360
5716,129058,129051,131110
5721,132815,132804,134920
5726,136619,136589,138640
5731,140304,140301,142350
5736,144050,144043,146060
5741,147741,147739,149770
5746,151435,151420,153410
5751,155106,155101,157150
5756,158833,158830,160790
5761,162548,162531,164580
5766,166251,166244,168230
5771,169900,169889,171940
5776,173623,173622,175700
5781,177337,177329,179390
5786,181079,181070,183120
5791,184781,184779,186750
5796,188390,188378,190440
5801,192046,192046,194080
5806,195738,195733,197770
5811,199452,199424,201370
5816,203037,203029,204980
5821,206609,206592,208530
5826,210096,210086,212100
5831,213777,213770,215780
5836,217288,217285,218540
5841,218932,218932,218907
5846,218932,218932,218907
5851,218932,218932,218907
5856,218932,218932,218907
5861,218932,218932,218907
5866,218932,218932,218907
5871,218932,218932,218907
5876,219598,219597,220720
5881,221432,221432,221407
5886,221432,221432,221407
5891,222399,222398,223883
5896,225437,225435,227353
5901,228322,228321,228903
5906,228932,228932,228907
5911,228932,228932,228907
5916,228932,228932,228907
5921,228932,228932,228907
5926,228932,228932,228907
5931,228932,228932,228907
5936,228932,228932,228907
5941,228942,228932,228907
5946,228955,228932,228907
5951,228968,228933,228907
5956,228995,228936,228907
5961,229047,228938,228907
5966,229099,228939,228907
5971,229153,228940,228907
5976,229206,228940,228907
5981,229260,228940,228907
5986,229316,228940,228907
5991,229374,228940,228907
5996,229431,228940,228907
6001,229492,228940,228907
6006,229553,228940,228907
6011,229614,228940,228907
6016,229675,228940,228907
6021,229740,228940,228907
6026,229807,228940,228907
6031,229873,228940,228907
6036,229942,228940,228907
6041,230012,228940,228907
6046,230085,228940,228907
6051,230157,228940,228907
