Time,orderer.dwntp.com:8443,peer0.org1.dwntp.com:9443,peer1.org1.dwntp.com:9443,peer10.org1.dwntp.com:9443,peer11.org1.dwntp.com:9443,peer12.org1.dwntp.com:9443,peer13.org1.dwntp.com:9443,peer14.org1.dwntp.com:9443,peer15.org1.dwntp.com:9443,peer2.org1.dwntp.com:9443,peer3.org1.dwntp.com:9443,peer4.org1.dwntp.com:9443,peer5.org1.dwntp.com:9443,peer6.org1.dwntp.com:9443,peer7.org1.dwntp.com:9443,peer8.org1.dwntp.com:9443,peer9.org1.dwntp.com:9443
3636,4.78 K,4.61 K,4.68 K,,,,,,,,,,,,,,
3641,5.06 K,4.89 K,4.96 K,,,,,,,,,,,,,,
3646,5.34 K,5.17 K,5.24 K,,,,,,,,,,,,,,
3651,5.62 K,5.45 K,5.52 K,,,,,,,,,,,,,,
3656,5.90 K,5.73 K,5.80 K,,,,,,,,,,,,,,
3661,6.17 K,6.00 K,6.08 K,,,,,,,,,,,,,,
3666,6.45 K,6.28 K,6.36 K,,,,,,,,,,,,,,
3671,6.73 K,6.56 K,6.63 K,,,,,,,,,,,,,,
3676,7.05 K,6.85 K,6.93 K,,,,,,,,,,,,,,
3681,7.37 K,7.17 K,7.25 K,,,,,,,,,,,,,,
3686,7.69 K,7.49 K,7.58 K,,,,,,,,,,,,,,
3691,8.01 K,7.81 K,7.90 K,,,,,,,,,,,,,,
3696,8.33 K,8.13 K,8.22 K,,,,,,,,,,,,,,
3701,8.65 K,8.46 K,8.54 K,,,,,,,,,,,,,,
3706,8.97 K,8.78 K,8.86 K,,,,,,,,,,,,,,
3711,9.29 K,9.10 K,9.18 K,,,,,,,,,,,,,,
3716,9.74 K,9.43 K,9.56 K,,,,,,,,,,,,,,
3721,10.3 K,9.95 K,10.1 K,,,,,,,,,,,,,,
3726,10.8 K,10.5 K,10.6 K,,,,,,,,,,,,,,
3731,11.4 K,11.0 K,11.2 K,,,,,,,,,,,,,,
3736,11.9 K,11.6 K,11.7 K,,,,,,,,,,,,,,
3741,12.4 K,12.1 K,12.2 K,,,,,,,,,,,,,,
3746,13.0 K,12.7 K,12.8 K,,,,,,,,,,,,,,
3751,13.5 K,13.2 K,13.3 K,,,,,,,,,,,,,,
3756,14.1 K,13.7 K,13.9 K,,,,,,,,,,,,,,
3761,14.6 K,14.3 K,14.4 K,,,,,,,,,,,,,,
3766,15.2 K,14.8 K,15.0 K,,,,,,,,,,,,,,
3771,15.7 K,15.4 K,15.5 K,,,,,,,,,,,,,,
3776,16.2 K,15.9 K,16.0 K,,,,,,,,,,,,,,
3781,16.8 K,16.4 K,16.6 K,,,,,,,,,,,,,,
3786,17.3 K,17.0 K,17.1 K,,,,,,,,,,,,,,
3791,17.9 K,17.5 K,17.7 K,,,,,,,,,,,,,,
3796,18.4 K,18.1 K,18.2 K,,,,,,,,,,,,,,
3801,18.9 K,18.6 K,18.8 K,,,,,,,,,,,,,,
3806,19.5 K,19.2 K,19.3 K,,,,,,,,,,,,,,
3811,20.0 K,19.7 K,19.8 K,,,,,,,,,,,,,,
3816,20.6 K,20.2 K,20.4 K,,,,,,,,,,,,,,
3821,21.1 K,20.8 K,20.9 K,,,,,,,,,,,,,,
3826,21.7 K,21.3 K,21.5 K,,,,,,,,,,,,,,
3831,22.2 K,21.9 K,22.0 K,,,,,,,,,,,,,,
3836,22.7 K,22.4 K,22.6 K,,,,,,,,,,,,,,
3841,23.3 K,23.0 K,23.1 K,,,,,,,,,,,,,,
3846,23.8 K,23.5 K,23.6 K,,,,,,,,,,,,,,
3851,24.4 K,24.0 K,24.2 K,,,,,,,,,,,,,,
3856,24.9 K,24.6 K,24.7 K,,,,,,,,,,,,,,
3861,25.5 K,25.1 K,25.3 K,,,,,,,,,,,,,,
3866,26 K,25.7 K,25.8 K,,,,,,,,,,,,,,
3871,26.5 K,26.2 K,26.4 K,,,,,,,,,,,,,,
3876,27.1 K,26.8 K,26.9 K,,,,,,,,,,,,,,
3881,27.6 K,27.3 K,27.4 K,,,,,,,,,,,,,,
3886,28.2 K,27.8 K,28.0 K,,,,,,,,,,,,,,
3891,28.5 K,28.4 K,28.4 K,,,,,,,,,,,,,,
3896,28.5 K,28.5 K,28.5 K,,,,,,,,,,,,,,
3901,28.5 K,28.5 K,28.5 K,,,,,,,,,,,,,,
3906,28.5 K,28.5 K,28.5 K,,,,,,,,,,,,,,
3911,28.6 K,28.5 K,28.5 K,,,,,,,,,,,,,,
3916,29.1 K,28.8 K,28.9 K,,,,,,,,,,,,,,
3921,29.5 K,29.3 K,29.5 K,,,,,,,,,,,,,,
3926,29.5 K,29.5 K,29.5 K,,,,,,,,,,,,,,
3931,29.5 K,29.5 K,29.5 K,,,,,,,,,,,,,,
3936,29.5 K,29.5 K,29.5 K,,,,,,,,,,,,,,
3941,29.5 K,29.5 K,29.5 K,,,,,,,,,,,,,,
3946,29.5 K,29.5 K,29.5 K,,,,,,,,,,,,,,
3951,29.5 K,29.5 K,29.5 K,,,,,,,,,,,,,,
3956,29.5 K,29.5 K,29.5 K,,,,,,,,,,,,,,
3961,29.5 K,29.5 K,29.5 K,,,,,,,,,,,,,,
3966,29.5 K,29.5 K,29.5 K,,,,,,,,,,,,,,
3971,29.5 K,29.5 K,29.5 K,,,,,,,,,,,,,,
3976,29.5 K,29.5 K,29.5 K,,,,,,,,,,,,,,
3981,29.5 K,29.5 K,29.5 K,,,,,,,,,,,,,,
3986,29.5 K,29.5 K,29.5 K,,,,,,,,,,,,,,
3991,29.5 K,29.5 K,29.5 K,,,,,,,,,,,,,,
3996,29.5 K,29.5 K,29.5 K,,,,,,,,,,,,,,
4001,29.5 K,29.5 K,29.5 K,,,,,,,,,,,,,,
4006,29.5 K,29.5 K,29.5 K,,,,,,,,,,,,,,
4011,29.5 K,29.5 K,29.5 K,,,,,,,,,,,,,,
4016,29.5 K,29.5 K,29.5 K,,,,,,,,,,,,,,
4021,29.5 K,29.5 K,29.5 K,,,,,,,,,,,,,,
4026,29.5 K,29.5 K,29.5 K,,,,,,,,,,,,,,
4031,29.5 K,29.5 K,29.5 K,,,,,,,,,,,,,,
4036,29.5 K,29.5 K,29.5 K,,,,,,,,,,,,,,
4041,29.5 K,29.5 K,29.5 K,,,,,,,,,,,,,,
4046,29.5 K,29.5 K,29.5 K,,,,,,,,,,,,,,
4051,29.5 K,29.5 K,29.5 K,,,,,,,,,,,,,,
4056,29.5 K,29.5 K,29.5 K,,,,,,,,,,,,,,
4061,29.5 K,29.5 K,29.5 K,,,,,,,,,,,,,,
4066,29.5 K,29.5 K,29.5 K,,,,,,,,,,,,,,
4071,29.5 K,29.5 K,29.5 K,,,,,,,,,,,,,,
4076,29.5 K,29.5 K,29.5 K,,,,,,,,,,,,,,
4081,29.5 K,29.5 K,29.5 K,,,,,,,,,,,,,,
4086,29.5 K,29.5 K,29.5 K,,,,,,,,,,,,,,
4091,29.5 K,29.5 K,29.5 K,,,,,,,,,,,,,,
4096,29.5 K,29.5 K,29.5 K,,,,,,,,,,,,,,
4101,29.5 K,29.5 K,29.5 K,,,,,,,,,,,,,,
4106,29.5 K,29.5 K,29.5 K,,,,,,,,,,,,,,
4111,29.5 K,29.5 K,29.5 K,,,,,,,,,,,,,,
4116,29.5 K,29.5 K,29.5 K,,,,,,,,,,,,,,
4121,29.5 K,29.5 K,29.5 K,,,,,,,,,,,,,,
4126,29.5 K,29.5 K,29.5 K,,,,,,,,,,,,,,
4131,29.5 K,29.5 K,29.5 K,,,,,,,,,,,,,,
4136,29.5 K,29.5 K,29.5 K,,,,,,,,,,,,,,
4141,29.5 K,29.5 K,29.5 K,,,,,,,,,,,,,,
4146,29.5 K,29.5 K,29.5 K,,,,,,,,,,,,,,
4151,29.5 K,29.5 K,29.5 K,,,,,,,,,,,,,,
4156,29.5 K,29.5 K,29.5 K,,,,,,,,,,,,,,
4161,29.5 K,29.5 K,29.5 K,,,,,,,,,,,,,,
4166,29.5 K,29.5 K,29.5 K,,,,,,,,,,,,,,
4171,29.5 K,29.5 K,29.5 K,,,,,,,,,,,,,,
4176,29.5 K,29.5 K,29.5 K,,,,,,,,,,,,,,
4181,29.5 K,29.5 K,29.5 K,,,,,,,,,,,,,,
4186,29.5 K,29.5 K,29.5 K,,,,,,,,,,,,,,
4191,29.5 K,29.5 K,29.5 K,,,,,,,,,,,,,,
4196,29.5 K,29.5 K,29.5 K,,,,,,,,,,,,,,
4201,29.5 K,29.5 K,29.5 K,,,,,,,,,,,,,,
4206,29.5 K,29.5 K,29.5 K,,,,,,,,,,,,,,
4211,29.5 K,29.5 K,29.5 K,,,,,,,,,,,,,,
4216,29.5 K,29.5 K,29.5 K,,,,,,,,,,,,,,
4221,29.5 K,29.5 K,29.5 K,,,,,,,,,,,,,,
4226,29.5 K,29.5 K,29.5 K,,,,,,,,,,,,,,
4231,29.5 K,29.5 K,29.5 K,,,,,,,,,,,,,,
4236,29.5 K,29.5 K,29.5 K,,,,,,,,,,,,,,
4241,29.5 K,29.5 K,29.5 K,,,,,,,,,,,,,,
4246,29.5 K,29.5 K,29.5 K,,,,,,,,,,,,,,
4251,29.5 K,29.5 K,29.5 K,,,,,,,,,,,,,,
4256,29.5 K,29.5 K,29.5 K,,,,,,,,,,,,,,
4261,29.5 K,29.5 K,29.5 K,,,,,,,,,,,,,,
4266,29.5 K,29.5 K,29.5 K,,,,,,,,,,,,,,
4271,29.5 K,29.5 K,29.5 K,,,,,,,,,,,,,,
4276,29.5 K,29.5 K,29.5 K,,,,,,,,,,,,,,
4281,29.5 K,29.5 K,29.5 K,,,,,,,,,,,,,,
4286,29.5 K,29.5 K,29.5 K,,,,,,,,,,,,,,
4291,,29.5 K,29.5 K,,,,,,,,,,,,,,
4306,1,,,,,,,,,,1,,,,,,
4311,1,1,1,,,,,,,1,1,,,,,,
4316,3,1,2,,,,,,,2,3,,,,,,
4321,3,3,3,,,,,,,3,3,,,,,,
4326,3,3,3,,,,,,,3,3,,,,,,
4331,3,3,3,,,,,,,3,3,,,,,,
4336,7,3,3,,,,,,,3,6,,,,,,
4341,24,12,17,,,,,,,16,23,,,,,,
4346,49,34,41,,,,,,,39,48,,,,,,
4351,74,59,65,,,,,,,64,73,,,,,,
4356,99,84,91,,,,,,,89,98,,,,,,
4361,124,109,115,,,,,,,114,123,,,,,,
4366,146,134,141,,,,,,,139,145,,,,,,
4371,153,150,151,,,,,,,151,153,,,,,,
4376,154,154,154,,,,,,,154,154,,,,,,
4381,154,154,154,,,,,,,154,154,,,,,,
4386,154,154,154,,,,,,,154,154,,,,,,
4391,154,154,154,,,,,,,154,154,,,,,,
4396,181,156,164,,,,,,,162,177,,,,,,
4401,290,218,247,,,,,,,238,285,,,,,,
4406,416,340,372,,,,,,,363,410,,,,,,
4411,541,465,497,,,,,,,488,535,,,,,,
4416,666,590,622,,,,,,,613,660,,,,,,
4421,790,715,747,,,,,,,738,785,,,,,,
4426,888,837,861,,,,,,,854,887,,,,,,
4431,905,900,904,,,,,,,904,905,,,,,,
4436,905,905,905,,,,,,,905,905,,,,,,
4441,905,905,905,,,,,,,905,905,,,,,,
4446,905,905,905,,,,,,,905,905,,,,,,
4451,946,906,922,,,,,,,918,941,,,,,,
4456,1.07 K,995,1.03 K,,,,,,,1.02 K,1.07 K,,,,,,
4461,1.30 K,1.15 K,1.21 K,,,,,,,1.19 K,1.29 K,,,,,,
4466,1.55 K,1.40 K,1.46 K,,,,,,,1.44 K,1.54 K,,,,,,
4471,1.80 K,1.65 K,1.71 K,,,,,,,1.69 K,1.79 K,,,,,,
4476,2.05 K,1.90 K,1.96 K,,,,,,,1.94 K,2.04 K,,,,,,
4481,2.26 K,2.15 K,2.19 K,,,,,,,2.18 K,2.25 K,,,,,,
4486,2.38 K,2.31 K,2.34 K,,,,,,,2.33 K,2.38 K,,,,,,
4491,2.41 K,2.40 K,2.41 K,,,,,,,2.41 K,2.41 K,,,,,,
4496,2.41 K,2.41 K,2.41 K,,,,,,,2.41 K,2.41 K,,,,,,
4501,2.41 K,2.41 K,2.41 K,,,,,,,2.41 K,2.41 K,,,,,,
4506,2.41 K,2.41 K,2.41 K,,,,,,,2.41 K,2.41 K,,,,,,
4511,2.41 K,2.41 K,2.41 K,,,,,,,2.41 K,2.41 K,,,,,,
4516,2.54 K,2.43 K,2.48 K,,,,,,,2.47 K,2.54 K,,,,,,
4521,2.76 K,2.61 K,2.67 K,,,,,,,2.66 K,2.75 K,,,,,,
4526,3.00 K,2.85 K,2.91 K,,,,,,,2.90 K,2.99 K,,,,,,
4531,3.24 K,3.09 K,3.15 K,,,,,,,3.14 K,3.23 K,,,,,,
4536,3.48 K,3.33 K,3.40 K,,,,,,,3.38 K,3.47 K,,,,,,
4541,3.72 K,3.57 K,3.64 K,,,,,,,3.62 K,3.71 K,,,,,,
4546,3.96 K,3.82 K,3.88 K,,,,,,,3.86 K,3.95 K,,,,,,
4551,4.20 K,4.06 K,4.12 K,,,,,,,4.10 K,4.19 K,,,,,,
4556,4.45 K,4.30 K,4.36 K,,,,,,,4.34 K,4.44 K,,,,,,
4561,4.72 K,4.56 K,4.63 K,,,,,,,4.61 K,4.71 K,,,,,,
4566,4.99 K,4.83 K,4.90 K,,,,,,,4.88 K,4.98 K,,,,,,
4571,5.26 K,5.10 K,5.17 K,,,,,,,5.15 K,5.25 K,,,,,,
4576,5.54 K,5.37 K,5.44 K,,,,,,,5.42 K,5.52 K,,,,,,
4581,5.81 K,5.64 K,5.71 K,,,,,,,5.69 K,5.80 K,,,,,,
4586,6.08 K,5.91 K,5.98 K,,,,,,,5.96 K,6.07 K,,,,,,
4591,6.35 K,6.19 K,6.26 K,,,,,,,6.24 K,6.34 K,,,,,,
4596,6.63 K,6.46 K,6.53 K,,,,,,,6.51 K,6.61 K,,,,,,
4601,6.92 K,6.74 K,6.82 K,,,,,,,6.80 K,6.91 K,,,,,,
4606,7.23 K,7.05 K,7.12 K,,,,,,,7.10 K,7.22 K,,,,,,
4611,7.54 K,7.35 K,7.43 K,,,,,,,7.41 K,7.53 K,,,,,,
4616,7.85 K,7.66 K,7.74 K,,,,,,,7.72 K,7.84 K,,,,,,
4621,8.16 K,7.97 K,8.05 K,,,,,,,8.03 K,8.15 K,,,,,,
4626,8.47 K,8.29 K,8.36 K,,,,,,,8.34 K,8.46 K,,,,,,
4631,8.78 K,8.59 K,8.67 K,,,,,,,8.65 K,8.77 K,,,,,,
4636,9.09 K,8.90 K,8.98 K,,,,,,,8.96 K,9.08 K,,,,,,
4641,9.51 K,9.23 K,9.35 K,,,,,,,9.31 K,9.49 K,,,,,,
4646,9.98 K,9.69 K,9.81 K,,,,,,,9.77 K,9.96 K,,,,,,
4651,10.5 K,10.2 K,10.3 K,,,,,,,10.3 K,10.4 K,,,,,,
4656,11.0 K,10.7 K,10.8 K,,,,,,,10.7 K,10.9 K,,,,,,
4661,11.4 K,11.1 K,11.3 K,,,,,,,11.2 K,11.4 K,,,,,,
4666,11.9 K,11.6 K,11.8 K,,,,,,,11.7 K,11.9 K,,,,,,
4671,12.4 K,12.1 K,12.2 K,,,,,,,12.2 K,12.4 K,,,,,,
4676,12.9 K,12.6 K,12.7 K,,,,,,,12.7 K,12.9 K,,,,,,
4681,13.4 K,13.1 K,13.2 K,,,,,,,13.2 K,13.4 K,,,,,,
4686,13.9 K,13.6 K,13.7 K,,,,,,,13.7 K,13.9 K,,,,,,
4691,14.4 K,14.1 K,14.2 K,,,,,,,14.2 K,14.4 K,,,,,,
4696,14.9 K,14.6 K,14.7 K,,,,,,,14.7 K,14.8 K,,,,,,
4701,15.3 K,15.1 K,15.2 K,,,,,,,15.1 K,15.3 K,,,,,,
4706,15.8 K,15.5 K,15.7 K,,,,,,,15.6 K,15.8 K,,,,,,
4711,16.3 K,16.0 K,16.1 K,,,,,,,16.1 K,16.3 K,,,,,,
4716,16.8 K,16.5 K,16.6 K,,,,,,,16.6 K,16.8 K,,,,,,
4721,17.3 K,17.0 K,17.1 K,,,,,,,17.1 K,17.3 K,,,,,,
4726,17.8 K,17.5 K,17.6 K,,,,,,,17.6 K,17.8 K,,,,,,
4731,18.3 K,18.0 K,18.1 K,,,,,,,18.1 K,18.2 K,,,,,,
4736,18.7 K,18.5 K,18.6 K,,,,,,,18.5 K,18.7 K,,,,,,
4741,19.2 K,18.9 K,19.1 K,,,,,,,19.0 K,19.2 K,,,,,,
4746,19.7 K,19.4 K,19.6 K,,,,,,,19.5 K,19.7 K,,,,,,
4751,20.2 K,19.9 K,20.0 K,,,,,,,20.0 K,20.2 K,,,,,,
4756,20.7 K,20.4 K,20.5 K,,,,,,,20.5 K,20.7 K,,,,,,
4761,21.2 K,20.9 K,21.0 K,,,,,,,21.0 K,21.2 K,,,,,,
4766,21.7 K,21.4 K,21.5 K,,,,,,,21.5 K,21.6 K,,,,,,
4771,22.2 K,21.9 K,22.0 K,,,,,,,22.0 K,22.1 K,,,,,,
4776,22.7 K,22.4 K,22.5 K,,,,,,,22.4 K,22.6 K,,,,,,
4781,23.1 K,22.9 K,23.0 K,,,,,,,22.9 K,23.1 K,,,,,,
4786,23.6 K,23.3 K,23.5 K,,,,,,,23.4 K,23.6 K,,,,,,
4791,24.1 K,23.8 K,23.9 K,,,,,,,23.9 K,24.1 K,,,,,,
4796,24.6 K,24.3 K,24.4 K,,,,,,,24.4 K,24.6 K,,,,,,
4801,25.1 K,24.8 K,24.9 K,,,,,,,24.9 K,25.1 K,,,,,,
4806,25.6 K,25.3 K,25.4 K,,,,,,,25.4 K,25.6 K,,,,,,
4811,26.1 K,25.8 K,25.9 K,,,,,,,25.9 K,26.1 K,,,,,,
4816,26.4 K,26.2 K,26.3 K,,,,,,,26.3 K,26.4 K,,,,,,
4821,26.5 K,26.5 K,26.5 K,,,,,,,26.5 K,26.5 K,,,,,,
4826,26.5 K,26.5 K,26.5 K,,,,,,,26.5 K,26.5 K,,,,,,
4831,26.5 K,26.5 K,26.5 K,,,,,,,26.5 K,26.5 K,,,,,,
4836,26.5 K,26.5 K,26.5 K,,,,,,,26.5 K,26.5 K,,,,,,
4841,26.5 K,26.5 K,26.5 K,,,,,,,26.5 K,26.5 K,,,,,,
4846,26.9 K,26.6 K,26.7 K,,,,,,,26.7 K,26.8 K,,,,,,
4851,27.3 K,27.1 K,27.2 K,,,,,,,27.1 K,27.3 K,,,,,,
4856,27.5 K,27.4 K,27.5 K,,,,,,,27.5 K,27.5 K,,,,,,
4861,27.5 K,27.5 K,27.5 K,,,,,,,27.5 K,27.5 K,,,,,,
4866,27.5 K,27.5 K,27.5 K,,,,,,,27.5 K,27.5 K,,,,,,
4871,27.5 K,27.5 K,27.5 K,,,,,,,27.5 K,27.5 K,,,,,,
4876,27.5 K,27.5 K,27.5 K,,,,,,,27.5 K,27.5 K,,,,,,
4881,27.5 K,27.5 K,27.5 K,,,,,,,27.5 K,27.5 K,,,,,,
4886,27.5 K,27.5 K,27.5 K,,,,,,,27.5 K,27.5 K,,,,,,
4891,27.5 K,27.5 K,27.5 K,,,,,,,27.5 K,27.5 K,,,,,,
4896,27.5 K,27.5 K,27.5 K,,,,,,,27.5 K,27.5 K,,,,,,
4901,27.5 K,27.5 K,27.5 K,,,,,,,27.5 K,27.5 K,,,,,,
4906,27.5 K,27.5 K,27.5 K,,,,,,,27.5 K,27.5 K,,,,,,
4911,27.5 K,27.5 K,27.5 K,,,,,,,27.5 K,27.5 K,,,,,,
4916,27.5 K,27.5 K,27.5 K,,,,,,,27.5 K,27.5 K,,,,,,
4921,27.5 K,27.5 K,27.5 K,,,,,,,27.5 K,27.5 K,,,,,,
4926,27.5 K,27.5 K,27.5 K,,,,,,,27.5 K,27.5 K,,,,,,
4931,27.5 K,27.5 K,27.5 K,,,,,,,27.5 K,27.5 K,,,,,,
4936,27.5 K,27.5 K,27.5 K,,,,,,,27.5 K,27.5 K,,,,,,
4941,27.5 K,27.5 K,27.5 K,,,,,,,27.5 K,27.5 K,,,,,,
4946,27.5 K,27.5 K,27.5 K,,,,,,,27.5 K,27.5 K,,,,,,
4951,27.5 K,27.5 K,27.5 K,,,,,,,27.5 K,27.5 K,,,,,,
4956,27.5 K,27.5 K,27.5 K,,,,,,,27.5 K,27.5 K,,,,,,
4961,27.5 K,27.5 K,27.5 K,,,,,,,27.5 K,27.5 K,,,,,,
4966,27.5 K,27.5 K,27.5 K,,,,,,,27.5 K,27.5 K,,,,,,
4971,27.5 K,27.5 K,27.5 K,,,,,,,27.5 K,27.5 K,,,,,,
4976,27.5 K,27.5 K,27.5 K,,,,,,,27.5 K,27.5 K,,,,,,
4981,27.5 K,27.5 K,27.5 K,,,,,,,27.5 K,27.5 K,,,,,,
4986,27.5 K,27.5 K,27.5 K,,,,,,,27.5 K,27.5 K,,,,,,
4991,27.5 K,27.5 K,27.5 K,,,,,,,27.5 K,27.5 K,,,,,,
4996,27.5 K,27.5 K,27.5 K,,,,,,,27.5 K,27.5 K,,,,,,
5001,27.5 K,27.5 K,27.5 K,,,,,,,27.5 K,27.5 K,,,,,,
5006,27.5 K,27.5 K,27.5 K,,,,,,,27.5 K,27.5 K,,,,,,
5011,27.5 K,27.5 K,27.5 K,,,,,,,27.5 K,27.5 K,,,,,,
5016,27.5 K,27.5 K,27.5 K,,,,,,,27.5 K,27.5 K,,,,,,
5021,27.5 K,27.5 K,27.5 K,,,,,,,27.5 K,27.5 K,,,,,,
5026,27.5 K,27.5 K,27.5 K,,,,,,,27.5 K,27.5 K,,,,,,
5031,27.5 K,27.5 K,27.5 K,,,,,,,27.5 K,27.5 K,,,,,,
5036,27.5 K,27.5 K,27.5 K,,,,,,,27.5 K,27.5 K,,,,,,
5041,27.5 K,27.5 K,27.5 K,,,,,,,27.5 K,27.5 K,,,,,,
5046,27.5 K,27.5 K,27.5 K,,,,,,,27.5 K,27.5 K,,,,,,
5051,27.5 K,27.5 K,27.5 K,,,,,,,27.5 K,27.5 K,,,,,,
5056,27.5 K,27.5 K,27.5 K,,,,,,,27.5 K,27.5 K,,,,,,
5061,27.5 K,27.5 K,27.5 K,,,,,,,27.5 K,27.5 K,,,,,,
5066,27.5 K,27.5 K,27.5 K,,,,,,,27.5 K,27.5 K,,,,,,
5071,27.5 K,27.5 K,27.5 K,,,,,,,27.5 K,27.5 K,,,,,,
5076,27.5 K,27.5 K,27.5 K,,,,,,,27.5 K,27.5 K,,,,,,
5081,27.5 K,27.5 K,27.5 K,,,,,,,27.5 K,27.5 K,,,,,,
5086,27.5 K,27.5 K,27.5 K,,,,,,,27.5 K,27.5 K,,,,,,
5091,27.5 K,27.5 K,27.5 K,,,,,,,27.5 K,27.5 K,,,,,,
5096,27.5 K,27.5 K,27.5 K,,,,,,,27.5 K,27.5 K,,,,,,
5101,27.5 K,27.5 K,27.5 K,,,,,,,27.5 K,27.5 K,,,,,,
5106,27.5 K,27.5 K,27.5 K,,,,,,,27.5 K,27.5 K,,,,,,
5111,27.5 K,27.5 K,27.5 K,,,,,,,27.5 K,27.5 K,,,,,,
5116,27.5 K,27.5 K,27.5 K,,,,,,,27.5 K,27.5 K,,,,,,
5121,27.5 K,27.5 K,27.5 K,,,,,,,27.5 K,27.5 K,,,,,,
5126,27.5 K,27.5 K,27.5 K,,,,,,,27.5 K,27.5 K,,,,,,
5131,27.5 K,27.5 K,27.5 K,,,,,,,27.5 K,27.5 K,,,,,,
5136,27.5 K,27.5 K,27.5 K,,,,,,,27.5 K,27.5 K,,,,,,
5141,27.5 K,27.5 K,27.5 K,,,,,,,27.5 K,27.5 K,,,,,,
5146,27.5 K,27.5 K,27.5 K,,,,,,,27.5 K,27.5 K,,,,,,
5151,27.5 K,27.5 K,27.5 K,,,,,,,27.5 K,27.5 K,,,,,,
5156,27.5 K,27.5 K,27.5 K,,,,,,,27.5 K,27.5 K,,,,,,
5161,27.5 K,27.5 K,27.5 K,,,,,,,27.5 K,27.5 K,,,,,,
5166,27.5 K,27.5 K,27.5 K,,,,,,,27.5 K,27.5 K,,,,,,
5171,27.5 K,27.5 K,27.5 K,,,,,,,27.5 K,27.5 K,,,,,,
5176,27.5 K,27.5 K,27.5 K,,,,,,,27.5 K,27.5 K,,,,,,
5181,27.5 K,27.5 K,27.5 K,,,,,,,27.5 K,27.5 K,,,,,,
5186,27.5 K,27.5 K,27.5 K,,,,,,,27.5 K,27.5 K,,,,,,
5191,27.5 K,27.5 K,27.5 K,,,,,,,27.5 K,27.5 K,,,,,,
5196,27.5 K,27.5 K,27.5 K,,,,,,,27.5 K,27.5 K,,,,,,
5201,27.5 K,27.5 K,27.5 K,,,,,,,27.5 K,27.5 K,,,,,,
5206,27.5 K,27.5 K,27.5 K,,,,,,,27.5 K,27.5 K,,,,,,
5211,27.5 K,27.5 K,27.5 K,,,,,,,27.5 K,27.5 K,,,,,,
5216,27.5 K,27.5 K,27.5 K,,,,,,,27.5 K,27.5 K,,,,,,
