Time,Cumulative (Received),Cumulative (Endorsed Successfully),Cumulative (Committed Successfully)
1,168259,168259,168210
6,168259,168259,168210
11,168259,168259,168210
16,168259,168259,168210
21,168259,168259,168210
26,168259,168259,168210
31,168259,168259,168210
36,168259,168259,168210
41,168259,168259,168210
46,168259,168259,168210
51,168271,168259,168210
56,168284,168259,168210
61,168297,168261,168210
66,168310,168264,168210
71,168334,168266,168210
76,168361,168268,168210
81,168404,168270,168210
86,168457,168270,168210
91,168510,168270,168210
96,168565,168270,168210
101,168622,168270,168210
106,168677,168270,168210
111,168735,168270,168210
116,168794,168270,168210
121,168854,168270,168210
126,168916,168270,168210
131,168978,168270,168210
136,169041,168270,168210
141,169107,168270,168210
146,169172,168270,168210
151,169241,168270,168210
156,169310,168270,168210
161,169381,168270,168210
166,169455,168270,168210
171,169530,168270,168210
176,169607,168270,168210
181,169686,168270,168210
186,169766,168270,168210
191,169851,168270,168210
196,169935,168270,168210
201,170024,168270,168210
206,170114,168270,168210
211,170207,168270,168210
216,170305,168270,168210
221,170404,168270,168210
226,170506,168270,168210
231,170615,168270,168210
236,170725,168270,168210
241,170840,168270,168210
246,170959,168270,168210
251,171084,168270,168210
256,171214,168270,168210
261,171350,168270,168210
266,171493,168270,168210
271,171642,168270,168210
276,171799,168270,168210
281,171966,168270,168210
286,172142,168270,168210
291,172331,168270,168210
296,172531,168270,168210
301,172745,168270,168210
306,172978,168270,168210
311,173233,168270,168210
316,173511,168270,168210
321,173822,168270,168210
326,174172,168270,168210
331,174575,168270,168210
336,175059,168270,168210
341,175670,168270,168210
346,45,45,168210
351,45,45,168210
356,45,45,168210
361,45,45,168210
366,45,45,168210
371,45,45,168210
376,45,45,168210
381,45,45,168210
386,45,45,168210
391,45,45,168210
