Time,Endorsement Failures,Orderer Broadcast Errors,MVCC Conflicts
3,0,0,0
8,0,0,0
13,0,0,0
18,0,0,0
23,0,0,0
28,0,0,0
33,0,0,0
38,0,0,0
43,0,0,0
48,0,0,0
53,0,0,0
58,0,0,0
63,0,0,0
68,0,0,0
73,0,0,0
78,0,0,0
83,0,0,0
88,0,0,0
93,0,0,0
98,0,0,0
103,0,0,0
108,0,0,0
113,0,0,0
118,0,0,0
