"Time","node_exporter CPU Usage","fabric-orderer CPU Usage","fabric-peers CPU Usage","fabric-peers CPU Usage","fabric-peers CPU Usage","fabric-peers CPU Usage","fabric-peers CPU Usage","fabric-peers CPU Usage","fabric-peers CPU Usage","fabric-peers CPU Usage","fabric-peers CPU Usage","fabric-peers CPU Usage","fabric-peers CPU Usage","fabric-peers CPU Usage","fabric-peers CPU Usage","fabric-peers CPU Usage","fabric-peers CPU Usage","fabric-peers CPU Usage"
1776672270000,0.1383,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1776672275000,0.178725,0.15344000000000002,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1776672280000,0.28191666666666665,0.25344000000000005,0.6420600000000001,0.5654399999999999,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1776672285000,0.2666666666666666,0.4,0.7850500000000001,0.7933199999999998,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1776672290000,0.2666666666666667,0.2666666666666666,1,0.9333333333333332,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1776672295000,0.2666666666666666,0.2,0.8,0.7333333333333333,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1776672300000,0.33333333333333337,0.5333333333333334,0.7333333333333334,0.6666666666666669,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1776672305000,0.4,1.9166266666666671,3.266666666666666,1.7333333333333332,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1776672310000,0.3333333333333334,3.0286666666666666,7.200000000000001,2.7333333333333334,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1776672315000,0.33333333333333337,4.137266666666666,11.266666666666666,3.733333333333333,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1776672320000,0.2666666666666667,4.4,12.4,3.733333333333334,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1776672325000,0.33333333333333326,4.333333333333334,12.4,3.8,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1776672330000,0.33333333333333326,3.8666666666666663,12.266666666666666,3.733333333333333,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1776672335000,0.4,2.466666666666666,9.933333333333332,2.7999999999999994,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1776672340000,0.33333333333333326,1.1333333333333329,5.999999999999999,1.8000000000000003,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1776672345000,0.3333333333333334,2.800000000000001,2.2000000000000006,1.8000000000000003,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1776672350000,0.2666666666666667,8,13.533333333333337,6.000000000000001,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1776672355000,0.33333333333333326,13.066666666666665,27.999999999999996,10.6,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1776672360000,0.26666666666666655,15.8,42.333333333333336,14.400000000000002,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1776672365000,0.33333333333333326,16.2,44.53333333333333,14.933333333333332,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1776672370000,0.26666666666666694,16.466666666666665,45,15.266666666666667,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1776672375000,0.33333333333333326,14.2,45.86666666666666,14.599999999999996,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1776672380000,0.26666666666666655,8.600000000000001,33.86666666666667,10.266666666666667,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1776672385000,0.33333333333333326,3.200000000000003,18.999999999999996,5.266666666666667,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1776672390000,0.3333333333333336,4.133333333333334,3.733333333333348,1.200000000000004,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1776672395000,0.46666666666666673,13.666666666666671,21.266666666666676,10,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1776672400000,0.4,23.333333333333332,46.600000000000016,18.800000000000004,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1776672405000,0.33333333333333326,28.933333333333326,71.86666666666665,27.733333333333327,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1776672410000,0.26666666666666655,28.866666666666667,76.79999999999997,27.46666666666667,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1776672415000,0.33333333333333326,28.666666666666675,76.6,27.333333333333332,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1776672420000,0.33333333333333326,25.333333333333336,76.93333333333335,27.40000000000001,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1776672425000,0.3333333333333336,15.86666666666666,58.13333333333337,18.466666666666665,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1776672430000,0.26666666666666694,6.399999999999993,33.00000000000002,9.800000000000004,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
