"Time","node_exporter CPU Usage","fabric-orderer CPU Usage","fabric-peers CPU Usage","fabric-peers CPU Usage","fabric-peers CPU Usage","fabric-peers CPU Usage","fabric-peers CPU Usage","fabric-peers CPU Usage","fabric-peers CPU Usage","fabric-peers CPU Usage","fabric-peers CPU Usage","fabric-peers CPU Usage","fabric-peers CPU Usage","fabric-peers CPU Usage","fabric-peers CPU Usage","fabric-peers CPU Usage","fabric-peers CPU Usage","fabric-peers CPU Usage"
2026-04-20 10:28:10,0.333,18.3,22.1,14.4,,,,,,,13.1,22.3,,,,,,
2026-04-20 10:28:15,0.400,39.5,80.4,43.7,,,,,,,42.1,48.5,,,,,,
2026-04-20 10:28:20,0.467,47.7,127,59.7,,,,,,,59.7,59.4,,,,,,
2026-04-20 10:28:25,0.400,30.1,114,46.3,,,,,,,47.7,38.1,,,,,,
2026-04-20 10:28:30,0.400,9.00,55.3,16.9,,,,,,,18.6,11.8,,,,,,
2026-04-20 10:28:35,0.333,0.133,8.27,0.933,,,,,,,0.933,0.933,,,,,,
2026-04-20 10:28:40,0.333,0.133,1.07,0.867,,,,,,,0.867,0.933,,,,,,
2026-04-20 10:28:45,0.333,0.0667,21.1,0.867,,,,,,,0.867,0.933,,,,,,
2026-04-20 10:28:50,0.333,0.133,189,0.933,,,,,,,0.867,0.867,,,,,,
2026-04-20 10:28:55,0.400,0.0667,440,0.933,,,,,,,0.800,0.800,,,,,,
2026-04-20 10:29:00,0.400,0.0667,718,0.867,,,,,,,0.800,0.867,,,,,,
2026-04-20 10:29:05,0.467,0.0667,865,0.867,,,,,,,0.867,0.933,,,,,,
2026-04-20 10:29:10,0.533,0.0667,939,0.867,,,,,,,0.933,0.933,,,,,,
2026-04-20 10:29:15,0.600,0.0667,968,0.933,,,,,,,1.00,0.933,,,,,,
2026-04-20 10:29:20,0.533,0.0667,984,0.867,,,,,,,0.933,0.933,,,,,,
2026-04-20 10:29:25,0.600,0.133,985,0.867,,,,,,,0.933,0.933,,,,,,
2026-04-20 10:29:30,0.600,0.133,984,0.933,,,,,,,1.00,1.00,,,,,,
2026-04-20 10:29:35,0.600,0.133,975,1.00,,,,,,,1.00,0.933,,,,,,
2026-04-20 10:29:40,0.533,0.0667,967,1.000,,,,,,,1.00,1.00,,,,,,
2026-04-20 10:29:45,0.467,0.0667,953,0.933,,,,,,,0.933,0.867,,,,,,
2026-04-20 10:29:50,0.467,0.0667,952,0.933,,,,,,,1.00,0.933,,,,,,
2026-04-20 10:29:55,0.533,0.0667,949,1.00,,,,,,,0.933,1.000,,,,,,
2026-04-20 10:30:00,0.533,0.0667,954,1.00,,,,,,,0.933,1.00,,,,,,
2026-04-20 10:30:05,0.533,0.0667,951,0.933,,,,,,,0.933,1.000,,,,,,
2026-04-20 10:30:10,0.467,0.0667,947,1.07,,,,,,,0.933,0.933,,,,,,
2026-04-20 10:30:15,0.467,0.0667,947,1.07,,,,,,,1.00,1.00,,,,,,
2026-04-20 10:30:20,0.533,0.133,943,1.07,,,,,,,1.07,1.13,,,,,,
2026-04-20 10:30:25,0.533,0.133,946,0.933,,,,,,,1.13,1.13,,,,,,
2026-04-20 10:30:30,0.600,0.133,943,0.933,,,,,,,1.07,1.13,,,,,,
2026-04-20 10:30:35,0.600,0.0667,944,1.07,,,,,,,1.07,1.00,,,,,,
2026-04-20 10:30:40,0.600,0.133,945,1.00,,,,,,,1.00,0.933,,,,,,
2026-04-20 10:30:45,0.533,0.133,950,0.933,,,,,,,1.00,1.00,,,,,,
2026-04-20 10:30:50,0.467,0.133,947,0.867,,,,,,,0.933,1.000,,,,,,
2026-04-20 10:30:55,0.467,0.0667,947,0.933,,,,,,,1.00,1.00,,,,,,
2026-04-20 10:31:00,0.467,0.133,945,1.00,,,,,,,0.933,0.933,,,,,,
2026-04-20 10:31:05,0.467,0.0667,953,1.00,,,,,,,0.867,0.933,,,,,,
2026-04-20 10:31:10,0.467,0.0667,948,1.00,,,,,,,0.933,1.07,,,,,,
2026-04-20 10:31:15,0.533,0.0667,943,1.000,,,,,,,1.00,1.00,,,,,,
2026-04-20 10:31:20,0.533,0.0667,939,0.933,,,,,,,1.00,0.933,,,,,,
2026-04-20 10:31:25,0.600,0.0667,942,0.933,,,,,,,0.933,0.933,,,,,,
2026-04-20 10:31:30,0.600,0.0667,935,0.867,,,,,,,0.933,1.00,,,,,,
2026-04-20 10:31:35,0.600,0.0667,935,1.00,,,,,,,1.000,1.07,,,,,,
2026-04-20 10:31:40,0.533,0.0667,931,0.933,,,,,,,1.00,1.00,,,,,,
2026-04-20 10:31:45,0.467,0.0667,936,1.000,,,,,,,0.933,0.933,,,,,,
2026-04-20 10:31:50,0.533,0.0667,931,0.933,,,,,,,0.934,0.933,,,,,,
2026-04-20 10:31:55,0.467,0.0667,926,1.00,,,,,,,0.933,0.933,,,,,,
2026-04-20 10:32:00,0.533,0.0667,920,0.933,,,,,,,1.00,0.933,,,,,,
2026-04-20 10:32:05,0.467,0.133,910,0.933,,,,,,,1.00,1.00,,,,,,
2026-04-20 10:32:10,0.467,0.133,906,1.07,,,,,,,0.933,1.000,,,,,,
2026-04-20 10:32:15,0.533,0.133,901,1.20,,,,,,,1.000,1.00,,,,,,
2026-04-20 10:32:20,0.533,0.0667,899,1.13,,,,,,,1.07,1.07,,,,,,
2026-04-20 10:32:25,0.600,0.0667,903,0.933,,,,,,,1.13,1.07,,,,,,
2026-04-20 10:32:30,0.467,0.0667,904,0.933,,,,,,,1.00,1.13,,,,,,
2026-04-20 10:32:35,0.467,0.133,903,1.00,,,,,,,1.00,1.00,,,,,,
2026-04-20 10:32:40,0.467,0.133,900,1.07,,,,,,,1.00,0.933,,,,,,
2026-04-20 10:32:45,0.533,0.0667,899,0.933,,,,,,,1.00,1.00,,,,,,
2026-04-20 10:32:50,0.600,0.0667,893,0.933,,,,,,,0.867,1.000,,,,,,
2026-04-20 10:32:55,0.533,0.0667,888,1.00,,,,,,,0.933,1.07,,,,,,
2026-04-20 10:33:00,0.533,0.0667,886,1.07,,,,,,,1.00,0.933,,,,,,
2026-04-20 10:33:05,0.533,0.0667,883,1.00,,,,,,,1.00,0.933,,,,,,
2026-04-20 10:33:10,0.533,0.0667,886,0.933,,,,,,,0.933,1.00,,,,,,
2026-04-20 10:33:15,0.533,0.133,876,0.933,,,,,,,0.933,1.07,,,,,,
2026-04-20 10:33:20,0.533,0.0667,874,1.00,,,,,,,1.07,1.00,,,,,,
2026-04-20 10:33:25,0.533,0.0667,866,1.000,,,,,,,1.00,0.933,,,,,,
2026-04-20 10:33:30,0.533,0.0667,861,1.00,,,,,,,1.00,0.933,,,,,,
2026-04-20 10:33:35,0.467,0.133,855,1.07,,,,,,,1.00,1.00,,,,,,
2026-04-20 10:33:40,0.533,0.133,836,1.07,,,,,,,1.000,1.00,,,,,,
2026-04-20 10:33:45,0.533,0.133,823,0.933,,,,,,,1.07,1.07,,,,,,
2026-04-20 10:33:50,0.533,0.0667,816,0.933,,,,,,,1.000,1.07,,,,,,
2026-04-20 10:33:55,0.533,0.0667,818,1.000,,,,,,,1.07,1.07,,,,,,
2026-04-20 10:34:00,0.467,0,829,1.07,,,,,,,1.00,0.933,,,,,,
2026-04-20 10:34:05,0.533,0.0667,840,1.07,,,,,,,1.00,1.000,,,,,,
2026-04-20 10:34:10,0.467,0.0667,848,1.07,,,,,,,1.00,1.00,,,,,,
2026-04-20 10:34:15,0.533,0.133,851,1.07,,,,,,,1.00,1.000,,,,,,
2026-04-20 10:34:20,0.533,0.133,849,1.07,,,,,,,1.07,1.07,,,,,,
2026-04-20 10:34:25,0.533,0.133,682,0.933,,,,,,,1.07,1.07,,,,,,
2026-04-20 10:34:30,0.467,0.133,399,0.933,,,,,,,1.00,1.07,,,,,,
2026-04-20 10:34:35,0.333,0.0667,114,0.867,,,,,,,0.933,0.867,,,,,,
2026-04-20 10:34:40,0.333,0.1000,0.867,0.867,,,,,,,0.867,0.800,,,,,,
2026-04-20 10:34:45,0.267,0,0.643,0.701,,,,,,,0.685,0.485,,,,,,
2026-04-20 10:34:50,0.400,0.200,0.372,0.423,,,,,,,0.409,0.467,,,,,,
2026-04-20 10:34:55,0.333,0.153,0.667,0.600,,,,,,,0.400,0.394,0.408,,,,,
2026-04-20 10:35:00,0.400,0.507,0.749,0.660,,,,,,,0.979,0.773,0.855,0.833,0.758,0.699,,
2026-04-20 10:35:05,0.267,0.600,1.02,0.865,,,,,,,1.11,1.27,1.20,1.08,0.941,0.962,,
2026-04-20 10:35:10,0.333,0.533,1.33,1.33,,,,,,,1.53,1.33,1.33,1.40,1.40,1.40,,
2026-04-20 10:35:15,0.267,0.133,1.13,1.13,,,,,,,1.07,1.13,1.00,1.07,1.07,1.20,,
2026-04-20 10:35:20,0.333,0.133,1.07,1,,,,,,,1,0.933,1.00,0.933,1.07,1,,
2026-04-20 10:35:25,0.267,0.0667,0.933,0.800,,,,,,,0.800,0.867,0.800,0.733,0.800,0.800,,
2026-04-20 10:35:30,0.333,0.133,1.20,0.800,,,,,,,0.800,0.867,0.933,0.867,0.933,0.800,,
2026-04-20 10:35:35,0.333,0.0667,1.27,0.867,,,,,,,0.800,0.933,0.867,0.800,0.867,1.00,,
2026-04-20 10:35:40,0.333,0.200,1.33,0.800,,,,,,,0.800,0.933,0.933,0.867,1.07,1.000,,
2026-04-20 10:35:45,0.333,1.20,2.13,1.47,,,,,,,1.33,1.60,1.53,1.20,1.47,1.53,,
2026-04-20 10:35:50,0.267,2.60,4.47,2.40,,,,,,,2.27,2.53,2.60,2.20,2.40,2.33,,
2026-04-20 10:35:55,0.267,3.78,7.40,3.40,,,,,,,3.20,3.60,3.53,3.13,3.27,3.47,,
2026-04-20 10:36:00,0.267,4.27,9.33,3.80,,,,,,,3.80,4.00,4.00,3.80,3.93,3.93,,
2026-04-20 10:36:05,0.333,4.53,10.3,4.07,,,,,,,4.07,4.27,4.20,3.93,4.20,4.27,,
2026-04-20 10:36:10,0.400,5,11.1,4.40,,,,,,,4.40,4.60,4.60,4.40,4.47,4.40,,
2026-04-20 10:36:15,0.333,4.53,11.2,4.33,,,,,,,4.27,4.20,4.20,4.33,4.20,4.27,,
2026-04-20 10:36:20,0.333,3.40,9.74,3.60,,,,,,,3.67,3.47,3.47,3.87,3.60,3.53,,
2026-04-20 10:36:25,0.333,2.20,7.07,2.73,,,,,,,2.73,2.33,2.47,2.80,2.67,2.73,,
2026-04-20 10:36:30,0.333,1.73,5,2.13,,,,,,,2.20,2.13,2.00,2.27,2.27,2.27,,
2026-04-20 10:36:35,0.333,1.27,4.00,2.00,,,,,,,2.00,1.73,1.67,2.00,1.87,2.00,,
2026-04-20 10:36:40,0.267,0.600,2.93,1.67,,,,,,,1.67,1.47,1.47,1.67,1.53,1.60,,
2026-04-20 10:36:45,0.333,0.200,1.87,1.27,,,,,,,1.27,1.07,1.20,1.27,1.07,1.13,,
2026-04-20 10:36:50,0.333,0.133,1.07,1.00,,,,,,,0.933,0.933,1.000,1.000,0.933,0.867,,
2026-04-20 10:36:55,0.333,0.133,1.000,0.867,,,,,,,0.867,0.933,0.800,0.933,0.933,0.800,,
2026-04-20 10:37:00,0.333,1.000,1.13,0.867,,,,,,,0.867,1.53,1.27,0.800,1.000,0.800,,
2026-04-20 10:37:05,0.333,5.13,6.60,3.60,,,,,,,3.33,4.67,4.33,2.87,3.67,4.07,,
2026-04-20 10:37:10,0.333,12.1,16.4,7.67,,,,,,,7.27,9.60,9.27,6.67,7.73,8.67,,
2026-04-20 10:37:15,0.333,19.3,31.8,13.9,,,,,,,13.3,15.2,15.0,12.8,13.9,14.9,,
2026-04-20 10:37:20,0.333,23.8,42.1,17.2,,,,,,,17,18.1,18.2,17,17.4,17.9,,
2026-04-20 10:37:25,0.400,25.2,48.5,19.5,,,,,,,19.3,19.4,19.4,19.5,19.5,19.6,,
2026-04-20 10:37:30,0.333,24.4,49.1,19.7,,,,,,,19.5,18.9,19.3,19.7,19.5,19.8,,
2026-04-20 10:37:35,0.400,19.8,44.8,17.1,,,,,,,17.1,15.9,16.1,17.7,16.9,16.5,,
2026-04-20 10:37:40,0.333,12.7,35.4,12.8,,,,,,,13.1,10.9,11.2,13.8,12.8,12.0,,
2026-04-20 10:37:45,0.400,5.40,20.3,6.53,,,,,,,7.00,5.13,5.27,8.00,6.60,5.80,,
2026-04-20 10:37:50,0.333,1.40,8.80,3.00,,,,,,,3.27,2.07,2.20,3.80,3.13,2.73,,
2026-04-20 10:37:55,0.333,0.133,2.07,1.07,,,,,,,1.00,0.867,0.933,1.33,1.00,1.07,,
2026-04-20 10:38:00,0.267,0.0667,1.07,0.867,,,,,,,0.867,0.933,0.800,0.933,1.000,0.800,,
2026-04-20 10:38:05,0.267,0.0667,1.07,0.800,,,,,,,0.867,0.933,0.800,0.867,0.867,0.867,,
2026-04-20 10:38:10,0.333,0.0667,1.07,0.733,,,,,,,0.867,0.933,0.867,0.800,1.00,0.933,,
2026-04-20 10:38:15,0.400,0.0667,1.07,0.867,,,,,,,0.800,0.867,0.933,0.867,0.933,1.07,,
2026-04-20 10:38:20,0.333,5.53,4.13,2.73,,,,,,,2.53,4.80,4.47,2.13,2.87,3.67,,
2026-04-20 10:38:25,0.333,15.1,18.3,9.20,,,,,,,8.73,11.9,11.1,8.07,9.07,10.1,,
2026-04-20 10:38:30,0.267,32.5,43.5,21.1,,,,,,,20.1,25.2,24.5,18.3,20.7,22.8,,
2026-04-20 10:38:35,0.333,45.1,74.9,32.9,,,,,,,32.0,35.3,34.8,30.7,32.5,34.1,,
2026-04-20 10:38:40,0.400,53.2,95.8,40.4,,,,,,,39.9,42.1,41.9,38.9,40.2,41.1,,
2026-04-20 10:38:45,0.467,53.7,105,42.2,,,,,,,42.0,42.1,42.3,42.1,42.1,42.1,,
2026-04-20 10:38:50,0.467,46.6,101,39.6,,,,,,,39.8,36.9,37.6,40.4,39.5,38.0,,
2026-04-20 10:38:55,0.333,35.7,82.9,32.3,,,,,,,32.5,29.1,30.3,33.4,32.1,31.3,,
2026-04-20 10:39:00,0.400,17.9,56.5,20,,,,,,,21.0,15.8,16.7,22.7,20.1,18.1,,
2026-04-20 10:39:05,0.267,7.07,26.1,9.00,,,,,,,9.67,7.00,7.47,10.7,9.00,8.20,,
2026-04-20 10:39:10,0.333,0.133,8.73,2.33,,,,,,,3.00,1.00,1.00,3.80,2.40,1.53,,
2026-04-20 10:39:15,0.267,0.200,1.000,0.933,,,,,,,0.933,0.867,0.867,0.933,0.933,0.933,,
2026-04-20 10:39:20,0.333,0.133,1.13,0.867,,,,,,,0.933,0.867,0.867,0.800,0.867,0.933,,
2026-04-20 10:39:25,0.333,0.133,1.20,0.867,,,,,,,0.800,0.733,0.800,0.733,0.867,0.800,,
2026-04-20 10:39:30,0.267,0.0667,1.33,0.800,,,,,,,0.867,0.933,0.800,0.867,0.867,0.867,,
2026-04-20 10:39:35,0.333,0.333,1.27,0.933,,,,,,,0.800,1.00,0.867,0.867,0.867,0.867,,
2026-04-20 10:39:40,0.267,8.00,5.13,4.00,,,,,,,3.27,6.93,6.47,2.53,3.80,5.27,,
2026-04-20 10:39:45,0.333,22.5,27.5,14.8,,,,,,,13.7,18.4,17.9,11.9,14.5,16.4,,
2026-04-20 10:39:50,0.333,37.7,57.1,26.7,,,,,,,25.9,30.5,29.9,24.2,26.7,28.4,,
2026-04-20 10:39:55,0.400,45.5,83.6,36.3,,,,,,,36.0,37.3,37.0,35.1,36.4,36.5,,
2026-04-20 10:40:00,0.467,46.6,91.7,37.8,,,,,,,37.9,38.0,38.1,37.8,38.0,37.6,,
2026-04-20 10:40:05,0.400,46.7,92.3,38.3,,,,,,,37.9,37.9,38.2,38.0,38.1,37.9,,
2026-04-20 10:40:10,0.467,46.8,92.0,37.7,,,,,,,37.6,37.9,38.2,37.5,37.6,38.0,,
2026-04-20 10:40:15,0.400,46.7,91.7,38.1,,,,,,,37.7,37.8,37.7,38.0,37.9,37.9,,
2026-04-20 10:40:20,0.467,47.2,91.7,37.9,,,,,,,37.9,38.3,37.9,37.7,38.0,37.8,,
2026-04-20 10:40:25,0.400,49.5,94.1,39.5,,,,,,,39.1,40.2,39.1,38.9,39.4,39.2,,
2026-04-20 10:40:30,0.467,52.1,99.8,41.5,,,,,,,41.5,42.3,41.7,40.9,41.3,41.7,,
2026-04-20 10:40:35,0.467,54.1,105,43.3,,,,,,,43.3,44.0,43.3,42.8,43.1,43.6,,
2026-04-20 10:40:40,0.467,54.1,107,44.0,,,,,,,44.1,44.1,43.9,43.8,43.9,44.1,,
2026-04-20 10:40:45,0.400,54.1,107,44.1,,,,,,,43.9,44.1,43.9,43.7,44.1,44.0,,
2026-04-20 10:40:50,0.400,54.1,107,44.3,,,,,,,44.0,44.1,44.0,43.8,44.3,44.0,,
2026-04-20 10:40:55,0.467,54.6,107,44.3,,,,,,,44.1,44.3,44.2,43.8,44.2,44.1,,
2026-04-20 10:41:00,0.467,54.8,108,44.6,,,,,,,44.3,44.6,44.6,44.3,44.5,44.7,,
2026-04-20 10:41:05,0.467,56.9,110,45.7,,,,,,,45.2,45.9,46.0,45.1,45.4,46.0,,
2026-04-20 10:41:10,0.533,59.2,115,48.1,,,,,,,47.7,48.4,48.9,47.5,47.8,48.3,,
2026-04-20 10:41:15,0.533,61.5,119,49.9,,,,,,,49.7,50,49.9,49.1,49.4,50,,
2026-04-20 10:41:20,0.533,62.2,123,50.8,,,,,,,50.7,50.6,50.6,50.4,50.6,50.7,,
2026-04-20 10:41:25,0.400,62.3,122,51.0,,,,,,,50.8,50.5,50.3,49.8,50.9,51.1,,
2026-04-20 10:41:30,0.400,62.5,123,50.7,,,,,,,50.5,50.6,50.7,50.3,50.9,50.7,,
2026-04-20 10:41:35,0.400,62.4,123,50.8,,,,,,,50.6,50.8,50.7,50.5,50.9,50.9,,
2026-04-20 10:41:40,0.467,62.6,124,50.9,,,,,,,50.7,50.9,50.7,51.3,50.9,50.8,,
2026-04-20 10:41:45,0.533,67.9,125,52.8,,,,,,,52.3,55.0,54.7,51.7,52.8,53.9,,
2026-04-20 10:41:50,0.533,74.9,138,61.1,,,,,,,60.1,63.9,63.2,58.6,60.9,62.3,,
2026-04-20 10:41:55,0.667,81.6,152,68.5,,,,,,,67.9,71.1,70.3,66.8,68.5,69.8,,
2026-04-20 10:42:00,0.667,82.5,164,75.1,,,,,,,74.7,75.9,75.3,73.3,74.7,75.2,,
2026-04-20 10:42:05,0.667,82.2,166,75.1,,,,,,,75.3,75.5,74.7,75.4,74.9,74.7,,
2026-04-20 10:42:10,0.533,81.1,165,76.0,,,,,,,74.8,75.2,75.3,74.6,75.0,75.5,,
2026-04-20 10:42:15,0.533,82.4,167,75.1,,,,,,,74.6,73.8,73.8,74.8,74.3,74.6,,
2026-04-20 10:42:20,0.600,82.9,168,75,,,,,,,73.9,73.9,74.6,73.3,74.3,75.3,,
2026-04-20 10:42:25,0.600,84.2,168,75,,,,,,,74.4,74.2,74.1,73.7,74.4,74.1,,
2026-04-20 10:42:30,0.667,83.3,166,75.5,,,,,,,74.2,75.5,75.7,74.0,74.9,75.2,,
2026-04-20 10:42:35,0.600,83.5,165,76.3,,,,,,,75.5,75.3,74.9,75.5,75.8,75.2,,
2026-04-20 10:42:40,0.600,83.3,168,75.6,,,,,,,74.9,76.1,76.0,74.9,75.1,75.7,,
2026-04-20 10:42:45,0.600,83.9,168,75.9,,,,,,,75.7,75.1,74.6,75.4,75.3,74.9,,
2026-04-20 10:42:50,0.667,82.7,167,76.3,,,,,,,75.7,76.7,77.0,75.4,75.3,76.7,,
2026-04-20 10:42:55,0.667,82.7,166,76.9,,,,,,,76.9,75.7,75.4,76.2,76.0,76.1,,
2026-04-20 10:43:00,0.667,81.7,166,76.3,,,,,,,76.2,77.0,76.9,75.7,76.1,77.0,,
2026-04-20 10:43:05,0.600,82.6,167,76.1,,,,,,,76.2,74.7,74.7,76.1,76.3,75.2,,
2026-04-20 10:43:10,0.667,81.5,168,75.1,,,,,,,75.1,76.0,76.3,75.2,75.9,75.5,,
2026-04-20 10:43:15,0.533,81.9,167,75.5,,,,,,,76.0,74.7,75.1,75.9,76.1,75.5,,
2026-04-20 10:43:20,0.667,81.5,169,74.6,,,,,,,74.8,76.3,75.9,74.4,74.9,75.2,,
2026-04-20 10:43:25,0.533,81.9,168,76.1,,,,,,,76.5,75.5,75.1,76.4,76.2,76.3,,
2026-04-20 10:43:30,0.667,81.3,169,75.9,,,,,,,75.7,76.0,75.7,75.5,75.6,75.6,,
2026-04-20 10:43:35,0.600,81.2,168,77.1,,,,,,,77.1,75.6,75.6,76.8,76.5,76.4,,
2026-04-20 10:43:40,0.667,81.8,171,75.7,,,,,,,75.3,75.4,75.6,74.8,74.9,75.3,,
2026-04-20 10:43:45,0.600,81.4,169,77.2,,,,,,,76.7,75.9,76.4,76.1,76.3,76.6,,
2026-04-20 10:43:50,0.600,82.0,170,76.1,,,,,,,75.6,75.5,75.6,75,75.6,75.7,,
2026-04-20 10:43:55,0.600,80.2,167,77.8,,,,,,,77.4,77.1,76.9,77.3,77.5,77.5,,
2026-04-20 10:44:00,0.600,80.9,169,75.8,,,,,,,75.7,76.1,75.8,75.5,75.9,75.6,,
2026-04-20 10:44:05,0.600,80.1,168,76.7,,,,,,,76.9,77.0,76.9,77.1,76.7,77.1,,
2026-04-20 10:44:10,0.600,81.4,169,75.2,,,,,,,75.2,75.3,75.3,75,74.8,75.1,,
2026-04-20 10:44:15,0.667,80.1,165,77.3,,,,,,,77.0,76.9,76.6,76.9,76.9,77.3,,
2026-04-20 10:44:20,0.667,79.3,164,77.3,,,,,,,76.9,77.1,77.1,76.1,76.9,77.0,,
2026-04-20 10:44:25,0.667,77.5,165,78.8,,,,,,,78.1,78.2,78.3,77.7,78.8,78.3,,
2026-04-20 10:44:30,0.600,78.6,168,76.8,,,,,,,77.1,76.5,76.9,76.9,76.7,76.9,,
2026-04-20 10:44:35,0.600,79.1,171,76.8,,,,,,,76.5,76.1,76.1,75.3,76.7,76.8,,
2026-04-20 10:44:40,0.600,73.8,171,71.1,,,,,,,72.6,66.8,67.2,73.1,71.3,69.5,,
2026-04-20 10:44:45,0.467,48.5,135,51.9,,,,,,,53.0,44.3,45.2,55.7,52.1,48.5,,
2026-04-20 10:44:50,0.400,21.9,77.9,26.4,,,,,,,28.1,19.0,20.1,32.3,26.5,23.1,,
2026-04-20 10:44:55,0.267,1.93,21.9,6.00,,,,,,,6.53,2.73,3.47,8.67,5.93,4.73,,
2026-04-20 10:45:00,0.333,0.133,1.13,0.867,,,,,,,1.00,0.933,1.00,1.00,1.07,1.07,,
2026-04-20 10:45:05,0.333,0.133,1.13,0.867,,,,,,,0.800,0.867,0.933,0.933,1.00,0.933,,
2026-04-20 10:45:10,0.400,0,1.00,0.867,,,,,,,0.867,0.867,0.867,1.00,1.07,0.933,,
2026-04-20 10:45:15,0.400,0.133,1.000,0.933,,,,,,,0.800,0.800,0.867,0.800,0.933,0.933,,
2026-04-20 10:45:20,0.267,13.3,9.73,7.53,,,,,,,6.87,11.1,10.4,5.47,7.53,8.87,,
2026-04-20 10:45:25,0.333,17.5,33.7,15.1,,,,,,,14.9,14.9,14.9,14.9,14.9,14.9,,
2026-04-20 10:45:30,0.200,17.4,33.9,15.1,,,,,,,15.1,15,15.1,15.1,15.1,14.9,,
2026-04-20 10:45:35,0.400,23.6,39.7,19.7,,,,,,,18.6,20.7,20.2,18.6,19.1,20,,
2026-04-20 10:45:40,0.333,46.3,57.5,31.5,,,,,,,29.4,37.9,36.4,27.1,30.7,34.1,,
2026-04-20 10:45:45,0.533,55.6,97.8,45.6,,,,,,,44.3,45.9,45.5,43.5,45.1,46.1,,
2026-04-20 10:45:50,0.400,36.3,90.3,34.9,,,,,,,36.0,30.1,31.1,38.0,35.1,33.1,,
2026-04-20 10:45:55,0.400,9.47,48.4,15.7,,,,,,,17.2,9.20,10.3,20,16.1,13.1,,
2026-04-20 10:46:00,0.267,0.267,8.00,1.40,,,,,,,2.20,1.07,1.07,3.53,1.60,1.000,,
2026-04-20 10:46:05,0.333,0.200,1.07,1.00,,,,,,,1.00,0.867,0.867,0.933,0.933,0.933,,
2026-04-20 10:46:10,0.333,0.0667,1.20,0.933,,,,,,,0.933,0.867,0.800,1.00,0.933,0.867,,
2026-04-20 10:46:15,0.333,0.0667,1.20,0.933,,,,,,,0.867,0.800,0.800,0.867,0.867,1.00,,
2026-04-20 10:46:20,0.333,0.0667,1.20,0.867,,,,,,,1.00,0.933,0.867,0.933,0.933,1.000,,
2026-04-20 10:46:25,0.333,0.133,63.6,0.933,,,,,,,0.933,0.800,0.867,0.933,0.800,1.07,,
2026-04-20 10:46:30,0.400,0.0667,233,0.933,,,,,,,1.000,0.933,0.867,0.933,0.867,0.867,,
2026-04-20 10:46:35,0.400,0.0667,456,0.933,,,,,,,0.933,0.933,0.933,0.867,0.867,1.00,,
2026-04-20 10:46:40,0.333,0,640,0.867,,,,,,,1.07,1.00,1.00,0.867,1.07,1.00,,
2026-04-20 10:46:45,0.400,0.0667,733,1.00,,,,,,,1.07,1.00,1.07,1.00,1.07,1.07,,
2026-04-20 10:46:50,0.467,0.0667,786,1.00,,,,,,,1.00,1.000,1.07,1.13,1.13,1.00,,
2026-04-20 10:46:55,0.533,0.133,829,1.20,,,,,,,1.07,1.27,1.07,1.07,1.07,1.07,,
2026-04-20 10:47:00,0.533,0.133,888,1.13,,,,,,,1.13,1.20,1.13,1.13,1.13,1.07,,
2026-04-20 10:47:05,0.467,0.133,936,1.20,,,,,,,1.07,1.20,1.07,1.13,1.07,1.13,,
2026-04-20 10:47:10,0.533,0.0667,975,1.07,,,,,,,1.07,1.07,1.13,1.20,1.13,1.07,,
2026-04-20 10:47:15,0.467,0.0667,978,1.13,,,,,,,1.00,1.13,1.07,1.13,1.13,1.27,,
2026-04-20 10:47:20,0.533,0.0667,976,1.07,,,,,,,1.20,1.13,1.13,1.13,1.20,1.13,,
2026-04-20 10:47:25,0.533,0.0667,966,1.13,,,,,,,1.13,1.13,1.13,1.20,1.20,1.20,,
2026-04-20 10:47:30,0.600,0.0667,955,1.07,,,,,,,1.20,1.13,1.20,1.33,1.13,1.000,,
2026-04-20 10:47:35,0.467,0.0667,948,1.13,,,,,,,1.07,1.13,1.13,1.33,1.13,1.20,,
2026-04-20 10:47:40,0.533,0.0667,944,1.13,,,,,,,1.07,1.20,1.13,1.27,1.13,1.13,,
2026-04-20 10:47:45,0.467,0.0667,941,1.13,,,,,,,1.07,1.13,1.07,1.13,1.20,1.20,,
2026-04-20 10:47:50,0.600,0.133,938,1.07,,,,,,,1.20,1.20,1.33,1.13,1.27,1.13,,
2026-04-20 10:47:55,0.533,0.200,940,1.07,,,,,,,1.20,1.07,1.27,1.13,1.27,1.13,,
2026-04-20 10:48:00,0.600,0.133,943,1.13,,,,,,,1.20,1.13,1.33,1.13,1.33,1.13,,
2026-04-20 10:48:05,0.533,0.133,942,1.33,,,,,,,1.07,1.07,1.13,1.20,1.20,1.13,,
2026-04-20 10:48:10,0.533,0.133,936,1.27,,,,,,,1.13,1.13,1.20,1.20,1.20,1.13,,
2026-04-20 10:48:15,0.533,0.133,933,1.33,,,,,,,1.07,1.13,1.20,1.20,1.13,1.33,,
2026-04-20 10:48:20,0.533,0.0667,938,1.07,,,,,,,1.33,1.13,1.13,1.07,1.27,1.33,,
2026-04-20 10:48:25,0.467,0.0667,941,1.20,,,,,,,1.33,1.13,1.20,1.13,1.20,1.40,,
2026-04-20 10:48:30,0.400,0.0667,943,1.07,,,,,,,1.33,1.07,1.13,1.13,1.20,1.13,,
2026-04-20 10:48:35,0.467,0.0667,941,1.20,,,,,,,1.13,1.13,1.20,1.20,1.07,1.13,,
