Time,Cumulative (Received),Cumulative (Endorsed Successfully),Cumulative (Committed Successfully)
0,4,4,
5,10,10,
10,13,13,
15,13,13,
20,13,13,
25,13,13,
30,13,13,
35,29,29,30
40,101,101,130
45,317,317,360
50,568,568,610
55,817,817,860
60,1068,1068,1110
65,1302,1302,1330
70,1483,1483,1480
75,1517,1517,1504
80,1517,1517,1504
85,1517,1517,1504
90,1517,1517,1504
95,1533,1533,1584
100,1986,1986,2164
105,3143,3142,3414
110,4392,4392,4664
115,5643,5643,5914
120,6893,6892,7164
125,8127,8127,8324
130,8925,8925,9004
135,9021,9021,9008
140,9021,9021,9008
145,9021,9021,9008
150,9021,9021,9008
155,9250,9250,9378
160,10941,10937,11498
165,13440,13439,13998
170,15939,15938,16498
175,18438,18437,18998
180,20941,20940,21498
185,23211,23211,23628
190,24024,24024,24008
195,24024,24024,24011
200,24024,24024,24011
205,24024,24024,24011
210,24024,24024,24011
215,24494,24494,24761
220,26013,26012,26481
225,28359,28357,28891
230,30766,30766,31301
235,33175,33175,33711
240,35581,35581,36121
245,37996,37996,38531
250,40415,40415,40951
255,42864,42864,43411
260,45423,45423,46011
265,48100,48100,48701
270,50814,50814,51421
275,53525,53525,54131
280,56239,56239,56841
285,58953,58953,59561
290,61672,61672,62281
295,64393,64392,65021
300,67235,67235,67881
305,70233,70231,70921
310,73319,73317,74011
315,76412,76408,77101
320,79512,79512,80201
325,82612,82612,83301
330,85701,85698,86391
335,88801,88801,89491
340,92396,92393,93271
345,96601,96600,97641
350,101372,101368,102441
355,106192,106190,107231
360,111020,111019,112101
365,115860,115858,116921
370,120701,120697,121781
375,125557,125555,126631
380,130397,130396,131471
385,135244,135234,136301
390,140068,140065,141151
395,144952,144949,145991
400,149800,149800,150831
405,154606,154606,155671
410,159475,159474,160521
415,164311,164305,165391
420,169140,169137,170211
425,174020,174019,175091
430,178853,178848,179921
435,183688,183686,184761
440,188541,188538,189611
445,193347,193343,194411
450,198186,198182,199211
455,202950,202946,204021
460,207761,207760,208771
465,212585,212582,213651
470,217414,217409,218501
475,222272,222269,223361
480,227177,227168,228261
485,231982,231975,233041
490,236765,236763,237791
495,241618,241617,242711
500,246451,246448,247521
505,251326,251318,252311
510,256118,256116,257201
515,260275,260275,260991
520,263113,263113,263341
525,263359,263359,263346
530,263359,263359,263346
535,263362,263362,263346
540,265763,265763,266655
545,270289,270276,271335
550,273359,273359,273345
555,273359,273359,273346
560,273359,273359,273346
565,273359,273359,273346
570,273389,273359,273346
575,273432,273359,273346
580,273484,273359,273346
585,273536,273359,273346
590,273591,273359,273346
595,273643,273359,273346
600,273698,273359,273346
605,273754,273359,273346
610,273813,273359,273346
615,273870,273359,273346
620,273929,273359,273346
625,273991,273359,273346
630,274052,273359,273346
635,274116,273359,273346
640,274180,273359,273346
645,274247,273359,273346
650,274314,273359,273346
655,274382,273359,273346
660,274454,273359,273346
665,274525,273359,273346
670,274600,273359,273346
675,274676,273359,273346
680,274753,273359,273346
685,274834,273359,273346
690,274914,273359,273346
695,275001,273359,273346
700,275086,273359,273346
705,275176,273359,273346
710,275267,273359,273346
715,275362,273359,273346
720,275461,273359,273346
725,275561,273359,273346
730,275667,273359,273346
735,275774,273359,273346
740,275888,273359,273346
745,276004,273359,273346
750,276126,273359,273346
755,276253,273359,273346
760,276386,273359,273346
765,276524,273359,273346
770,276670,273359,273346
775,276821,273359,273346
780,276982,273359,273346
785,277152,273359,273346
790,277331,273359,273346
795,277521,273359,273346
800,277725,273359,273346
805,277943,273359,273346
810,278178,273359,273346
815,278435,273359,273346
820,278713,273359,273346
825,279020,273359,273346
830,279362,273359,273346
835,279749,273359,273346
840,280191,273359,273346
845,280711,273359,273346
850,281212,273359,273346
855,281520,273359,273346
860,281862,273359,273346
865,282247,273359,273346
870,282691,273359,273346
875,282889,273359,273346
880,282889,273359,273346
885,282889,273359,273346
890,282889,273359,273346
895,282889,273359,273346
900,282889,273359,273346
905,282889,273359,273346
910,282889,273359,273346
915,282889,273359,273346
920,282889,273359,273346
