Time,Cumulative (Received),Cumulative (Endorsed Successfully),Cumulative (Committed Successfully)
0,8,8,
5,17,17,
10,25,25,
15,25,25,
20,25,25,
25,25,25,
30,25,25,
35,25,25,
40,25,25,
45,25,25,
50,36,35,30
55,134,134,160
60,260,260,310
65,481,481,560
70,731,730,810
75,981,981,1060
80,1221,1221,1270
85,1374,1374,1400
90,1498,1498,1500
95,1529,1529,1504
100,1529,1529,1504
105,1529,1529,1504
110,1529,1529,1504
115,1529,1529,1504
120,1529,1529,1504
125,1529,1529,1504
130,1725,1725,1954
135,2387,2387,2744
140,3323,3323,3784
145,4547,4546,5034
150,5795,5795,6294
155,7047,7047,7534
160,8101,8101,8334
165,8692,8692,8794
170,9004,9004,9004
175,9033,9033,9008
180,9033,9033,9008
185,9033,9033,9008
190,9033,9033,9008
195,9033,9033,9008
200,9033,9033,9008
205,9033,9033,9008
210,9033,9033,9158
215,9696,9695,10218
220,11340,11339,12098
225,13481,13481,14498
230,15984,15981,16998
235,18482,18481,19498
240,20982,20981,21838
245,22821,22821,23288
250,23678,23677,23908
255,24035,24035,24010
260,24035,24035,24010
265,24035,24035,24010
270,24035,24035,24010
275,24035,24035,24010
280,24035,24035,24010
285,24035,24035,24010
290,24035,24035,24220
295,24613,24613,24840
300,25316,25316,25790
305,26523,26522,27000
310,28115,28115,29040
315,30418,30418,31340
320,32701,32701,33630
325,35001,34998,35930
330,37296,37295,38220
335,39625,39625,40580
340,41989,41988,42960
345,44400,44399,45380
350,46823,46822,47850
355,49371,49370,50400
360,51921,51921,52940
365,54444,54444,55460
370,56971,56969,58000
375,59535,59535,60590
380,62130,62128,63180
385,64772,64771,65850
390,67445,67443,68530
395,70182,70182,71310
400,72981,72979,74120
405,75785,75785,76910
410,78582,78579,79710
415,81383,81379,82660
420,84552,84551,85840
425,87797,87794,89190
430,91279,91275,92630
435,94878,94874,96410
440,98693,98689,100120
445,102405,102401,103890
450,106121,106113,107570
455,109786,109779,111300
460,113557,113551,115000
465,117310,117307,118840
470,121077,121071,122530
475,124803,124798,126300
480,128556,128556,130010
485,132260,132243,133710
490,135899,135885,137350
495,139497,139490,140960
500,143226,143222,144740
505,146960,146955,148470
510,150680,150664,152190
515,154378,154373,155850
520,158075,158070,159600
525,161766,161764,163260
530,165512,165509,167020
535,169254,169247,170710
540,172902,172895,174370
545,176550,176546,177970
550,180162,180157,181630
555,183857,183855,185250
560,187398,187389,188850
565,191044,191025,192460
570,194615,194611,196070
575,198247,198235,199650
580,201794,201792,203170
585,205364,205351,206690
590,208943,208862,210130
595,212201,212198,213590
600,215464,215464,216510
605,218103,218102,219170
610,219853,219853,219828
615,219853,219853,219828
620,219853,219853,219828
625,219853,219853,219828
630,219853,219853,219828
635,219853,219853,219828
640,219853,219853,219828
645,219855,219855,220291
650,222191,222186,223591
655,225807,225791,227291
660,228905,228904,229641
665,229853,229853,229828
670,229853,229853,229828
675,229853,229853,229828
680,229853,229853,229828
685,229853,229853,229828
690,229853,229853,229828
695,229863,229853,229828
700,229882,229853,229828
705,229932,229853,229828
710,229985,229854,229828
715,230037,229855,229828
720,230089,229856,229828
725,230144,229856,229828
730,230199,229856,229828
735,230256,229856,229828
740,230313,229856,229828
745,230373,229856,229828
750,230430,229856,229828
755,230491,229856,229828
760,230554,229856,229828
765,230616,229856,229828
770,230681,229856,229828
775,230749,229856,229828
780,230815,229856,229828
785,230884,229856,229828
790,230956,229856,229828
795,231029,229856,229828
800,231102,229856,229828
805,231179,229856,229828
810,231257,229856,229828
815,231338,229856,229828
820,231419,229856,229828
825,231505,229856,229828
830,231590,229856,229828
835,231680,229856,229828
840,231773,229856,229828
845,231868,229856,229828
850,231966,229856,229828
855,232068,229856,229828
860,232174,229856,229828
865,232282,229856,229828
870,232395,229856,229828
875,232513,229856,229828
880,232635,229856,229828
885,232763,229856,229828
890,232895,229856,229828
895,233035,229856,229828
900,233180,229856,229828
905,233334,229856,229828
910,233496,229856,229828
915,233667,229856,229828
920,233846,229856,229828
925,234038,229856,229828
930,234243,229856,229828
935,234462,229856,229828
940,234701,229856,229828
945,234959,229856,229828
950,235241,229856,229828
955,235551,229856,229828
960,235899,229856,229828
965,236291,229856,229828
970,236744,229856,229828
975,237277,229856,229828
980,237741,229856,229828
985,238050,229856,229828
990,238399,229856,229828
995,238791,229856,229828
1000,239239,229856,229828
1005,239239,229856,229828
1010,239239,229856,229828
1015,239239,229856,229828
1020,239239,229856,229828
1025,239239,229856,229828
1030,239239,229856,229828
1035,239239,229856,229828
1040,239239,229856,229828
1045,239239,229856,229828
