Time,orderer.dwntp.com:8443,peer0.org1.dwntp.com:9443,peer1.org1.dwntp.com:9443,peer10.org1.dwntp.com:9443,peer11.org1.dwntp.com:9443,peer12.org1.dwntp.com:9443,peer13.org1.dwntp.com:9443,peer14.org1.dwntp.com:9443,peer15.org1.dwntp.com:9443,peer2.org1.dwntp.com:9443,peer3.org1.dwntp.com:9443,peer4.org1.dwntp.com:9443,peer5.org1.dwntp.com:9443,peer6.org1.dwntp.com:9443,peer7.org1.dwntp.com:9443,peer8.org1.dwntp.com:9443,peer9.org1.dwntp.com:9443
305,11.0 K,10.8 K,10.6 K,,,,,,,,,,,,,,
310,11.5 K,11.3 K,11.2 K,,,,,,,,,,,,,,
315,12.1 K,11.8 K,11.7 K,,,,,,,,,,,,,,
320,12.6 K,12.4 K,12.2 K,,,,,,,,,,,,,,
325,13.1 K,12.9 K,12.8 K,,,,,,,,,,,,,,
330,13.7 K,13.4 K,13.3 K,,,,,,,,,,,,,,
335,14.2 K,14.0 K,13.9 K,,,,,,,,,,,,,,
340,14.8 K,14.5 K,14.4 K,,,,,,,,,,,,,,
345,15.3 K,15.1 K,14.9 K,,,,,,,,,,,,,,
350,15.8 K,15.6 K,15.5 K,,,,,,,,,,,,,,
355,16.4 K,16.1 K,16.0 K,,,,,,,,,,,,,,
360,16.9 K,16.7 K,16.6 K,,,,,,,,,,,,,,
365,17.5 K,17.2 K,17.1 K,,,,,,,,,,,,,,
370,18.0 K,17.8 K,17.6 K,,,,,,,,,,,,,,
375,18.5 K,18.3 K,18.2 K,,,,,,,,,,,,,,
380,19.1 K,18.8 K,18.7 K,,,,,,,,,,,,,,
385,19.6 K,19.4 K,19.3 K,,,,,,,,,,,,,,
390,20.2 K,19.9 K,19.8 K,,,,,,,,,,,,,,
395,20.7 K,20.5 K,20.3 K,,,,,,,,,,,,,,
400,21.2 K,21.0 K,20.9 K,,,,,,,,,,,,,,
405,21.8 K,21.5 K,21.4 K,,,,,,,,,,,,,,
410,22.3 K,22.1 K,22.0 K,,,,,,,,,,,,,,
415,22.9 K,22.6 K,22.5 K,,,,,,,,,,,,,,
420,23.4 K,23.2 K,23.0 K,,,,,,,,,,,,,,
425,24.0 K,23.7 K,23.6 K,,,,,,,,,,,,,,
430,24.5 K,24.3 K,24.1 K,,,,,,,,,,,,,,
435,25.0 K,24.8 K,24.7 K,,,,,,,,,,,,,,
440,25.6 K,25.3 K,25.2 K,,,,,,,,,,,,,,
445,26.1 K,25.9 K,25.8 K,,,,,,,,,,,,,,
450,26.7 K,26.4 K,26.3 K,,,,,,,,,,,,,,
455,27.2 K,27.0 K,26.8 K,,,,,,,,,,,,,,
460,27.7 K,27.5 K,27.3 K,,,,,,,,,,,,,,
465,28.2 K,28.0 K,27.9 K,,,,,,,,,,,,,,
470,28.3 K,28.3 K,28.3 K,,,,,,,,,,,,,,
475,28.3 K,28.3 K,28.3 K,,,,,,,,,,,,,,
480,28.3 K,28.3 K,28.3 K,,,,,,,,,,,,,,
485,28.4 K,28.3 K,28.3 K,,,,,,,,,,,,,,
490,29.0 K,28.7 K,28.6 K,,,,,,,,,,,,,,
495,29.3 K,29.3 K,29.1 K,,,,,,,,,,,,,,
500,29.3 K,29.3 K,29.3 K,,,,,,,,,,,,,,
505,29.3 K,29.3 K,29.3 K,,,,,,,,,,,,,,
510,29.3 K,29.3 K,29.3 K,,,,,,,,,,,,,,
515,29.3 K,29.3 K,29.3 K,,,,,,,,,,,,,,
520,29.3 K,29.3 K,29.3 K,,,,,,,,,,,,,,
525,29.3 K,29.3 K,29.3 K,,,,,,,,,,,,,,
530,29.3 K,29.3 K,29.3 K,,,,,,,,,,,,,,
535,29.3 K,29.3 K,29.3 K,,,,,,,,,,,,,,
540,29.3 K,29.3 K,29.3 K,,,,,,,,,,,,,,
545,29.3 K,29.3 K,29.3 K,,,,,,,,,,,,,,
550,29.3 K,29.3 K,29.3 K,,,,,,,,,,,,,,
555,29.3 K,29.3 K,29.3 K,,,,,,,,,,,,,,
560,29.3 K,29.3 K,29.3 K,,,,,,,,,,,,,,
565,29.3 K,29.3 K,29.3 K,,,,,,,,,,,,,,
570,29.3 K,29.3 K,29.3 K,,,,,,,,,,,,,,
575,29.3 K,29.3 K,29.3 K,,,,,,,,,,,,,,
580,29.3 K,29.3 K,29.3 K,,,,,,,,,,,,,,
585,29.3 K,29.3 K,29.3 K,,,,,,,,,,,,,,
590,29.3 K,29.3 K,29.3 K,,,,,,,,,,,,,,
595,29.3 K,29.3 K,29.3 K,,,,,,,,,,,,,,
600,29.3 K,29.3 K,29.3 K,,,,,,,,,,,,,,
605,29.3 K,29.3 K,29.3 K,,,,,,,,,,,,,,
610,29.3 K,29.3 K,29.3 K,,,,,,,,,,,,,,
615,29.3 K,29.3 K,29.3 K,,,,,,,,,,,,,,
620,29.3 K,29.3 K,29.3 K,,,,,,,,,,,,,,
625,29.3 K,29.3 K,29.3 K,,,,,,,,,,,,,,
630,29.3 K,29.3 K,29.3 K,,,,,,,,,,,,,,
635,29.3 K,29.3 K,29.3 K,,,,,,,,,,,,,,
640,29.3 K,29.3 K,29.3 K,,,,,,,,,,,,,,
645,29.3 K,29.3 K,29.3 K,,,,,,,,,,,,,,
650,29.3 K,29.3 K,29.3 K,,,,,,,,,,,,,,
655,29.3 K,29.3 K,29.3 K,,,,,,,,,,,,,,
660,29.3 K,29.3 K,29.3 K,,,,,,,,,,,,,,
665,29.3 K,29.3 K,29.3 K,,,,,,,,,,,,,,
670,29.3 K,29.3 K,29.3 K,,,,,,,,,,,,,,
675,29.3 K,29.3 K,29.3 K,,,,,,,,,,,,,,
680,29.3 K,29.3 K,29.3 K,,,,,,,,,,,,,,
685,29.3 K,29.3 K,29.3 K,,,,,,,,,,,,,,
690,29.3 K,29.3 K,29.3 K,,,,,,,,,,,,,,
695,29.3 K,29.3 K,29.3 K,,,,,,,,,,,,,,
700,29.3 K,29.3 K,29.3 K,,,,,,,,,,,,,,
705,29.3 K,29.3 K,29.3 K,,,,,,,,,,,,,,
710,29.3 K,29.3 K,29.3 K,,,,,,,,,,,,,,
715,29.3 K,29.3 K,29.3 K,,,,,,,,,,,,,,
720,29.3 K,29.3 K,29.3 K,,,,,,,,,,,,,,
725,29.3 K,29.3 K,29.3 K,,,,,,,,,,,,,,
730,29.3 K,29.3 K,29.3 K,,,,,,,,,,,,,,
735,29.3 K,29.3 K,29.3 K,,,,,,,,,,,,,,
740,29.3 K,29.3 K,29.3 K,,,,,,,,,,,,,,
745,29.3 K,29.3 K,29.3 K,,,,,,,,,,,,,,
750,29.3 K,29.3 K,29.3 K,,,,,,,,,,,,,,
755,29.3 K,29.3 K,29.3 K,,,,,,,,,,,,,,
760,29.3 K,29.3 K,29.3 K,,,,,,,,,,,,,,
765,29.3 K,29.3 K,29.3 K,,,,,,,,,,,,,,
770,29.3 K,29.3 K,29.3 K,,,,,,,,,,,,,,
775,29.3 K,29.3 K,29.3 K,,,,,,,,,,,,,,
780,29.3 K,29.3 K,29.3 K,,,,,,,,,,,,,,
785,29.3 K,29.3 K,29.3 K,,,,,,,,,,,,,,
790,29.3 K,29.3 K,29.3 K,,,,,,,,,,,,,,
795,29.3 K,29.3 K,29.3 K,,,,,,,,,,,,,,
800,29.3 K,29.3 K,29.3 K,,,,,,,,,,,,,,
805,29.3 K,29.3 K,29.3 K,,,,,,,,,,,,,,
810,29.3 K,29.3 K,29.3 K,,,,,,,,,,,,,,
815,29.3 K,29.3 K,29.3 K,,,,,,,,,,,,,,
820,29.3 K,29.3 K,29.3 K,,,,,,,,,,,,,,
825,29.3 K,29.3 K,29.3 K,,,,,,,,,,,,,,
830,29.3 K,29.3 K,29.3 K,,,,,,,,,,,,,,
835,29.3 K,29.3 K,29.3 K,,,,,,,,,,,,,,
840,29.3 K,29.3 K,29.3 K,,,,,,,,,,,,,,
845,29.3 K,29.3 K,29.3 K,,,,,,,,,,,,,,
850,29.3 K,29.3 K,29.3 K,,,,,,,,,,,,,,
855,29.3 K,29.3 K,29.3 K,,,,,,,,,,,,,,
860,,29.3 K,29.3 K,,,,,,,,,,,,,,
