Time,orderer.dwntp.com:8443,peer0.org1.dwntp.com:9443,peer1.org1.dwntp.com:9443,peer10.org1.dwntp.com:9443,peer11.org1.dwntp.com:9443,peer12.org1.dwntp.com:9443,peer13.org1.dwntp.com:9443,peer14.org1.dwntp.com:9443,peer15.org1.dwntp.com:9443,peer2.org1.dwntp.com:9443,peer3.org1.dwntp.com:9443,peer4.org1.dwntp.com:9443,peer5.org1.dwntp.com:9443,peer6.org1.dwntp.com:9443,peer7.org1.dwntp.com:9443,peer8.org1.dwntp.com:9443,peer9.org1.dwntp.com:9443
155,980,927,912,,,,,,,942,921,,,,,,
160,1.21 K,1.10 K,1.04 K,,,,,,,1.15 K,1.07 K,,,,,,
165,1.46 K,1.35 K,1.29 K,,,,,,,1.40 K,1.32 K,,,,,,
170,1.71 K,1.60 K,1.54 K,,,,,,,1.65 K,1.57 K,,,,,,
175,1.96 K,1.85 K,1.79 K,,,,,,,1.90 K,1.82 K,,,,,,
180,2.21 K,2.10 K,2.04 K,,,,,,,2.15 K,2.07 K,,,,,,
185,2.38 K,2.32 K,2.28 K,,,,,,,2.37 K,2.31 K,,,,,,
190,2.41 K,2.40 K,2.40 K,,,,,,,2.40 K,2.40 K,,,,,,
195,2.41 K,2.41 K,2.41 K,,,,,,,2.41 K,2.41 K,,,,,,
200,2.41 K,2.41 K,2.41 K,,,,,,,2.41 K,2.41 K,,,,,,
205,2.41 K,2.41 K,2.41 K,,,,,,,2.41 K,2.41 K,,,,,,
210,2.41 K,2.41 K,2.41 K,,,,,,,2.41 K,2.41 K,,,,,,
215,2.51 K,2.45 K,2.43 K,,,,,,,2.48 K,2.44 K,,,,,,
220,2.70 K,2.60 K,2.56 K,,,,,,,2.65 K,2.59 K,,,,,,
225,2.94 K,2.84 K,2.78 K,,,,,,,2.89 K,2.82 K,,,,,,
230,3.18 K,3.08 K,3.02 K,,,,,,,3.14 K,3.06 K,,,,,,
235,3.43 K,3.32 K,3.26 K,,,,,,,3.38 K,3.30 K,,,,,,
240,3.67 K,3.56 K,3.50 K,,,,,,,3.62 K,3.54 K,,,,,,
245,3.91 K,3.80 K,3.75 K,,,,,,,3.86 K,3.78 K,,,,,,
250,4.15 K,4.04 K,3.99 K,,,,,,,4.10 K,4.02 K,,,,,,
255,4.40 K,4.29 K,4.23 K,,,,,,,4.35 K,4.27 K,,,,,,
260,4.66 K,4.55 K,4.48 K,,,,,,,4.61 K,4.52 K,,,,,,
265,4.93 K,4.81 K,4.75 K,,,,,,,4.88 K,4.79 K,,,,,,
270,5.20 K,5.08 K,5.02 K,,,,,,,5.15 K,5.06 K,,,,,,
275,5.47 K,5.36 K,5.29 K,,,,,,,5.42 K,5.33 K,,,,,,
280,5.75 K,5.63 K,5.56 K,,,,,,,5.69 K,5.60 K,,,,,,
285,6.02 K,5.90 K,5.83 K,,,,,,,5.96 K,5.87 K,,,,,,
290,6.29 K,6.17 K,6.11 K,,,,,,,6.23 K,6.14 K,,,,,,
295,6.56 K,6.44 K,6.38 K,,,,,,,6.51 K,6.42 K,,,,,,
300,6.86 K,6.73 K,6.66 K,,,,,,,6.79 K,6.70 K,,,,,,
305,7.16 K,7.03 K,6.95 K,,,,,,,7.10 K,7.00 K,,,,,,
310,7.47 K,7.33 K,7.26 K,,,,,,,7.41 K,7.31 K,,,,,,
315,7.78 K,7.64 K,7.57 K,,,,,,,7.72 K,7.61 K,,,,,,
320,8.09 K,7.95 K,7.88 K,,,,,,,8.03 K,7.92 K,,,,,,
325,8.40 K,8.26 K,8.19 K,,,,,,,8.34 K,8.23 K,,,,,,
330,8.71 K,8.57 K,8.50 K,,,,,,,8.64 K,8.54 K,,,,,,
335,9.03 K,8.88 K,8.81 K,,,,,,,8.95 K,8.85 K,,,,,,
340,9.42 K,9.24 K,9.15 K,,,,,,,9.33 K,9.20 K,,,,,,
345,9.87 K,9.66 K,9.56 K,,,,,,,9.77 K,9.62 K,,,,,,
350,10.3 K,10.1 K,10.0 K,,,,,,,10.2 K,10.1 K,,,,,,
355,10.8 K,10.6 K,10.5 K,,,,,,,10.7 K,10.6 K,,,,,,
360,11.3 K,11.1 K,11.0 K,,,,,,,11.2 K,11.1 K,,,,,,
365,11.8 K,11.6 K,11.5 K,,,,,,,11.7 K,11.5 K,,,,,,
370,12.3 K,12.1 K,12.0 K,,,,,,,12.2 K,12.0 K,,,,,,
375,12.8 K,12.6 K,12.4 K,,,,,,,12.7 K,12.5 K,,,,,,
380,13.3 K,13.0 K,12.9 K,,,,,,,13.2 K,13.0 K,,,,,,
385,13.7 K,13.5 K,13.4 K,,,,,,,13.6 K,13.5 K,,,,,,
390,14.2 K,14.0 K,13.9 K,,,,,,,14.1 K,14.0 K,,,,,,
395,14.7 K,14.5 K,14.4 K,,,,,,,14.6 K,14.5 K,,,,,,
400,15.2 K,15.0 K,14.9 K,,,,,,,15.1 K,14.9 K,,,,,,
405,15.7 K,15.5 K,15.3 K,,,,,,,15.6 K,15.4 K,,,,,,
410,16.2 K,15.9 K,15.8 K,,,,,,,16.1 K,15.9 K,,,,,,
415,16.6 K,16.4 K,16.3 K,,,,,,,16.5 K,16.4 K,,,,,,
420,17.1 K,16.9 K,16.8 K,,,,,,,17.0 K,16.9 K,,,,,,
425,17.6 K,17.4 K,17.3 K,,,,,,,17.5 K,17.4 K,,,,,,
430,18.1 K,17.9 K,17.8 K,,,,,,,18.0 K,17.8 K,,,,,,
435,18.6 K,18.4 K,18.3 K,,,,,,,18.5 K,18.3 K,,,,,,
440,19.1 K,18.9 K,18.7 K,,,,,,,19.0 K,18.8 K,,,,,,
445,19.5 K,19.3 K,19.2 K,,,,,,,19.4 K,19.3 K,,,,,,
450,20.0 K,19.8 K,19.7 K,,,,,,,19.9 K,19.8 K,,,,,,
455,20.5 K,20.3 K,20.2 K,,,,,,,20.4 K,20.3 K,,,,,,
460,21.0 K,20.8 K,20.7 K,,,,,,,20.9 K,20.7 K,,,,,,
465,21.5 K,21.3 K,21.1 K,,,,,,,21.4 K,21.2 K,,,,,,
470,22.0 K,21.7 K,21.6 K,,,,,,,21.9 K,21.7 K,,,,,,
475,22.4 K,22.2 K,22.1 K,,,,,,,22.3 K,22.2 K,,,,,,
480,22.9 K,22.7 K,22.6 K,,,,,,,22.8 K,22.7 K,,,,,,
485,23.4 K,23.2 K,23.1 K,,,,,,,23.3 K,23.2 K,,,,,,
490,23.9 K,23.7 K,23.6 K,,,,,,,23.8 K,23.6 K,,,,,,
495,24.4 K,24.2 K,24.0 K,,,,,,,24.3 K,24.1 K,,,,,,
500,24.9 K,24.6 K,24.5 K,,,,,,,24.8 K,24.6 K,,,,,,
505,25.3 K,25.1 K,25.0 K,,,,,,,25.2 K,25.1 K,,,,,,
510,25.8 K,25.6 K,25.5 K,,,,,,,25.7 K,25.6 K,,,,,,
515,26.2 K,26.0 K,25.9 K,,,,,,,26.1 K,26.0 K,,,,,,
520,26.3 K,26.3 K,26.3 K,,,,,,,26.3 K,26.3 K,,,,,,
525,26.3 K,26.3 K,26.3 K,,,,,,,26.3 K,26.3 K,,,,,,
530,26.3 K,26.3 K,26.3 K,,,,,,,26.3 K,26.3 K,,,,,,
535,26.3 K,26.3 K,26.3 K,,,,,,,26.3 K,26.3 K,,,,,,
540,26.8 K,26.6 K,26.5 K,,,,,,,26.7 K,26.5 K,,,,,,
545,27.2 K,27.0 K,26.9 K,,,,,,,27.1 K,27.0 K,,,,,,
550,27.3 K,27.3 K,27.3 K,,,,,,,27.3 K,27.3 K,,,,,,
555,27.3 K,27.3 K,27.3 K,,,,,,,27.3 K,27.3 K,,,,,,
560,27.3 K,27.3 K,27.3 K,,,,,,,27.3 K,27.3 K,,,,,,
565,27.3 K,27.3 K,27.3 K,,,,,,,27.3 K,27.3 K,,,,,,
570,27.3 K,27.3 K,27.3 K,,,,,,,27.3 K,27.3 K,,,,,,
575,27.3 K,27.3 K,27.3 K,,,,,,,27.3 K,27.3 K,,,,,,
580,27.3 K,27.3 K,27.3 K,,,,,,,27.3 K,27.3 K,,,,,,
585,27.3 K,27.3 K,27.3 K,,,,,,,27.3 K,27.3 K,,,,,,
590,27.3 K,27.3 K,27.3 K,,,,,,,27.3 K,27.3 K,,,,,,
595,27.3 K,27.3 K,27.3 K,,,,,,,27.3 K,27.3 K,,,,,,
600,27.3 K,27.3 K,27.3 K,,,,,,,27.3 K,27.3 K,,,,,,
605,27.3 K,27.3 K,27.3 K,,,,,,,27.3 K,27.3 K,,,,,,
610,27.3 K,27.3 K,27.3 K,,,,,,,27.3 K,27.3 K,,,,,,
615,27.3 K,27.3 K,27.3 K,,,,,,,27.3 K,27.3 K,,,,,,
620,27.3 K,27.3 K,27.3 K,,,,,,,27.3 K,27.3 K,,,,,,
625,27.3 K,27.3 K,27.3 K,,,,,,,27.3 K,27.3 K,,,,,,
630,27.3 K,27.3 K,27.3 K,,,,,,,27.3 K,27.3 K,,,,,,
635,27.3 K,27.3 K,27.3 K,,,,,,,27.3 K,27.3 K,,,,,,
640,27.3 K,27.3 K,27.3 K,,,,,,,27.3 K,27.3 K,,,,,,
645,27.3 K,27.3 K,27.3 K,,,,,,,27.3 K,27.3 K,,,,,,
650,27.3 K,27.3 K,27.3 K,,,,,,,27.3 K,27.3 K,,,,,,
655,27.3 K,27.3 K,27.3 K,,,,,,,27.3 K,27.3 K,,,,,,
660,27.3 K,27.3 K,27.3 K,,,,,,,27.3 K,27.3 K,,,,,,
665,27.3 K,27.3 K,27.3 K,,,,,,,27.3 K,27.3 K,,,,,,
670,27.3 K,27.3 K,27.3 K,,,,,,,27.3 K,27.3 K,,,,,,
675,27.3 K,27.3 K,27.3 K,,,,,,,27.3 K,27.3 K,,,,,,
680,27.3 K,27.3 K,27.3 K,,,,,,,27.3 K,27.3 K,,,,,,
685,27.3 K,27.3 K,27.3 K,,,,,,,27.3 K,27.3 K,,,,,,
690,27.3 K,27.3 K,27.3 K,,,,,,,27.3 K,27.3 K,,,,,,
695,27.3 K,27.3 K,27.3 K,,,,,,,27.3 K,27.3 K,,,,,,
700,27.3 K,27.3 K,27.3 K,,,,,,,27.3 K,27.3 K,,,,,,
705,27.3 K,27.3 K,27.3 K,,,,,,,27.3 K,27.3 K,,,,,,
710,27.3 K,27.3 K,27.3 K,,,,,,,27.3 K,27.3 K,,,,,,
715,27.3 K,27.3 K,27.3 K,,,,,,,27.3 K,27.3 K,,,,,,
720,27.3 K,27.3 K,27.3 K,,,,,,,27.3 K,27.3 K,,,,,,
725,27.3 K,27.3 K,27.3 K,,,,,,,27.3 K,27.3 K,,,,,,
730,27.3 K,27.3 K,27.3 K,,,,,,,27.3 K,27.3 K,,,,,,
735,27.3 K,27.3 K,27.3 K,,,,,,,27.3 K,27.3 K,,,,,,
740,27.3 K,27.3 K,27.3 K,,,,,,,27.3 K,27.3 K,,,,,,
745,27.3 K,27.3 K,27.3 K,,,,,,,27.3 K,27.3 K,,,,,,
750,27.3 K,27.3 K,27.3 K,,,,,,,27.3 K,27.3 K,,,,,,
755,27.3 K,27.3 K,27.3 K,,,,,,,27.3 K,27.3 K,,,,,,
760,27.3 K,27.3 K,27.3 K,,,,,,,27.3 K,27.3 K,,,,,,
765,27.3 K,27.3 K,27.3 K,,,,,,,27.3 K,27.3 K,,,,,,
770,27.3 K,27.3 K,27.3 K,,,,,,,27.3 K,27.3 K,,,,,,
775,27.3 K,27.3 K,27.3 K,,,,,,,27.3 K,27.3 K,,,,,,
780,27.3 K,27.3 K,27.3 K,,,,,,,27.3 K,27.3 K,,,,,,
785,27.3 K,27.3 K,27.3 K,,,,,,,27.3 K,27.3 K,,,,,,
790,27.3 K,27.3 K,27.3 K,,,,,,,27.3 K,27.3 K,,,,,,
795,27.3 K,27.3 K,27.3 K,,,,,,,27.3 K,27.3 K,,,,,,
800,27.3 K,27.3 K,27.3 K,,,,,,,27.3 K,27.3 K,,,,,,
805,27.3 K,27.3 K,27.3 K,,,,,,,27.3 K,27.3 K,,,,,,
810,27.3 K,27.3 K,27.3 K,,,,,,,27.3 K,27.3 K,,,,,,
815,27.3 K,27.3 K,27.3 K,,,,,,,27.3 K,27.3 K,,,,,,
820,27.3 K,27.3 K,27.3 K,,,,,,,27.3 K,27.3 K,,,,,,
825,27.3 K,27.3 K,27.3 K,,,,,,,27.3 K,27.3 K,,,,,,
830,27.3 K,27.3 K,27.3 K,,,,,,,27.3 K,27.3 K,,,,,,
835,27.3 K,27.3 K,27.3 K,,,,,,,27.3 K,27.3 K,,,,,,
840,27.3 K,27.3 K,27.3 K,,,,,,,27.3 K,27.3 K,,,,,,
845,27.3 K,27.3 K,27.3 K,,,,,,,27.3 K,27.3 K,,,,,,
850,27.3 K,27.3 K,27.3 K,,,,,,,27.3 K,27.3 K,,,,,,
855,27.3 K,27.3 K,27.3 K,,,,,,,27.3 K,27.3 K,,,,,,
860,27.3 K,27.3 K,27.3 K,,,,,,,27.3 K,27.3 K,,,,,,
865,27.3 K,27.3 K,27.3 K,,,,,,,27.3 K,27.3 K,,,,,,
870,27.3 K,27.3 K,27.3 K,,,,,,,27.3 K,27.3 K,,,,,,
875,27.3 K,27.3 K,27.3 K,,,,,,,27.3 K,27.3 K,,,,,,
880,27.3 K,27.3 K,27.3 K,,,,,,,27.3 K,27.3 K,,,,,,
885,27.3 K,27.3 K,27.3 K,,,,,,,27.3 K,27.3 K,,,,,,
890,27.3 K,27.3 K,27.3 K,,,,,,,27.3 K,27.3 K,,,,,,
895,27.3 K,27.3 K,27.3 K,,,,,,,27.3 K,27.3 K,,,,,,
900,27.3 K,27.3 K,27.3 K,,,,,,,27.3 K,27.3 K,,,,,,
905,27.3 K,27.3 K,27.3 K,,,,,,,27.3 K,27.3 K,,,,,,
910,27.3 K,27.3 K,27.3 K,,,,,,,27.3 K,27.3 K,,,,,,
915,27.3 K,27.3 K,27.3 K,,,,,,,27.3 K,27.3 K,,,,,,
920,,27.3 K,27.3 K,,,,,,,27.3 K,27.3 K,,,,,,
