Time,Block Processing Time (s),Block Processing Time (s),Block Processing Time (s),Block Processing Time (s),Block Processing Time (s),Block Processing Time (s),Block Processing Time (s),Block Processing Time (s),Block Processing Time (s),Block Processing Time (s),Block Processing Time (s),Block Processing Time (s),Block Processing Time (s),Block Processing Time (s),Block Processing Time (s),Block Processing Time (s)
5,NaN,NaN,,,,,,,NaN,NaN,NaN,NaN,NaN,0.000194,,
10,0.000379,0.000602,,,,,,,0.000350,0.000365,0.000266,0.000357,0.000337,0.000332,,
15,0.000402,0.000661,,,,,,,0.000351,0.000379,0.000427,0.000357,0.000344,0.000318,,
20,0.000402,0.000661,,,,,,,0.000351,0.000379,0.000427,0.000357,0.000344,0.000528,,
25,NaN,NaN,,,,,,,NaN,NaN,0.000588,NaN,NaN,NaN,,
30,NaN,NaN,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN,,
35,NaN,NaN,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN,,
40,NaN,NaN,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN,,
45,NaN,NaN,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN,,
50,0.000217,NaN,,,,,,,0.000402,NaN,NaN,0.000319,0.000342,0.000337,,
55,0.000347,0.000276,,,,,,,0.000373,0.000285,0.000353,0.000365,0.000307,0.000451,,
60,0.000372,0.000493,,,,,,,0.000383,0.000333,0.000348,0.000370,0.000322,0.000389,,
65,0.000384,0.000391,,,,,,,0.000393,0.000387,0.000335,0.000375,0.000375,0.000368,,
70,0.000390,0.000367,,,,,,,0.000377,0.000399,0.000329,0.000365,0.000376,0.000341,,
75,0.000373,0.000312,,,,,,,0.000364,0.000374,0.000347,0.000359,0.000388,0.000334,,
80,0.000347,0.000317,,,,,,,0.000339,0.000337,0.000355,0.000340,0.000352,0.000338,,
85,0.000345,0.000338,,,,,,,0.000344,0.000322,0.000355,0.000332,0.000350,0.000344,,
90,0.000342,0.000335,,,,,,,0.000337,0.000334,0.000337,0.000325,0.000324,0.000383,,
95,0.000361,0.000351,,,,,,,0.000334,0.000328,0.000315,0.000319,0.000320,0.000400,,
100,0.000333,0.000321,,,,,,,0.000306,0.000327,0.000309,0.000323,0.000331,0.000407,,
105,0.000325,0.000303,,,,,,,0.0000760,0.000258,0.000279,0.000123,0.000261,0.000134,,
110,NaN,NaN,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN,,
115,NaN,NaN,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN,,
120,NaN,NaN,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN,,
125,NaN,NaN,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN,,
130,0.000359,0.000275,,,,,,,0.000356,0.000413,NaN,0.000334,0.000396,0.000346,,
135,0.000327,0.000338,,,,,,,0.000325,0.000346,0.000317,0.000338,0.000332,0.000334,,
140,0.000318,0.000324,,,,,,,0.000327,0.000319,0.000311,0.000319,0.000310,0.000322,,
145,0.000316,0.000318,,,,,,,0.000329,0.000316,0.000314,0.000327,0.000312,0.000315,,
150,0.000318,0.000313,,,,,,,0.000329,0.000312,0.000316,0.000330,0.000314,0.000315,,
155,0.000324,0.000314,,,,,,,0.000326,0.000328,0.000317,0.000330,0.000327,0.000319,,
160,0.000344,0.000331,,,,,,,0.000328,0.000346,0.000329,0.000347,0.000345,0.000341,,
165,0.000365,0.000352,,,,,,,0.000345,0.000379,0.000355,0.000356,0.000363,0.000361,,
170,0.000395,0.000390,,,,,,,0.000370,0.000407,0.000384,0.000403,0.000397,0.000418,,
175,0.000403,0.000417,,,,,,,0.000385,0.000435,0.000434,0.000386,0.000394,0.000438,,
