Time,Enqueue Duration (s)
0,NaN
5,NaN
30,NaN
35,NaN
40,NaN
45,NaN
50,NaN
55,NaN
60,NaN
65,NaN
70,0.0000379
75,0.0000362
80,0.0000365
85,0.0000360
90,0.0000354
95,0.0000354
100,0.0000357
105,0.0000361
110,0.0000355
115,0.0000363
120,0.0000365
125,0.0000371
130,0.0000352
135,0.0000353
140,0.0000347
145,0.0000357
150,0.0000260
155,NaN
160,NaN
165,NaN
170,NaN
175,NaN
180,0.0000298
185,0.0000289
190,0.0000289
195,0.0000284
200,0.0000286
205,0.0000284
210,0.0000291
215,0.0000299
220,0.0000301
225,0.0000295
230,0.0000287
235,0.0000286
240,0.0000290
245,0.0000300
250,0.0000317
255,0.0000327
260,NaN
265,NaN
270,NaN
275,NaN
280,NaN
285,NaN
290,NaN
295,NaN
300,NaN
305,NaN
310,0.0000304
315,0.0000306
320,0.0000331
325,0.0000340
330,0.0000417
335,0.0000467
340,0.0000478
345,0.0000462
350,0.0000407
355,0.0000386
360,0.0000321
365,0.0000297
370,0.0000291
375,0.0000292
380,0.0000294
385,0.0000298
390,NaN
395,NaN
400,NaN
405,NaN
410,NaN
415,0.0000302
420,0.0000336
425,0.0000322
430,0.0000325
435,0.0000309
440,0.0000312
445,0.0000308
450,0.0000339
455,0.0000376
460,0.0000479
465,0.0000986
470,0.000104
475,0.000105
480,0.0000656
485,0.0000713
490,0.0000710
495,0.0000769
500,0.000109
505,0.000140
510,0.000144
515,0.000140
520,0.000141
525,0.000137
530,0.000126
535,0.000233
540,0.000376
545,0.00134
550,0.00186
555,0.00333
560,0.00289
565,0.00240
570,0.00122
575,0.00300
580,0.00397
585,0.0108
590,0.0310
595,0.0347
600,0.0364
605,0.0129
610,0.156
615,0.188
620,0.135
625,0.0645
630,0.0210
635,0.0173
640,0.00863
645,0.0366
650,0.0506
655,0.0446
660,0.0324
665,0.0178
670,0.0145
675,0.0128
680,0.0127
685,0.0338
690,0.0373
695,0.0363
700,0.0277
705,0.0192
710,0.0108
715,0.00811
720,0.00393
725,0.00148
730,0.000265
735,0.000220
740,0.000122
745,0.000186
750,0.000182
755,0.000157
760,0.0000565
765,0.0000537
770,NaN
775,NaN
780,NaN
785,NaN
790,NaN
795,NaN
800,NaN
805,0.0000303
810,0.0000846
815,0.000283
820,0.000217
825,0.000200
830,0.0000753
835,0.0000495
840,0.0000435
845,0.0000462
850,0.0000477
855,0.0000477
860,0.0000493
865,NaN
870,NaN
875,NaN
880,NaN
885,NaN
890,NaN
895,NaN
900,NaN
905,NaN
910,NaN
915,NaN
920,NaN
925,NaN
930,NaN
935,NaN
940,NaN
945,NaN
950,NaN
955,NaN
960,NaN
965,NaN
970,NaN
975,NaN
980,NaN
985,NaN
990,NaN
995,NaN
1000,NaN
1005,NaN
1010,NaN
1015,NaN
1020,NaN
1025,NaN
1030,NaN
1035,NaN
1040,NaN
1045,NaN
1050,NaN
1055,NaN
1060,NaN
1065,NaN
1070,NaN
1075,NaN
1080,NaN
1085,NaN
1090,NaN
1095,NaN
1100,NaN
1105,NaN
1110,NaN
1115,NaN
1120,NaN
1125,NaN
1130,NaN
1135,NaN
1140,NaN
1145,NaN
1150,NaN
1155,NaN
1160,NaN
1165,NaN
1170,NaN
1175,NaN
1180,NaN
1185,NaN
1190,NaN
1195,NaN
1200,NaN
1205,NaN
1210,NaN
1215,NaN
1220,NaN
1225,NaN
1230,NaN
1235,NaN
1240,NaN
1245,NaN
