Time,node_exporter:9100,orderer.dwntp.com:8443,peer0.org1.dwntp.com:9443,peer1.org1.dwntp.com:9443,peer10.org1.dwntp.com:9443,peer11.org1.dwntp.com:9443,peer12.org1.dwntp.com:9443,peer13.org1.dwntp.com:9443,peer14.org1.dwntp.com:9443,peer15.org1.dwntp.com:9443,peer2.org1.dwntp.com:9443,peer3.org1.dwntp.com:9443,peer4.org1.dwntp.com:9443,peer5.org1.dwntp.com:9443,peer6.org1.dwntp.com:9443,peer7.org1.dwntp.com:9443,peer8.org1.dwntp.com:9443,peer9.org1.dwntp.com:9443
4,24211456,93696000,217010176,204824576,,,,,,,,,,,,,,
9,24162304,74571776,209715200,203755520,,,,,,,,,,,,,,
14,24293376,96542720,209203200,204627968,,,,,,,,,,,,,,
19,24477696,80142336,221241344,203120640,,,,,,,,,,,,,,
24,24346624,99201024,215977984,203603968,,,,,,,,,,,,,,
29,24346624,81567744,221474816,211533824,,,,,,,,,,,,,,
34,24358912,101490688,222613504,217554944,,,,,,,,,,,,,,
39,24489984,83415040,238858240,226951168,,,,,,,,,,,,,,
44,24195072,104648704,237936640,227737600,,,,,,,,,,,,,,
49,24326144,91250688,244510720,231243776,,,,,,,,,,,,,,
54,24326144,76308480,227467264,208818176,,,,,,,,,,,,,,
59,24829952,106131456,226213888,217833472,,,,,,,,,,,,,,
64,24109056,86466560,243838976,240144384,,,,,,,,,,,,,,
69,24371200,110776320,250523648,249556992,,,,,,,,,,,,,,
74,24313856,93396992,259813376,251260928,,,,,,,,,,,,,,
79,24313856,81080320,259940352,252055552,,,,,,,,,,,,,,
84,23875584,100425728,223522816,217858048,,,,,,,,,,,,,,
89,24006656,92942336,229429248,225714176,,,,,,,,,,,,,,
94,23937024,81461248,246710272,236933120,,,,,,,,,,,,,,
99,24068096,109760512,251133952,241651712,,,,,,,,,,,,,,
104,24117248,98897920,253632512,245977088,,,,,,,,,,,,,,
109,24821760,86740992,263602176,253587456,,,,,,,,,,,,,,
114,25083904,101085184,230973440,236609536,,,,,,,,,,,,,,
119,24453120,105570304,251338752,247107584,,,,,,,,,,,,,,
124,24584192,95678464,251600896,246714368,,,,,,,,,,,,,,
129,24506368,95965184,254205952,249860096,,,,,,,,,,,,,,
134,25292800,102498304,260472832,249700352,,,,,,,,,,,,,,
139,25628672,108859392,265666560,257826816,,,,,,,,,,,,,,
144,25628672,75751424,239124480,229273600,,,,,,,,,,,,,,
149,24649728,82198528,243372032,233017344,,,,,,,,,,,,,,
154,24649728,90021888,258314240,247971840,,,,,,,,,,,,,,
159,24068096,97644544,262230016,253194240,,,,,,,,,,,,,,
164,24330240,108032000,271065088,256995328,,,,,,,,,,,,,,
169,24002560,115441664,275156992,260890624,,,,,,,,,,,,,,
174,23859200,88440832,241831936,228360192,,,,,,,,,,,,,,
179,24498176,96292864,248803328,240365568,,,,,,,,,,,,,,
184,24760320,102277120,261709824,250818560,,,,,,,,,,,,,,
189,24502272,112009216,269709312,256045056,,,,,,,,,,,,,,
194,24150016,114794496,273379328,262074368,,,,,,,,,,,,,,
199,24805376,89272320,275152896,267014144,,,,,,,,,,,,,,
204,24506368,96530432,239771648,230887424,,,,,,,,,,,,,,
209,24637440,104665088,251629568,241553408,,,,,,,,,,,,,,
214,24403968,110796800,269422592,256016384,,,,,,,,,,,,,,
219,24666112,113967104,273354752,260775936,,,,,,,,,,,,,,
224,23875584,85348352,276631552,265691136,,,,,,,,,,,,,,
229,24793088,95629312,279154688,268148736,,,,,,,,,,,,,,
234,24027136,102793216,253378560,243351552,,,,,,,,,,,,,,
239,24813568,109948928,262705152,253091840,,,,,,,,,,,,,,
244,24698880,115810304,266559488,255819776,,,,,,,,,,,,,,
249,24375296,90292224,272982016,260669440,,,,,,,,,,,,,,
254,24637440,98443264,277962752,266174464,,,,,,,,,,,,,,
259,24330240,103346176,281370624,266305536,,,,,,,,,,,,,,
264,24592384,110923776,247255040,231366656,,,,,,,,,,,,,,
269,24399872,116809728,252137472,238534656,,,,,,,,,,,,,,
274,24285184,85639168,252502016,240570368,,,,,,,,,,,,,,
279,24494080,93978624,262672384,248041472,,,,,,,,,,,,,,
284,24756224,98967552,263671808,258580480,,,,,,,,,,,,,,
289,24481792,111435776,275156992,266715136,,,,,,,,,,,,,,
294,24072192,117882880,241950720,228986880,,,,,,,,,,,,,,
299,24596480,86798336,250998784,238669824,,,,,,,,,,,,,,
304,24387584,110075904,254214144,244559872,,,,,,,,,,,,,,
309,25169920,110075904,254590976,244559872,,,,,,,,,,,,,,
314,25300992,110075904,254590976,244559872,,,,,,,,,,,,,,
