Time,Enqueue Duration (s)
3,NaN
8,0.0000292
13,0.0000301
18,0.0000366
23,0.0000391
28,0.0000412
33,0.0000404
38,0.0000379
43,0.0000345
48,0.0000298
53,0.0000281
58,NaN
63,NaN
68,NaN
