Time,HostCPU,OrdererCPU,PeersCPU,PeersCPU,PeersCPU,PeersCPU,PeersCPU,PeersCPU,PeersCPU,PeersCPU,PeersCPU,PeersCPU,PeersCPU,PeersCPU,PeersCPU,PeersCPU,PeersCPU,PeersCPU
4,0.333,5.53,9.00,3.20,,,,,,,,,,,,,,
9,0.267,14.7,25.5,11.5,,,,,,,,,,,,,,
14,0.333,23.9,50,20.3,,,,,,,,,,,,,,
19,0.333,27.7,73.1,26.9,,,,,,,,,,,,,,
24,0.333,27.7,75.1,27.4,,,,,,,,,,,,,,
29,0.267,27.6,75.3,27.5,,,,,,,,,,,,,,
34,0.200,27.5,75.2,27.4,,,,,,,,,,,,,,
39,0.267,27.5,74.9,27.2,,,,,,,,,,,,,,
44,0.333,27.7,74.9,27.1,,,,,,,,,,,,,,
49,0.333,29.1,77.1,28.4,,,,,,,,,,,,,,
54,0.333,30.4,80.5,29.8,,,,,,,,,,,,,,
59,0.333,31.7,84.3,31.5,,,,,,,,,,,,,,
64,0.333,31.7,86.2,31.9,,,,,,,,,,,,,,
69,0.267,31.7,86.5,31.8,,,,,,,,,,,,,,
74,0.267,31.7,86.1,31.6,,,,,,,,,,,,,,
79,0.333,31.4,85.5,31.4,,,,,,,,,,,,,,
84,0.333,31.5,85.7,31.6,,,,,,,,,,,,,,
89,0.333,33.1,88.2,33.5,,,,,,,,,,,,,,
94,0.333,35.3,93.7,35.3,,,,,,,,,,,,,,
99,0.400,37.4,99.3,37.4,,,,,,,,,,,,,,
104,0.400,37.6,103,38.1,,,,,,,,,,,,,,
109,0.400,37.5,102,38.2,,,,,,,,,,,,,,
114,0.333,37.9,103,39.1,,,,,,,,,,,,,,
119,0.267,37.9,103,38.5,,,,,,,,,,,,,,
124,0.333,38.3,103,38.8,,,,,,,,,,,,,,
129,0.333,45.3,106,42.1,,,,,,,,,,,,,,
134,0.467,58.5,136,55.0,,,,,,,,,,,,,,
139,0.400,71.5,170,68.3,,,,,,,,,,,,,,
144,0.533,77.7,201,77.5,,,,,,,,,,,,,,
149,0.400,77.8,204,78.2,,,,,,,,,,,,,,
154,0.467,77.9,203,78.1,,,,,,,,,,,,,,
159,0.467,77.7,203,77.3,,,,,,,,,,,,,,
164,0.467,77.8,204,77.8,,,,,,,,,,,,,,
169,0.467,77.9,205,79.1,,,,,,,,,,,,,,
174,0.400,78.3,206,79.8,,,,,,,,,,,,,,
179,0.467,78.1,207,80.1,,,,,,,,,,,,,,
184,0.467,78.3,208,79.8,,,,,,,,,,,,,,
189,0.467,78.3,207,79.9,,,,,,,,,,,,,,
194,0.467,78.5,206,79.8,,,,,,,,,,,,,,
199,0.467,78.7,207,79.9,,,,,,,,,,,,,,
204,0.467,78.5,208,81.2,,,,,,,,,,,,,,
209,0.467,78.3,209,80.7,,,,,,,,,,,,,,
214,0.467,78.0,210,81.4,,,,,,,,,,,,,,
219,0.467,78.4,212,81.7,,,,,,,,,,,,,,
224,0.467,78.5,211,81.9,,,,,,,,,,,,,,
229,0.400,78.8,210,83.3,,,,,,,,,,,,,,
234,0.467,78.6,212,85.3,,,,,,,,,,,,,,
239,0.467,78.7,212,85.5,,,,,,,,,,,,,,
244,0.467,78.7,211,81.8,,,,,,,,,,,,,,
249,0.467,78.8,208,79.2,,,,,,,,,,,,,,
254,0.467,78.6,208,79.4,,,,,,,,,,,,,,
259,0.533,78.5,206,79.6,,,,,,,,,,,,,,
264,0.467,78.5,207,80.1,,,,,,,,,,,,,,
269,0.533,78.5,208,80.8,,,,,,,,,,,,,,
274,0.533,78.5,209,82.8,,,,,,,,,,,,,,
279,0.467,78.6,210,81.5,,,,,,,,,,,,,,
284,0.467,78.7,210,81.8,,,,,,,,,,,,,,
289,0.467,78.7,212,82.0,,,,,,,,,,,,,,
294,0.533,78.5,212,83.9,,,,,,,,,,,,,,
299,0.467,78.7,212,83.9,,,,,,,,,,,,,,
304,0.467,67.0,210,79.3,,,,,,,,,,,,,,
309,0.400,40.9,154,54.6,,,,,,,,,,,,,,
314,0.400,14.5,83.7,26.7,,,,,,,,,,,,,,
