Time,Sent (peer0.org1.dwntp.com:9443),Sent (peer1.org1.dwntp.com:9443),Sent (peer10.org1.dwntp.com:9443),Sent (peer11.org1.dwntp.com:9443),Sent (peer12.org1.dwntp.com:9443),Sent (peer13.org1.dwntp.com:9443),Sent (peer14.org1.dwntp.com:9443),Sent (peer15.org1.dwntp.com:9443),Sent (peer2.org1.dwntp.com:9443),Sent (peer3.org1.dwntp.com:9443),Sent (peer4.org1.dwntp.com:9443),Sent (peer5.org1.dwntp.com:9443),Sent (peer6.org1.dwntp.com:9443),Sent (peer7.org1.dwntp.com:9443),Sent (peer8.org1.dwntp.com:9443),Sent (peer9.org1.dwntp.com:9443),Received (peer0.org1.dwntp.com:9443),Received (peer1.org1.dwntp.com:9443),Received (peer10.org1.dwntp.com:9443),Received (peer11.org1.dwntp.com:9443),Received (peer12.org1.dwntp.com:9443),Received (peer13.org1.dwntp.com:9443),Received (peer14.org1.dwntp.com:9443),Received (peer15.org1.dwntp.com:9443),Received (peer2.org1.dwntp.com:9443),Received (peer3.org1.dwntp.com:9443),Received (peer4.org1.dwntp.com:9443),Received (peer5.org1.dwntp.com:9443),Received (peer6.org1.dwntp.com:9443),Received (peer7.org1.dwntp.com:9443),Received (peer8.org1.dwntp.com:9443),Received (peer9.org1.dwntp.com:9443)
4,2.8,4.2,,,,,,,,,,,,,,,2.8,4.2,,,,,,,,,,,,,,
9,9.466666666666667,11.6,,,,,,,,,,,,,,,9.466666666666667,11.6,,,,,,,,,,,,,,
14,17.866666666666667,19.733333333333334,,,,,,,,,,,,,,,17.866666666666667,19.733333333333334,,,,,,,,,,,,,,
19,26,26.53333333333333,,,,,,,,,,,,,,,26,26.53333333333333,,,,,,,,,,,,,,
24,27.266666666666666,27.599999999999998,,,,,,,,,,,,,,,27.266666666666666,27.599999999999998,,,,,,,,,,,,,,
29,27.599999999999998,27.599999999999998,,,,,,,,,,,,,,,27.599999999999998,27.599999999999998,,,,,,,,,,,,,,
34,27.599999999999998,25.8,,,,,,,,,,,,,,,27.599999999999998,25.8,,,,,,,,,,,,,,
39,20.4,18.2,,,,,,,,,,,,,,,20.4,18.2,,,,,,,,,,,,,,
44,12,10.133333333333333,,,,,,,,,,,,,,,12,10.133333333333333,,,,,,,,,,,,,,
