Time,TPS (Received),TPS (Endorsed Successfully),TPS (Committed Successfully)
3,121.73333333333333,121.8,78
8,0.6,0,0
13,3.7333333333333334,0,0
18,7,0,0
23,9.866666666666667,0,0
28,10.4,0,0
33,10.6,0,0
38,10.866666666666667,0,0
43,10.866666666666667,0,0
48,11.2,0,0
53,11.4,0,0
58,11.533333333333333,0,0
63,11.866666666666667,0,0
68,12,0,0
73,12.4,0,0
78,12.533333333333333,0,0
83,12.733333333333333,0,0
88,13.066666666666666,0,0
93,13.333333333333334,0,0
98,13.799999999999999,0,0
103,14,0,0
108,14.333333333333334,0,0
113,14.666666666666666,0,0
118,15,0,0
123,15.4,0,0
128,15.733333333333333,0,0
133,16.266666666666666,0,0
138,16.733333333333334,0,0
143,17.2,0,0
148,17.666666666666668,0,0
153,18.133333333333333,0,0
158,18.733333333333334,0,0
163,19.4,0,0
168,20,0,0
173,20.733333333333334,0,0
178,21.4,0,0
183,22.266666666666666,0,0
188,23.066666666666666,0,0
193,23.933333333333334,0,0
198,24.933333333333334,0,0
203,26,0,0
208,27.266666666666666,0,0
213,28.599999999999998,0,0
218,30,0,0
223,31.466666666666665,0,0
228,33.2,0,0
233,35.13333333333333,0,0
238,37.4,0,0
243,39.733333333333334,0,0
248,42.6,0,0
253,45.8,0,0
258,49.666666666666664,0,0
263,54.13333333333333,0,0
268,59.46666666666667,0,0
273,65.86666666666666,0,0
278,74.06666666666666,0,0
283,84.6,0,0
288,98.8,0,0
293,92.6,0,0
298,82.06666666666666,0,0
303,67.86666666666666,0,0
308,74,0,0
313,62,0,0
318,37.666666666666664,0,0
323,9.8,0,0
328,0,0,0
333,0,0,0
338,0,0,0
343,0,0,0
348,0,0,0
353,0,0,0
358,0,0,0
363,0,0,0
368,0,0,0
378,0,0,
383,0.72702,0.72702,
388,0.6609583333333333,0.6609583333333333,
393,0.6,0.6,
