Time,TPS (Received),TPS (Endorsed Successfully),TPS (Committed Successfully)
4,51,50.86666666666667,45.266666666666666
9,148.73333333333332,148.66666666666666,169
14,311.73333333333335,311.6666666666667,332.3333333333333
19,467.2,467.26666666666665,472.66666666666663
24,489.8,489.8666666666667,489.66666666666663
29,490.1333333333333,490.2,490
34,490,490,490
39,490.2,490.1333333333333,490.33333333333337
44,490.6666666666667,490.6666666666667,490.6666666666667
49,504.2,504.26666666666665,507
54,526.8666666666667,526.8,529.6666666666666
59,549.3333333333334,549.2666666666667,552
64,558.0666666666666,558,558
69,557.7333333333333,557.8666666666667,558
74,557.6666666666666,557.7333333333333,557.6666666666667
79,558,558,558
84,558.4666666666667,558.4,558.3333333333333
89,565.9333333333333,565.9333333333333,568.6666666666667
94,592.6,592.6,596
99,619.9333333333333,620,623.6666666666667
104,639.5333333333333,639.2666666666667,640.6666666666667
109,641.3333333333334,641.2,641.3333333333334
114,641.8,641.8,641.3333333333334
119,641.5333333333333,641.8,641.3333333333334
124,641.3333333333334,641.5333333333333,641.3333333333334
129,651.8,651.7333333333333,668
134,786.6,786.5333333333333,804
139,931.2666666666667,931.1999999999999,949
144,1066.7333333333333,1066.8,1068.6666666666667
149,1079.5333333333333,1079.6,1080
154,1079.9333333333334,1079.8666666666666,1080
159,1079.0666666666666,1078.7333333333333,1079.3333333333333
164,1080.6666666666667,1080.4,1081.3333333333335
169,1083.7333333333333,1083.5333333333333,1084.3333333333335
174,1086.0666666666666,1086,1086.3333333333335
179,1084.4666666666667,1084.4666666666667,1084.6666666666667
184,1085.8666666666666,1086,1085.3333333333333
189,1083.8,1084,1083.3333333333333
194,1082.6666666666667,1082.6,1082.3333333333335
199,1080,1079.9333333333334,1081
204,1082.9333333333334,1082.8,1083.3333333333333
209,1085.2,1085.3333333333333,1085.3333333333333
214,1085,1085.1333333333332,1084.6666666666667
219,1085.1333333333332,1085.2,1085.3333333333333
224,1088.5333333333333,1088.4666666666667,1088
229,1089.7333333333333,1089.6666666666667,1088.6666666666665
234,1085.7333333333333,1086,1085.3333333333333
239,1081.7333333333333,1081.9333333333334,1081.6666666666665
244,1081.8666666666666,1081.8666666666666,1082.6666666666665
249,1084.1333333333332,1084,1084.3333333333335
254,1086.7333333333333,1086.6666666666667,1087
259,1087.6,1087.7333333333333,1088
264,1087.8666666666666,1087.9333333333334,1087.3333333333335
269,1084.8,1084.8,1084.6666666666667
274,1084.5333333333333,1084.3333333333333,1083.6666666666667
279,1084.4666666666667,1084.4666666666667,1085
284,1086.8,1086.8666666666666,1087.3333333333335
289,1085.8666666666666,1085.8666666666666,1086
294,1085,1085.0666666666666,1084.6666666666667
299,1080.8,1080.6666666666667,1080.6666666666667
304,1066.6,1066.8,1044.3333333333333
309,800.8666666666667,800.8666666666667,756.1333333333333
314,442.06666666666666,442.26666666666665,396.8
