Time,HostCPU,OrdererCPU,PeersCPU,PeersCPU,PeersCPU,PeersCPU,PeersCPU,PeersCPU,PeersCPU,PeersCPU,PeersCPU,PeersCPU,PeersCPU,PeersCPU,PeersCPU,PeersCPU,PeersCPU,PeersCPU
3,0.333,1.60,1.07,1.000,0.933,0.867,0.933,0.933,1.47,1.67,0.867,1.80,1.60,0.867,1.07,1.33,1.33,0.867
8,0.333,5.13,5.20,3.07,2.53,2.87,2.53,2.27,3.60,3.87,3.07,3.87,3.60,2.67,3.20,3.40,3.33,2.00
13,0.333,8.47,10.2,5.07,4.47,4.93,4.53,4.33,5.67,5.80,5.07,5.73,5.67,4.73,5.27,5.60,5.40,4.20
18,0.333,11.7,15,7.13,6.47,7.00,6.73,6.27,7.60,7.80,7.20,7.47,7.53,6.87,7.27,7.53,7.40,6.13
23,0.333,14.3,18.6,8.60,8.20,8.53,8.27,8.07,8.93,9.13,8.47,9.00,9.07,8.53,8.67,8.93,8.87,7.87
28,0.333,16.9,21.7,10.3,9.87,9.87,9.80,9.53,10.5,10.7,10.2,10.7,10.8,9.93,10.3,10.5,10.5,9.33
33,0.333,16.9,25,11.4,11.4,11.4,11.2,11.1,11.1,10.9,11.6,10.7,11.0,11.4,11.3,11.1,11.2,10.9
38,0.333,15.1,22.4,9.80,10.3,10.1,10.3,10.5,9.80,9.67,10.1,9.60,9.73,10.1,9.87,9.73,9.67,10.7
43,0.333,15.7,21.7,9.67,9.80,9.87,9.80,9.87,9.93,9.67,9.80,9.80,9.60,9.87,9.53,9.67,9.73,9.80
48,0.333,19.2,23.8,11.1,10.5,10.8,10.6,10.5,11.5,11.5,10.8,11.8,11.5,10.8,11.0,11.3,11.3,10.1
53,0.333,21.4,27.7,12.7,12.1,12.3,12.3,12.2,12.8,12.8,12.5,12.9,12.9,12.4,12.6,12.7,12.9,12.0
58,0.400,21.2,28.7,12.7,12.7,12.7,12.9,12.9,12.5,12.9,12.8,12.7,12.9,12.6,12.9,12.9,12.6,12.8
63,0.400,19.6,26.7,11.8,12.1,11.9,12.3,12.5,11.7,11.9,11.9,11.7,12.1,11.8,11.7,11.8,11.7,12.5
68,0.333,18.5,26.3,11.9,12.2,11.8,11.9,11.9,11.7,11.7,12.1,11.6,11.9,11.9,11.8,12.1,11.9,11.8
73,0.333,15.3,24.1,10.5,11.2,10.7,11.0,11.3,10.3,10.1,10.6,10,10.3,11.0,10.5,10.4,10.5,11.4
78,0.267,8.80,18.5,7.40,9.00,8.07,8.67,9.13,6.87,6.60,7.93,6.40,6.60,8.40,7.67,7.07,7.27,9.67
83,0.333,3.27,9.87,3.93,5.13,4.60,5.07,5.60,3.40,3.13,4.13,3.13,3.33,4.67,3.93,3.33,3.53,5.93
88,0.333,0.133,3.53,1.73,2.53,2.13,2.47,2.60,1.33,1.27,1.93,1.20,1.27,2.07,1.80,1.40,1.60,2.93
93,0.267,0.133,1.13,1.07,1.07,1.00,1.000,1.07,1.000,1.00,0.933,0.933,1.00,1.00,1.00,1.00,1.07,1.13
98,0.267,0.133,1.07,0.867,0.933,0.867,1.00,0.867,0.933,1.00,0.867,0.867,0.867,0.867,1.000,1.000,1.00,0.867
103,0.267,0.0667,1.27,0.800,0.867,1.00,0.933,0.867,0.867,0.867,0.800,0.867,0.867,0.933,0.867,0.867,0.867,0.933
108,0.333,0.0667,1.20,0.867,0.933,1.07,1.00,0.933,1.07,0.867,0.867,0.933,0.933,0.933,0.933,0.933,0.867,0.933
113,0.333,0.0667,1.27,0.933,1.00,0.933,0.933,1.00,1.00,0.933,0.867,0.867,0.933,0.933,0.867,1.00,0.867,1.00
118,0.333,0.133,1.27,0.933,1.07,0.933,1.07,1.00,1.00,0.933,0.867,0.933,0.867,0.867,0.933,1.00,0.867,0.933
