Time,HostCPU,OrdererCPU,PeersCPU,PeersCPU,PeersCPU,PeersCPU,PeersCPU,PeersCPU,PeersCPU,PeersCPU,PeersCPU,PeersCPU,PeersCPU,PeersCPU,PeersCPU,PeersCPU,PeersCPU,PeersCPU
2,0.333,0.0667,1.20,0.867,0.933,0.933,0.933,0.867,0.933,0.933,0.867,0.800,0.933,0.933,0.867,0.933,0.867,0.867
7,0.267,0.0667,1.27,0.867,0.933,0.867,0.867,0.933,1.000,0.867,0.933,0.800,0.933,0.867,0.933,0.933,1.000,0.933
12,0.267,0.0667,1.13,0.733,0.800,0.867,0.800,0.933,0.933,0.867,0.800,0.800,0.933,0.867,0.800,0.933,0.867,0.867
17,0.267,0,1.07,0.867,0.867,1.000,0.867,0.867,0.933,0.933,0.933,0.933,0.933,0.867,0.933,0.867,0.933,0.933
22,0.333,0.0667,1.00,0.867,0.933,0.933,0.933,0.867,0.933,1.07,0.867,0.933,0.867,1.00,0.933,1.07,0.867,0.933
27,0.333,0.133,1.20,0.933,1.00,0.933,1.00,0.933,1.00,1.07,1.00,1.07,0.867,0.933,1.00,1.00,0.867,1.00
32,0.333,0.133,1.20,0.867,0.933,0.867,1.00,1.07,1.000,0.933,0.933,0.933,0.867,1.000,0.933,0.933,0.867,0.933
37,0.267,0.600,1.27,0.933,1.00,0.933,0.933,1.000,1.27,1.07,1.00,1.27,1.13,0.867,1.07,1.07,1.00,0.867
42,0.333,1.27,2.20,1.53,1.33,1.33,1.40,1.27,1.67,1.67,1.53,1.67,1.67,1.47,1.47,1.53,1.67,1.33
47,0.333,1.93,3.40,2.00,1.87,1.93,1.73,1.73,2.20,2.07,1.93,2.13,2.07,1.87,2.07,2.13,2.20,1.73
52,0.267,2.27,4.47,2.40,2.27,2.47,2.33,2.40,2.40,2.47,2.47,2.40,2.47,2.40,2.27,2.27,2.53,2.33
57,0.267,3.47,5.07,2.80,2.73,2.93,2.53,2.67,3.07,3.07,2.87,3.13,3.20,2.60,2.93,3.07,3.00,2.40
62,0.267,4.87,6.93,3.67,3.33,3.53,3.40,3.40,3.73,4.00,3.67,4.07,3.87,3.40,3.60,3.67,3.60,3.27
67,0.400,6.20,8.87,4.40,4.13,4.33,4.13,4.07,4.40,4.60,4.33,4.67,4.53,4.20,4.47,4.53,4.33,3.87
72,0.333,6.33,9.93,4.60,4.53,4.67,4.60,4.67,4.60,4.60,4.60,4.73,4.60,4.60,4.60,4.47,4.53,4.60
77,0.333,6.33,9.80,4.67,4.73,4.67,4.67,4.60,4.80,4.60,4.60,4.53,4.73,4.60,4.67,4.67,4.80,4.67
82,0.333,6.33,9.73,4.80,4.53,4.67,4.53,4.53,4.80,4.73,4.53,4.60,4.67,4.53,4.67,4.80,4.73,4.73
87,0.333,5.13,9.33,4.33,4.47,4.33,4.40,4.47,4.07,4.13,4.13,3.93,4.00,4.33,4.13,4.20,4.13,4.73
92,0.333,3.80,7.47,3.40,3.80,3.60,3.73,3.93,3.20,3.33,3.33,3.27,3.27,3.67,3.40,3.47,3.33,4.00
97,0.267,2.00,5.33,2.60,3.13,2.87,3.07,3.13,2.40,2.40,2.67,2.33,2.53,2.87,2.67,2.53,2.60,3.33
102,0.333,1.13,3.27,2.00,2.13,2.13,2.20,2.20,2.07,1.93,2.07,1.80,1.87,2.13,2.07,2.07,2.00,2.33
107,0.333,0.467,2.20,1.47,1.67,1.73,1.67,1.67,1.40,1.47,1.67,1.20,1.33,1.60,1.53,1.60,1.47,2.00
112,0.333,0.0667,1.40,1.00,1.27,1.20,1.13,1.20,1.000,1.07,1.20,1.000,0.933,1.13,1.07,1.13,1.07,1.40
117,0.333,0.0667,1.13,0.867,1.13,1.07,1.07,1.07,0.800,0.933,1.000,0.933,0.933,0.933,1.07,1.07,1.000,1.07
122,0.267,0.0667,1.07,0.867,1.000,0.867,0.933,1.000,0.867,1.00,0.933,1.000,0.933,0.933,0.933,0.933,0.933,0.867
127,0.267,0.0667,1.07,0.867,1.00,0.867,0.933,1.000,1.000,0.933,0.867,0.867,0.867,1.000,0.867,0.933,0.867,0.933
132,0.267,0.133,1.07,0.867,0.933,0.867,0.867,0.867,0.933,0.867,0.800,0.800,0.867,1.00,0.733,0.867,0.867,0.933
137,0.267,0.0667,1.20,1.00,0.867,0.933,0.867,0.867,1.000,0.867,0.867,0.867,0.933,0.867,0.867,0.933,0.933,0.867
142,0.333,0.0667,1.27,1.000,0.867,0.867,0.933,0.867,0.933,0.933,0.867,0.867,1.000,0.800,0.867,0.933,1.000,0.933
147,0.267,0.0667,1.13,1.000,0.867,0.867,0.933,0.933,0.933,1.000,0.867,0.867,0.867,0.800,0.867,0.867,0.933,0.867
