Time,Avg Endorsement Latency
4,0.00129
9,0.00118
14,0.00111
19,0.00109
24,0.00106
29,0.00107
34,0.00107
39,0.00109
44,0.00108
49,0.00111
54,0.00113
59,0.00118
64,0.00121
69,0.00121
74,0.00121
79,0.00120
84,0.00118
89,0.00121
94,0.00126
99,0.00132
104,0.00135
109,0.00135
114,0.00135
119,0.00136
124,0.00137
129,0.00141
134,0.00169
139,0.00195
144,0.00213
149,0.00219
154,0.00217
159,0.00219
164,0.00219
169,0.00222
174,0.00222
179,0.00223
184,0.00223
189,0.00225
194,0.00224
199,0.00228
204,0.00227
209,0.00228
214,0.00226
219,0.00227
224,0.00226
229,0.00223
234,0.00227
239,0.00234
244,0.00235
249,0.00232
254,0.00227
259,0.00227
264,0.00225
269,0.00226
274,0.00227
279,0.00228
284,0.00225
289,0.00228
294,0.00228
299,0.00237
304,0.00236
309,0.00224
314,0.00203
