Time,TPS (Received),TPS (Endorsed Successfully),TPS (Committed Successfully)
2,0,0,
7,0,0,
12,3.48,3.48,
17,11.9,11.9,14.1
22,23.3,23.3,24.0
27,34.1,34.1,33.9
32,38.5,38.5,39.7
37,42.6,42.6,43.9
42,43.4,43.4,42.2
47,37.3,37.3,34.0
52,24.9,24.9,21.3
57,15.7,15.7,14.8
62,11.6,11.6,10.6
67,7.40,7.40,6.68
