Time,TPS (Received),TPS (Endorsed Successfully),TPS (Committed Successfully)
3,0,0,0
8,17.5,17.5,47.5
13,139,139,177
18,297,297,337
23,440,440,450
28,479,479,481
33,482,482,482
38,482,482,482
43,483,483,483
48,482,482,484
53,495,495,499
58,513,513,518
63,534,534,538
68,542,542,543
73,544,544,544
78,544,544,544
83,544,543,544
88,544,544,544
93,553,553,557
98,573,573,579
103,597,598,604
108,614,614,616
113,620,620,620
118,620,620,620
123,620,619,620
128,619,619,619
133,632,633,655
138,728,728,756
143,844,844,873
148,947,947,954
153,973,973,974
158,974,975,975
163,979,979,979
168,978,979,979
173,980,979,981
178,979,980,980
183,978,978,979
188,977,977,975
193,975,975,975
198,974,974,974
203,975,975,974
208,975,975,975
213,974,974,974
218,973,973,972
223,970,970,969
228,968,967,968
233,970,970,971
238,970,970,972
243,974,975,975
248,972,972,972
253,971,971,970
258,974,974,972
263,977,977,978
268,981,981,982
273,984,984,984
278,980,980,980
283,977,977,977
288,976,976,977
293,978,978,978
298,979,979,979
303,981,980,981
308,949,950,909
313,787,787,712
318,465,465,385
323,170,170,131
328,8.33,8.33,2.32
