Time,Cluster Size,Active Nodes,Leader Changes / Min
3,1,1,0
8,1,1,0
13,1,1,0
18,1,1,0
23,1,1,0
28,1,1,0
33,1,1,0
38,1,1,0
43,1,1,0
48,1,1,0
53,1,1,0
