Time,Cluster Size,Active Nodes,Leader Changes / Min
0,1,1,0
5,1,1,0
10,1,1,0
15,1,1,0
20,1,1,0
25,1,1,0
30,1,1,0
35,1,1,0
40,1,1,0
45,1,1,0
50,1,1,0
