Time,TPS (Received),TPS (Endorsed Successfully),TPS (Committed Successfully)
1,0,0,0.3458333333333333
6,0,0,0
11,0,0,0
16,0,0,0
21,0,0,0
26,0,0,0
31,0,0,0
36,0,0,0
41,0,0,0
46,0,0,0
51,0.8,0,0
56,1.6666666666666667,0,0
61,2.533333333333333,0.13333333333333333,0
66,2.6,0.3333333333333333,0
71,3.3333333333333335,0.4666666666666667,0
76,4.266666666666667,0.4666666666666667,0
81,6.266666666666667,0.4,0
86,8.2,0.26666666666666666,0
91,9.933333333333334,0.13333333333333333,0
96,10.733333333333333,0,0
101,11,0,0
106,11.133333333333333,0,0
111,11.333333333333334,0,0
116,11.466666666666667,0,0
121,11.8,0,0
126,12.066666666666666,0,0
131,12.266666666666666,0,0
136,12.466666666666667,0,0
141,12.730787175898152,0,0
146,12.933333333333334,0,0
151,13.333333333333334,0,0
156,13.536040541441624,0,0
161,13.933333333333334,0,0
166,14.266666666666666,0,0
171,14.666666666666666,0,0
176,15.066666666666666,0,0
181,15.4,0,0
186,15.733333333333333,0,0
191,16.266666666666666,0,0
196,16.6,0,0
201,17.2,0,0
206,17.53333333333333,0,0
211,18.133333333333333,0,0
216,18.733333333333334,0,0
221,19.333333333333332,0,0
226,19.933333333333334,0,0
231,20.666666666666668,0,0
236,21.4,0,0
241,22.266666666666666,0,0
246,22.933333333333334,0,0
251,23.933333333333334,0,0
256,24.933333333333334,0,0
261,26.066666666666666,0,0
266,27.266666666666666,0,0
271,28.53333333333333,0,0
276,29.933333333333334,0,0
281,31.53333333333333,0,0
286,33.333333333333336,0,0
291,35.46666666666667,0,0
296,37.666666666666664,0,0
301,40.2,0,0
306,43.13333333333333,0,0
311,46.8,0,0
316,51.06666666666666,0,0
321,56.266666666666666,0,0
326,62.6,0,0
331,70.93333333333334,0,0
336,82.46666666666667,0,0
341,99.86666666666666,0,0
346,78.287025,0,0
351,56.816889999999994,0,0
356,0,0,0
361,0,0,0
366,0,0,0
371,0,0,0
376,0,0,0
381,0,0,0
386,0,0,0
391,0,0,0
