Time,TPS (Received),TPS (Endorsed Successfully),TPS (Committed Successfully)
2,0,0,0
7,0,0,0
12,0,0,0
17,0,0,0
22,0,0,0
27,0,0,0
32,0,0,0
37,0,0,7.708333333333334
42,54.199999999999996,54.06666666666666,68.75
47,137.46666666666667,137.4,152.66666666666666
52,243.53333333333333,243.53333333333333,264.1429909181195
57,353.6,350.6,361.0434157880148
62,436.8,432.2,436.90351422739536
67,495.06666666666666,494.5333333333333,470.4577070451245
72,445.3333333333333,448.4,437.67799960524803
77,362.2,366.6666666666667,361.0460983716706
82,258.3333333333333,258.8666666666667,254.07756145263812
87,146,146.06666666666666,131.675
92,62.666666666666664,62.86666666666667,48.50890793100382
97,2.2,2.2,2.7666666666666666
102,0,0,0
107,0,0,0
112,0,0,0
117,0,0,0
122,0,0,0
127,0,0,0
