Time,TPS (Received),TPS (Endorsed Successfully),TPS (Committed Successfully)
3,0,0,2.6666666666666665
8,17.866666666666667,17.866666666666667,21.291666666666668
13,38.733333333333334,38.666666666666664,42.125
18,59.53333333333333,59.53333333333333,63.25
23,80.4,80.4,84.16666666666667
28,101.13333333333333,101.2,105.08333333333334
33,122.06666666666666,122.06666666666666,120.04166666666667
38,107.13333333333333,107.13333333333333,104.12416677776297
43,100,100,99.91666666666667
48,109.39999999999999,109.39999999999999,113.20833333333334
53,130.33333333333334,130.26666666666665,133.29281682002045
58,137.53333333333333,137.46666666666667,137.41666666666669
63,128.06666666666666,128,127.04166666666667
68,125,125,124.125
73,111.46666666666667,111.46666666666667,107.66666666666667
78,81.2,81.26666666666667,74.00833333333333
83,39.53333333333333,39.6,33.266666666666666
88,11.4,11.466666666666667,8.058333333333334
93,0,0,0.05
98,0,0,0
103,0,0,0
108,0,0,0
113,0,0,0
118,0,0,0
