Time,node_exporter:9100,orderer.dwntp.com:8443,peer0.org1.dwntp.com:9443,peer1.org1.dwntp.com:9443,peer10.org1.dwntp.com:9443,peer11.org1.dwntp.com:9443,peer12.org1.dwntp.com:9443,peer13.org1.dwntp.com:9443,peer14.org1.dwntp.com:9443,peer15.org1.dwntp.com:9443,peer2.org1.dwntp.com:9443,peer3.org1.dwntp.com:9443,peer4.org1.dwntp.com:9443,peer5.org1.dwntp.com:9443,peer6.org1.dwntp.com:9443,peer7.org1.dwntp.com:9443,peer8.org1.dwntp.com:9443,peer9.org1.dwntp.com:9443
3,24674304,115585024,165138432,163889152,161710080,163753984,160616448,167976960,159952896,174551040,172716032,165617664,167940096,164806656,165220352,154497024,172351488,163966976
8,24805376,111611904,165793792,168202240,162770944,170622976,163717120,167976960,166371328,175988736,176234496,162820096,164990976,167927808,169652224,163016704,172875776,167243776
13,24379392,115679232,169070592,168202240,165285888,165777408,166338560,174538752,160141312,182267904,168706048,164392960,165253120,177664000,171835392,164159488,170196992,171274240
18,24612864,121708544,172089344,166731776,165285888,164806656,170831872,170676224,164536320,179163136,170164224,164392960,166309888,171769856,172359680,161726464,169984000,171683840
23,24334336,126664704,167710720,165986304,169099264,167444480,162979840,172511232,159391744,171786240,174432256,166559744,170045440,168366080,173813760,168710144,172240896,170684416
28,25382912,131297280,169746432,168615936,173395968,168800256,168079360,175665152,161103872,173559808,175435776,167739392,169074688,174927872,169816064,164405248,174731264,171302912
33,25337856,144588800,168534016,168058880,172466176,172015616,177504256,177721344,166703104,179851264,176168960,173621248,171343872,178528256,175341568,165978112,178491392,174710784
38,25206784,104583168,177336320,168058880,172654592,178429952,168894464,177852416,165068800,182210560,178073600,170639360,175493120,168316928,173244416,170827776,173277184,170680320
43,24539136,105738240,175161344,166821888,171610112,175939584,169611264,183291904,163753984,175681536,175046656,173309952,175685632,171212800,166907904,170549248,172503040,172793856
48,24317952,120635392,181014528,169361408,174886912,175382528,171687936,180654080,164671488,178487296,178921472,176508928,169799680,178872320,173187072,171122688,183099392,172924928
53,24711168,119574528,175087616,169361408,179748864,180084736,177672192,178896896,166506496,183738368,179109888,172744704,175620096,183197696,180813824,171622400,181092352,173842432
58,24547328,125435904,178016256,171057152,181137408,182398976,175190016,184692736,172675072,184524800,178216960,173821952,174632960,181215232,180097024,177668096,179892224,172376064
63,24678400,131596288,187564032,166182912,180346880,183578624,177721344,184332288,166612992,180834304,175439872,172077056,178511872,185671680,174948352,174546944,181579776,179666944
68,25042944,137187328,186056704,173613056,175669248,176889856,179593216,181170176,174854144,182931456,176828416,177057792,176410624,184168448,177926144,176250880,178823168,171761664
73,25112576,140726272,177610752,174923776,176455680,182132736,177233920,186650624,170516480,190853120,175779840,177057792,179531776,184561664,178188288,176111616,185651200,174252032
78,24768512,140726272,177610752,174923776,176979968,175845376,177233920,186650624,173662208,190005248,175779840,177057792,179531776,184561664,178188288,176111616,185913344,174252032
83,24182784,141381632,177610752,173875200,176979968,175845376,177233920,186650624,173662208,190005248,175779840,177057792,179531776,184561664,178188288,176111616,185913344,174252032
88,24444928,141381632,177610752,173875200,177504256,176238592,177233920,186650624,174317568,190005248,175779840,177057792,179531776,184561664,178188288,176111616,185913344,174252032
93,24518656,142036992,177610752,173875200,178159616,176238592,177233920,187043840,174972928,190136320,176566272,177057792,179531776,184561664,178188288,176111616,185913344,174252032
98,25116672,142036992,177610752,173875200,178159616,176238592,177233920,187043840,174972928,190136320,176566272,177057792,179531776,184561664,178188288,176504832,185913344,174252032
103,25247744,142036992,177610752,173875200,178421760,176238592,177233920,187699200,175759360,190136320,176566272,177057792,179531776,184561664,178188288,176504832,185913344,174252032
108,24141824,142036992,178003968,173875200,178421760,176238592,177233920,187699200,176414720,190136320,176566272,177713152,179531776,184561664,178188288,176504832,185913344,174252032
113,24530944,142036992,178003968,173875200,178421760,176238592,177233920,187699200,176414720,190136320,176566272,178368512,179531776,184561664,178188288,176504832,185913344,174252032
118,24567808,142036992,178003968,173875200,178421760,176238592,177627136,187699200,176414720,190136320,176566272,178368512,179531776,184561664,178319360,176504832,185913344,174252032
