Time,TPS (Received),TPS (Endorsed Successfully),TPS (Committed Successfully)
3,0.06666666666666667,0.06666666666666667,
8,0,0,
13,6.1456599999999995,6.1456599999999995,10.642600000000002
18,19.43239,19.43239,22.740924999999997
23,34.660560000000004,34.660560000000004,35.36823749999999
28,47.93333333333333,47.93333333333333,48.438975
33,50.06666666666666,50.06666666666666,49.833333333333336
38,49.93333333333333,49.93333333333333,49.666666666666664
43,43.733333333333334,43.733333333333334,40.5
48,29.066666666666666,29.066666666666666,25.433333333333334
53,12.466666666666667,12.466666666666667,9.1
