Time,TPS (Received),TPS (Endorsed Successfully),TPS (Committed Successfully)
4,41.46666666666667,41.46666666666667,10.933333333333334
9,0,0,0
14,0.5333333333333333,0,0
19,2.1333333333333333,0,0
24,4.666666666666667,0,0
29,7.6,0,0
34,9.6,0,0
39,10.533333333333333,0,0
44,10.666666666666666,0,0
49,10.8,0,0
54,11,0,0
59,11.333333333333334,0,0
64,11.333333333333334,0,0
69,11.666666666666666,0,0
74,11.733333333333333,0,0
79,12.266666666666666,0,0
84,12.39752049590082,0,0
89,12.666666666666666,0,0
94,12.8,0,0
99,13.069280522771223,0,0
104,13.466666666666667,0,0
109,13.866666666666667,0,0
114,14.133333333333333,0,0
119,14.4,0,0
124,14.733333333333333,0,0
129,15.2,0,0
134,15.6,0,0
139,15.933333333333334,0,0
144,16.4,0,0
149,16.866666666666667,0,0
154,17.333333333333332,0,0
159,17.866666666666667,0,0
164,18.4,0,0
169,18.933333333333334,0,0
174,19.6,0,0
179,20.266666666666666,0,0
184,20.933333333333334,0,0
189,21.666666666666668,0,0
194,22.466666666666665,0,0
199,23.333333333333332,0,0
204,24.266666666666666,0,0
209,25.333333333333332,0,0
214,26.53333333333333,0,0
219,27.666666666666668,0,0
224,29,0,0
229,30.466666666666665,0,0
234,32.13333333333333,0,0
239,33.8,0,0
244,35.8,0,0
249,38.13333333333333,0,0
254,40.8,0,0
259,43.8,0,0
264,47.2,0,0
269,51.266666666666666,0,0
274,56,0,0
279,61.733333333333334,0,0
284,69,0,0
289,78.06666666666666,0,0
294,90.26666666666667,0,0
299,97.6,0,0
304,88.6,0,0
309,76.4,0,0
314,69,0,0
319,78.06666666666666,0,0
324,70.6,0,0
329,44.8,0,0
334,15.266666666666666,0,0
339,0,0,0
344,0,0,0
349,0,0,0
354,0,0,0
359,0,0,0
364,0,0,0
369,0,0,0
374,0,0,0
379,0,0,0
394,1.10061,1.10061,
399,1.224305,1.224305,
404,1.1333333333333333,1.1333333333333333,
409,0.3333333333333333,0.3333333333333333,
414,0,0,
419,0,0,
