Time,TPS (Received),TPS (Endorsed Successfully),TPS (Committed Successfully)
0,2.0666666666666664,2.0666666666666664,1.4333333333333333
5,0,0,0
10,1.9333333333333333,1.9333333333333333,7.166666666666667
15,43.266666666666666,43.2,62
20,124.26666666666667,124.26666666666667,144.83333333333334
25,205.6,205.6,221
30,247.66666666666666,247.73333333333332,249.33333333333334
35,249.93333333333334,249.93333333333334,250
40,248.2,248.13333333333333,242.33333333333331
45,206.93333333333334,206.93333333333334,188.06666666666666
50,126.06666666666666,126.06666666666666,105.43333333333334
