Time,TPS (Received),TPS (Endorsed Successfully),TPS (Committed Successfully)
3,0,0,0
8,17.466666666666665,17.466666666666665,47.5
13,139.06666666666666,139,177
18,297.46666666666664,297.46666666666664,337
23,440.4,440.4,450
28,479.26666666666665,479.3333333333333,481.3333333333333
33,482.06666666666666,481.8666666666667,482.1666666666667
38,482.1333333333333,482.1333333333333,482.1666666666667
43,482.73333333333335,482.73333333333335,482.6666666666667
48,482.1333333333333,482.1333333333333,483.6666666666667
53,494.59999999999997,494.59999999999997,498.83333333333337
58,513,513,517.8333333333333
63,533.9333333333333,534.1333333333333,537.6666666666666
68,542.2,542.2,543.1666666666667
73,543.8666666666667,543.8666666666667,544
78,543.6666666666666,543.6,543.5
83,543.5333333333333,543.3333333333334,543.5
88,544,543.8666666666667,544
93,552.8666666666667,552.9333333333333,557.3333333333333
98,572.7333333333333,572.8666666666667,578.8333333333334
103,597.4,597.5333333333333,603.6666666666667
108,614,614,615.8333333333334
113,619.8,619.8666666666667,620
118,620.3333333333334,620.1333333333333,620
123,619.6,619.4666666666667,619.6666666666667
128,619.2,619.2,619
133,632.4666666666667,632.6666666666666,655.1666666666666
138,728.3333333333334,727.8,756
143,844.4666666666667,844.2666666666667,873
148,947.4666666666667,947.4,953.5
153,972.7333333333333,972.8,974.1666666666666
158,974.4666666666667,974.6,975
163,978.7333333333333,978.6,979
168,978.2666666666667,978.6666666666666,978.5
173,979.8666666666667,979.4666666666667,981
178,979.4666666666667,979.5333333333333,979.6666666666667
183,977.9333333333333,977.9333333333333,978.5
188,976.6666666666666,976.9333333333333,975
193,975.1999999999999,975.3333333333334,975.1666666666666
198,974.4666666666667,974.4666666666667,973.5
203,974.8,974.7333333333333,974.1666666666667
208,974.9333333333333,974.7333333333333,975
213,974.0666666666666,974.1333333333333,973.8333333333334
218,972.9333333333333,972.8666666666667,971.6666666666666
223,969.6666666666666,969.6666666666666,969.1666666666666
228,967.6,967.1999999999999,967.5
233,969.6,969.6666666666666,971.3333333333334
238,970.3333333333334,970.3333333333334,971.5
243,974.3333333333334,974.6666666666666,975.1666666666666
248,972.4666666666667,972.4,972.3333333333333
253,971.1999999999999,971,970.3333333333333
258,973.9333333333333,974.0666666666666,972
263,977.4,977.1999999999999,978.1666666666667
268,981,981.2666666666667,982.1666666666667
273,983.6666666666666,983.5333333333333,983.6666666666666
278,979.9333333333333,980,979.5
283,977.1999999999999,977.1333333333333,977.3333333333334
288,975.7333333333333,975.7333333333333,977.1666666666666
293,977.8666666666667,977.7333333333333,978.3333333333333
298,979.1999999999999,979.4,979.3333333333334
303,980.6,980.1999999999999,980.5
308,949.3333333333334,949.9333333333333,908.6666666666666
313,787.3333333333334,787.3333333333334,712.05
318,464.8,465.4,384.8666666666667
323,170.33333333333334,170.33333333333334,131.03333333333333
328,8.333333333333334,8.333333333333334,2.316666666666667
