Time,TPS (Received),TPS (Endorsed Successfully),TPS (Committed Successfully)
0,44.53333333333333,44.6,29.766666666666666
5,2.4,2.4,0.8666666666666666
10,1.1333333333333333,1.1333333333333333,11.166666666666666
15,60.6,60.6,81
20,162.86666666666667,162.8,204
25,328.4,328.3333333333333,359.33333333333337
30,435.59999999999997,435.59999999999997,456.33333333333337
35,500,500,500
40,498.93333333333334,499,488.8333333333333
45,439.46666666666664,439.46666666666664,418.83333333333337
50,337.3333333333333,337.4,296.15
55,171.73333333333332,171.73333333333332,140.86666666666667
60,64.53333333333333,64.53333333333333,44.03333333333333
65,0,0,0.05
