Time,Block Storage Commit Latency (s),Block Storage Commit Latency (s),Block Storage Commit Latency (s),Block Storage Commit Latency (s),Block Storage Commit Latency (s),Block Storage Commit Latency (s),Block Storage Commit Latency (s),Block Storage Commit Latency (s),Block Storage Commit Latency (s),Block Storage Commit Latency (s),Block Storage Commit Latency (s),Block Storage Commit Latency (s),Block Storage Commit Latency (s),Block Storage Commit Latency (s),Block Storage Commit Latency (s),Block Storage Commit Latency (s),Block Storage Commit Latency (s)
3,NaN,NaN,NaN,,,,,,,NaN,NaN,,,,,,
8,0.000860,0.00134,0.00133,,,,,,,0.00136,0.00139,,,,,,
13,0.000842,0.00139,0.00133,,,,,,,0.00134,0.00132,,,,,,
18,0.000835,0.00132,0.00128,,,,,,,0.00128,0.00129,,,,,,
23,0.000819,0.00130,0.00128,,,,,,,0.00127,0.00127,,,,,,
28,0.000827,0.00128,0.00127,,,,,,,0.00126,0.00128,,,,,,
33,0.000825,0.00129,0.00128,,,,,,,0.00128,0.00129,,,,,,
38,0.000829,0.00129,0.00129,,,,,,,0.00128,0.00129,,,,,,
43,0.000819,0.00129,0.00129,,,,,,,0.00128,0.00128,,,,,,
48,0.000820,0.00131,0.00132,,,,,,,0.00132,0.00130,,,,,,
53,0.000827,0.00133,0.00133,,,,,,,0.00134,0.00132,,,,,,
58,0.000840,0.00133,0.00132,,,,,,,0.00134,0.00131,,,,,,
63,0.000851,0.00132,0.00131,,,,,,,0.00133,0.00133,,,,,,
68,0.000863,0.00132,0.00130,,,,,,,0.00132,0.00132,,,,,,
73,0.000847,0.00132,0.00131,,,,,,,0.00132,0.00132,,,,,,
78,0.000841,0.00132,0.00129,,,,,,,0.00129,0.00129,,,,,,
83,0.000830,0.00130,0.00130,,,,,,,0.00129,0.00129,,,,,,
88,0.000837,0.00130,0.00129,,,,,,,0.00128,0.00129,,,,,,
93,0.000855,0.00131,0.00129,,,,,,,0.00129,0.00131,,,,,,
98,0.000876,0.00132,0.00132,,,,,,,0.00132,0.00133,,,,,,
103,0.000890,0.00134,0.00133,,,,,,,0.00133,0.00136,,,,,,
108,0.000884,0.00136,0.00135,,,,,,,0.00136,0.00135,,,,,,
113,0.000872,0.00135,0.00133,,,,,,,0.00134,0.00133,,,,,,
118,0.000875,0.00133,0.00132,,,,,,,0.00134,0.00131,,,,,,
123,0.000883,0.00133,0.00131,,,,,,,0.00133,0.00130,,,,,,
128,0.000882,0.00133,0.00131,,,,,,,0.00131,0.00131,,,,,,
133,0.000957,0.00136,0.00136,,,,,,,0.00136,0.00138,,,,,,
138,0.00105,0.00141,0.00142,,,,,,,0.00141,0.00145,,,,,,
143,0.00117,0.00148,0.00151,,,,,,,0.00151,0.00153,,,,,,
148,0.00125,0.00153,0.00155,,,,,,,0.00156,0.00155,,,,,,
153,0.00129,0.00155,0.00157,,,,,,,0.00157,0.00157,,,,,,
158,0.00129,0.00158,0.00158,,,,,,,0.00159,0.00157,,,,,,
