Time,Block Storage Commit Latency (s),Block Storage Commit Latency (s),Block Storage Commit Latency (s),Block Storage Commit Latency (s),Block Storage Commit Latency (s),Block Storage Commit Latency (s),Block Storage Commit Latency (s),Block Storage Commit Latency (s),Block Storage Commit Latency (s),Block Storage Commit Latency (s),Block Storage Commit Latency (s),Block Storage Commit Latency (s),Block Storage Commit Latency (s),Block Storage Commit Latency (s),Block Storage Commit Latency (s),Block Storage Commit Latency (s),Block Storage Commit Latency (s)
163,0.00129,0.00159,0.00160,,,,,,,0.00158,0.00159,,,,,,
168,0.00128,0.00161,0.00162,,,,,,,0.00162,0.00159,,,,,,
173,0.00129,0.00159,0.00161,,,,,,,0.00159,0.00159,,,,,,
178,0.00130,0.00158,0.00160,,,,,,,0.00160,0.00159,,,,,,
183,0.00129,0.00157,0.00159,,,,,,,0.00158,0.00159,,,,,,
188,0.00130,0.00159,0.00163,,,,,,,0.00160,0.00163,,,,,,
193,0.00131,0.00161,0.00163,,,,,,,0.00161,0.00162,,,,,,
198,0.00132,0.00162,0.00163,,,,,,,0.00163,0.00163,,,,,,
203,0.00131,0.00159,0.00160,,,,,,,0.00161,0.00160,,,,,,
208,0.00129,0.00159,0.00159,,,,,,,0.00161,0.00159,,,,,,
213,0.00130,0.00158,0.00159,,,,,,,0.00160,0.00159,,,,,,
218,0.00130,0.00157,0.00161,,,,,,,0.00160,0.00160,,,,,,
223,0.00131,0.00160,0.00163,,,,,,,0.00162,0.00161,,,,,,
228,0.00132,0.00161,0.00164,,,,,,,0.00163,0.00161,,,,,,
233,0.00133,0.00162,0.00161,,,,,,,0.00163,0.00161,,,,,,
238,0.00133,0.00159,0.00159,,,,,,,0.00160,0.00160,,,,,,
243,0.00132,0.00157,0.00160,,,,,,,0.00160,0.00161,,,,,,
248,0.00136,0.00159,0.00162,,,,,,,0.00161,0.00164,,,,,,
253,0.00137,0.00164,0.00166,,,,,,,0.00165,0.00166,,,,,,
258,0.00137,0.00163,0.00165,,,,,,,0.00165,0.00166,,,,,,
263,0.00131,0.00161,0.00162,,,,,,,0.00162,0.00159,,,,,,
268,0.00131,0.00159,0.00161,,,,,,,0.00160,0.00159,,,,,,
273,0.00132,0.00160,0.00161,,,,,,,0.00159,0.00160,,,,,,
278,0.00132,0.00162,0.00162,,,,,,,0.00161,0.00161,,,,,,
283,0.00133,0.00161,0.00161,,,,,,,0.00160,0.00159,,,,,,
288,0.00134,0.00159,0.00158,,,,,,,0.00159,0.00160,,,,,,
293,0.00134,0.00160,0.00162,,,,,,,0.00161,0.00160,,,,,,
298,0.00136,0.00162,0.00162,,,,,,,0.00163,0.00163,,,,,,
303,0.00135,0.00163,0.00163,,,,,,,0.00163,0.00163,,,,,,
308,0.00129,0.00160,0.00160,,,,,,,0.00160,0.00158,,,,,,
313,0.00121,0.00151,0.00151,,,,,,,0.00151,0.00149,,,,,,
318,0.000993,0.00146,0.00147,,,,,,,0.00146,0.00133,,,,,,
323,0.000908,0.00126,0.00125,,,,,,,0.00125,0.00123,,,,,,
328,NaN,0.00129,0.00315,,,,,,,0.00198,NaN,,,,,,
