Time,orderer.dwntp.com:8443,peer0.org1.dwntp.com:9443,peer1.org1.dwntp.com:9443,peer10.org1.dwntp.com:9443,peer11.org1.dwntp.com:9443,peer12.org1.dwntp.com:9443,peer13.org1.dwntp.com:9443,peer14.org1.dwntp.com:9443,peer15.org1.dwntp.com:9443,peer2.org1.dwntp.com:9443,peer3.org1.dwntp.com:9443,peer4.org1.dwntp.com:9443,peer5.org1.dwntp.com:9443,peer6.org1.dwntp.com:9443,peer7.org1.dwntp.com:9443,peer8.org1.dwntp.com:9443,peer9.org1.dwntp.com:9443
4,2533,2417,2464,,,,,,,,,,,,,,
9,2776,2628,2691,,,,,,,,,,,,,,
14,3022,2873,2936,,,,,,,,,,,,,,
19,3267,3118,3181,,,,,,,,,,,,,,
24,3512,3363,3425,,,,,,,,,,,,,,
29,3757,3608,3671,,,,,,,,,,,,,,
34,4002,3853,3916,,,,,,,,,,,,,,
39,4247,4098,4161,,,,,,,,,,,,,,
44,4502,4344,4407,,,,,,,,,,,,,,
49,4778,4609,4681,,,,,,,,,,,,,,
54,5058,4889,4960,,,,,,,,,,,,,,
59,5337,5168,5239,,,,,,,,,,,,,,
64,5615,5447,5517,,,,,,,,,,,,,,
69,5895,5725,5797,,,,,,,,,,,,,,
74,6173,6004,6076,,,,,,,,,,,,,,
79,6453,6284,6355,,,,,,,,,,,,,,
84,6731,6563,6634,,,,,,,,,,,,,,
89,7046,6853,6933,,,,,,,,,,,,,,
94,7367,7172,7254,,,,,,,,,,,,,,
99,7686,7493,7575,,,,,,,,,,,,,,
104,8007,7813,7895,,,,,,,,,,,,,,
109,8329,8134,8216,,,,,,,,,,,,,,
114,8649,8455,8537,,,,,,,,,,,,,,
119,8970,8775,8857,,,,,,,,,,,,,,
124,9290,9096,9178,,,,,,,,,,,,,,
129,9742,9432,9564,,,,,,,,,,,,,,
134,10280,9954,10091,,,,,,,,,,,,,,
139,10818,10492,10630,,,,,,,,,,,,,,
144,11359,11032,11170,,,,,,,,,,,,,,
149,11900,11573,11711,,,,,,,,,,,,,,
154,12438,12112,12249,,,,,,,,,,,,,,
159,12981,12651,12789,,,,,,,,,,,,,,
164,13523,13194,13334,,,,,,,,,,,,,,
169,14065,13738,13876,,,,,,,,,,,,,,
174,14607,14280,14419,,,,,,,,,,,,,,
179,15151,14821,14961,,,,,,,,,,,,,,
184,15692,15367,15504,,,,,,,,,,,,,,
189,16232,15906,16044,,,,,,,,,,,,,,
194,16774,16445,16584,,,,,,,,,,,,,,
199,17317,16987,17126,,,,,,,,,,,,,,
204,17859,17530,17670,,,,,,,,,,,,,,
209,18400,18073,18212,,,,,,,,,,,,,,
214,18943,18614,18753,,,,,,,,,,,,,,
219,19490,19158,19297,,,,,,,,,,,,,,
224,20033,19705,19844,,,,,,,,,,,,,,
229,20574,20248,20386,,,,,,,,,,,,,,
234,21113,20786,20925,,,,,,,,,,,,,,
239,21656,21328,21466,,,,,,,,,,,,,,
244,22199,21871,22011,,,,,,,,,,,,,,
249,22743,22412,22552,,,,,,,,,,,,,,
254,23288,22958,23097,,,,,,,,,,,,,,
259,23829,23503,23642,,,,,,,,,,,,,,
264,24372,24044,24182,,,,,,,,,,,,,,
269,24915,24585,24724,,,,,,,,,,,,,,
274,25456,25130,25266,,,,,,,,,,,,,,
279,26000,25671,25810,,,,,,,,,,,,,,
284,26545,26215,26356,,,,,,,,,,,,,,
289,27085,26758,26898,,,,,,,,,,,,,,
294,27623,27299,27437,,,,,,,,,,,,,,
299,28167,27837,27977,,,,,,,,,,,,,,
304,28501,28359,28428,,,,,,,,,,,,,,
309,28502,28502,28502,,,,,,,,,,,,,,
314,28502,28502,28502,,,,,,,,,,,,,,
