Time,orderer.dwntp.com:8443,peer0.org1.dwntp.com:9443,peer1.org1.dwntp.com:9443,peer10.org1.dwntp.com:9443,peer11.org1.dwntp.com:9443,peer12.org1.dwntp.com:9443,peer13.org1.dwntp.com:9443,peer14.org1.dwntp.com:9443,peer15.org1.dwntp.com:9443,peer2.org1.dwntp.com:9443,peer3.org1.dwntp.com:9443,peer4.org1.dwntp.com:9443,peer5.org1.dwntp.com:9443,peer6.org1.dwntp.com:9443,peer7.org1.dwntp.com:9443,peer8.org1.dwntp.com:9443,peer9.org1.dwntp.com:9443
3,29503,29503,29503,,,,,,,,,,,,,,
8,29503,29503,29503,,,,,,,,,,,,,,
13,29503,29503,29503,,,,,,,,,,,,,,
18,29503,29503,29503,,,,,,,,,,,,,,
23,29503,29503,29503,,,,,,,,,,,,,,
28,29503,29503,29503,,,,,,,,,,,,,,
33,29503,29503,29503,,,,,,,,,,,,,,
38,29503,29503,29503,,,,,,,,,,,,,,
43,29503,29503,29503,,,,,,,,,,,,,,
48,29503,29503,29503,,,,,,,,,,,,,,
53,29503,29503,29503,,,,,,,,,,,,,,
58,29503,29503,29503,,,,,,,,,,,,,,
63,29503,29503,29503,,,,,,,,,,,,,,
68,29503,29503,29503,,,,,,,,,,,,,,
73,29503,29503,29503,,,,,,,,,,,,,,
78,29503,29503,29503,,,,,,,,,,,,,,
83,29503,29503,29503,,,,,,,,,,,,,,
88,29503,29503,29503,,,,,,,,,,,,,,
93,29503,29503,29503,,,,,,,,,,,,,,
98,29503,29503,29503,,,,,,,,,,,,,,
103,29503,29503,29503,,,,,,,,,,,,,,
108,29503,29503,29503,,,,,,,,,,,,,,
113,29503,29503,29503,,,,,,,,,,,,,,
118,29503,29503,29503,,,,,,,,,,,,,,
123,29503,29503,29503,,,,,,,,,,,,,,
128,29503,29503,29503,,,,,,,,,,,,,,
133,29503,29503,29503,,,,,,,,,,,,,,
138,29503,29503,29503,,,,,,,,,,,,,,
143,29503,29503,29503,,,,,,,,,,,,,,
148,29503,29503,29503,,,,,,,,,,,,,,
153,29503,29503,29503,,,,,,,,,,,,,,
158,29503,29503,29503,,,,,,,,,,,,,,
163,29503,29503,29503,,,,,,,,,,,,,,
168,29503,29503,29503,,,,,,,,,,,,,,
173,29503,29503,29503,,,,,,,,,,,,,,
178,29503,29503,29503,,,,,,,,,,,,,,
183,29503,29503,29503,,,,,,,,,,,,,,
188,29503,29503,29503,,,,,,,,,,,,,,
193,29503,29503,29503,,,,,,,,,,,,,,
198,29503,29503,29503,,,,,,,,,,,,,,
203,29503,29503,29503,,,,,,,,,,,,,,
208,29503,29503,29503,,,,,,,,,,,,,,
213,29503,29503,29503,,,,,,,,,,,,,,
218,29503,29503,29503,,,,,,,,,,,,,,
223,29503,29503,29503,,,,,,,,,,,,,,
228,29503,29503,29503,,,,,,,,,,,,,,
233,29503,29503,29503,,,,,,,,,,,,,,
238,29503,29503,29503,,,,,,,,,,,,,,
243,29503,29503,29503,,,,,,,,,,,,,,
248,29503,29503,29503,,,,,,,,,,,,,,
253,29503,29503,29503,,,,,,,,,,,,,,
258,29503,29503,29503,,,,,,,,,,,,,,
263,29503,29503,29503,,,,,,,,,,,,,,
268,29503,29503,29503,,,,,,,,,,,,,,
273,29503,29503,29503,,,,,,,,,,,,,,
278,29503,29503,29503,,,,,,,,,,,,,,
283,29503,29503,29503,,,,,,,,,,,,,,
288,29503,29503,29503,,,,,,,,,,,,,,
293,29503,29503,29503,,,,,,,,,,,,,,
298,29503,29503,29503,,,,,,,,,,,,,,
303,29503,29503,29503,,,,,,,,,,,,,,
308,29503,29503,29503,,,,,,,,,,,,,,
313,29503,29503,29503,,,,,,,,,,,,,,
318,29503,29503,29503,,,,,,,,,,,,,,
323,29503,29503,29503,,,,,,,,,,,,,,
328,29503,29503,29503,,,,,,,,,,,,,,
333,29503,29503,29503,,,,,,,,,,,,,,
338,29503,29503,29503,,,,,,,,,,,,,,
343,29503,29503,29503,,,,,,,,,,,,,,
348,29503,29503,29503,,,,,,,,,,,,,,
353,29503,29503,29503,,,,,,,,,,,,,,
358,,29503,29503,,,,,,,,,,,,,,
373,1,,,,,,,,,,1,,,,,,
378,1,1,1,,,,,,,1,1,,,,,,
383,3,1,2,,,,,,,2,3,,,,,,
388,3,3,3,,,,,,,3,3,,,,,,
393,3,3,3,,,,,,,3,3,,,,,,
