Time,orderer.dwntp.com:8443 (K),peer0.org1.dwntp.com:9443 (K),peer1.org1.dwntp.com:9443 (K),peer10.org1.dwntp.com:9443 (K),peer11.org1.dwntp.com:9443 (K),peer12.org1.dwntp.com:9443 (K),peer13.org1.dwntp.com:9443 (K),peer14.org1.dwntp.com:9443 (K),peer15.org1.dwntp.com:9443 (K),peer2.org1.dwntp.com:9443 (K),peer3.org1.dwntp.com:9443 (K),peer4.org1.dwntp.com:9443 (K),peer5.org1.dwntp.com:9443 (K),peer6.org1.dwntp.com:9443 (K),peer7.org1.dwntp.com:9443 (K),peer8.org1.dwntp.com:9443 (K),peer9.org1.dwntp.com:9443 (K)
4,210,154,177,,,,,,,,,,,,,,
9,335,259,291,,,,,,,,,,,,,,
14,460,384,416,,,,,,,,,,,,,,
19,585,509,541,,,,,,,,,,,,,,
24,710,634,666,,,,,,,,,,,,,,
29,835,759,791,,,,,,,,,,,,,,
34,904,884,893,,,,,,,,,,,,,,
39,905,905,905,,,,,,,,,,,,,,
44,905,905,905,,,,,,,,,,,,,,
