Time,State DB Commit Latency (s),State DB Commit Latency (s),State DB Commit Latency (s),State DB Commit Latency (s),State DB Commit Latency (s),State DB Commit Latency (s),State DB Commit Latency (s),State DB Commit Latency (s),State DB Commit Latency (s),State DB Commit Latency (s),State DB Commit Latency (s),State DB Commit Latency (s),State DB Commit Latency (s),State DB Commit Latency (s),State DB Commit Latency (s),State DB Commit Latency (s)
2,NaN,NaN,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN,,
7,NaN,NaN,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN,,
12,0.000948,0.000874,,,,,,,0.000903,0.000717,0.000759,0.000681,0.000634,0.000734,,
17,0.000735,0.000736,,,,,,,0.000800,0.000688,0.000713,0.000648,0.000658,0.000712,,
22,0.000716,0.000742,,,,,,,0.000743,0.000692,0.000723,0.000693,0.000664,0.000716,,
27,0.000718,0.000717,,,,,,,0.000724,0.000705,0.000711,0.000698,0.000678,0.000708,,
32,0.000735,0.000723,,,,,,,0.000708,0.000732,0.000716,0.000718,0.000687,0.000702,,
37,0.000736,0.000710,,,,,,,0.000726,0.000731,0.000699,0.000708,0.000697,0.000702,,
42,0.000724,0.000704,,,,,,,0.000718,0.000725,0.000716,0.000718,0.000698,0.000706,,
47,0.000715,0.000697,,,,,,,0.000717,0.000717,0.000706,0.000713,0.000718,0.000704,,
52,0.000706,0.000679,,,,,,,0.000699,0.000717,0.000714,0.000696,0.000728,0.000677,,
57,0.000689,0.000693,,,,,,,0.000715,0.000726,0.000706,0.000683,0.000742,0.000643,,
62,0.000721,0.000754,,,,,,,0.000684,0.000700,0.000765,0.000667,0.000740,0.000655,,
67,0.000724,0.000810,,,,,,,0.000706,0.000726,0.000822,0.000682,0.000759,0.000675,,
