Time,TPS (Received),TPS (Endorsed Successfully),TPS (Committed Successfully)
2,12.9,12.9,10.6
7,124,124,145
12,291,291,311
17,457,457,478
22,500,500,500
27,500,500,500
32,500,500,500
37,376,376,356
42,210,210,189
