Time,TPS (Received),TPS (Endorsed Successfully),TPS (Committed Successfully)
2,0.0667,0.0667,
7,10.4,10.4,
12,25.6,25.6,25.2
17,40.7,40.7,37.7
22,50.1,50.1,50
27,49.9,49.9,50
32,50.1,50.1,50
37,39,39,37.3
42,22.4,22.4,20.6
