Time,TPS (Received),TPS (Endorsed Successfully),TPS (Committed Successfully)
4,5.67,5.67,11.6
9,70.7,70.7,80.7
14,154,154,164
19,237,237,240
24,250,250,250
29,250,250,250
34,250,250,242
39,180,180,170
44,96.3,96.3,86.3
