Time,HostCPU,OrdererCPU,PeersCPU,PeersCPU,PeersCPU,PeersCPU,PeersCPU,PeersCPU,PeersCPU,PeersCPU,PeersCPU,PeersCPU,PeersCPU,PeersCPU,PeersCPU,PeersCPU,PeersCPU,PeersCPU
3426,0.138,,,,,,,,,,,,,,,,,
3431,0.179,0.153,,,,,,,,,,,,,,,,
3436,0.282,0.253,0.642,0.565,,,,,,,,,,,,,,
3441,0.267,0.400,0.785,0.793,,,,,,,,,,,,,,
3446,0.267,0.267,1,0.933,,,,,,,,,,,,,,
3451,0.267,0.200,0.800,0.733,,,,,,,,,,,,,,
3456,0.333,0.533,0.733,0.667,,,,,,,,,,,,,,
3461,0.400,1.92,3.27,1.73,,,,,,,,,,,,,,
3466,0.333,3.03,7.20,2.73,,,,,,,,,,,,,,
3471,0.333,4.14,11.3,3.73,,,,,,,,,,,,,,
3476,0.267,4.40,12.4,3.73,,,,,,,,,,,,,,
3481,0.333,4.33,12.4,3.80,,,,,,,,,,,,,,
3486,0.333,3.87,12.3,3.73,,,,,,,,,,,,,,
3491,0.400,2.47,9.93,2.80,,,,,,,,,,,,,,
3496,0.333,1.13,6.00,1.80,,,,,,,,,,,,,,
3501,0.333,2.80,2.20,1.80,,,,,,,,,,,,,,
3506,0.267,8,13.5,6.00,,,,,,,,,,,,,,
3511,0.333,13.1,28.0,10.6,,,,,,,,,,,,,,
3516,0.267,15.8,42.3,14.4,,,,,,,,,,,,,,
3521,0.333,16.2,44.5,14.9,,,,,,,,,,,,,,
3526,0.267,16.5,45,15.3,,,,,,,,,,,,,,
3531,0.333,14.2,45.9,14.6,,,,,,,,,,,,,,
3536,0.267,8.60,33.9,10.3,,,,,,,,,,,,,,
3541,0.333,3.20,19.0,5.27,,,,,,,,,,,,,,
3546,0.333,4.13,3.73,1.20,,,,,,,,,,,,,,
3551,0.467,13.7,21.3,10,,,,,,,,,,,,,,
3556,0.400,23.3,46.6,18.8,,,,,,,,,,,,,,
3561,0.333,28.9,71.9,27.7,,,,,,,,,,,,,,
3566,0.267,28.9,76.8,27.5,,,,,,,,,,,,,,
3571,0.333,28.7,76.6,27.3,,,,,,,,,,,,,,
3576,0.333,25.3,76.9,27.4,,,,,,,,,,,,,,
3581,0.333,15.9,58.1,18.5,,,,,,,,,,,,,,
3586,0.267,6.40,33.0,9.80,,,,,,,,,,,,,,
3591,0.333,5.53,9.00,3.20,,,,,,,,,,,,,,
3596,0.267,14.7,25.5,11.5,,,,,,,,,,,,,,
3601,0.333,23.9,50,20.3,,,,,,,,,,,,,,
3606,0.333,27.7,73.1,26.9,,,,,,,,,,,,,,
3611,0.333,27.7,75.1,27.4,,,,,,,,,,,,,,
3616,0.267,27.6,75.3,27.5,,,,,,,,,,,,,,
3621,0.200,27.5,75.2,27.4,,,,,,,,,,,,,,
3626,0.267,27.5,74.9,27.2,,,,,,,,,,,,,,
3631,0.333,27.7,74.9,27.1,,,,,,,,,,,,,,
3636,0.333,29.1,77.1,28.4,,,,,,,,,,,,,,
3641,0.333,30.4,80.5,29.8,,,,,,,,,,,,,,
3646,0.333,31.7,84.3,31.5,,,,,,,,,,,,,,
3651,0.333,31.7,86.2,31.9,,,,,,,,,,,,,,
3656,0.267,31.7,86.5,31.8,,,,,,,,,,,,,,
3661,0.267,31.7,86.1,31.6,,,,,,,,,,,,,,
3666,0.333,31.4,85.5,31.4,,,,,,,,,,,,,,
3671,0.333,31.5,85.7,31.6,,,,,,,,,,,,,,
3676,0.333,33.1,88.2,33.5,,,,,,,,,,,,,,
3681,0.333,35.3,93.7,35.3,,,,,,,,,,,,,,
3686,0.400,37.4,99.3,37.4,,,,,,,,,,,,,,
3691,0.400,37.6,103,38.1,,,,,,,,,,,,,,
3696,0.400,37.5,102,38.2,,,,,,,,,,,,,,
3701,0.333,37.9,103,39.1,,,,,,,,,,,,,,
3706,0.267,37.9,103,38.5,,,,,,,,,,,,,,
3711,0.333,38.3,103,38.8,,,,,,,,,,,,,,
3716,0.333,45.3,106,42.1,,,,,,,,,,,,,,
3721,0.467,58.5,136,55.0,,,,,,,,,,,,,,
3726,0.400,71.5,170,68.3,,,,,,,,,,,,,,
3731,0.533,77.7,201,77.5,,,,,,,,,,,,,,
3736,0.400,77.8,204,78.2,,,,,,,,,,,,,,
3741,0.467,77.9,203,78.1,,,,,,,,,,,,,,
3746,0.467,77.7,203,77.3,,,,,,,,,,,,,,
3751,0.467,77.8,204,77.8,,,,,,,,,,,,,,
3756,0.467,77.9,205,79.1,,,,,,,,,,,,,,
3761,0.400,78.3,206,79.8,,,,,,,,,,,,,,
3766,0.467,78.1,207,80.1,,,,,,,,,,,,,,
3771,0.467,78.3,208,79.8,,,,,,,,,,,,,,
3776,0.467,78.3,207,79.9,,,,,,,,,,,,,,
3781,0.467,78.5,206,79.8,,,,,,,,,,,,,,
3786,0.467,78.7,207,79.9,,,,,,,,,,,,,,
3791,0.467,78.5,208,81.2,,,,,,,,,,,,,,
3796,0.467,78.3,209,80.7,,,,,,,,,,,,,,
3801,0.467,78.0,210,81.4,,,,,,,,,,,,,,
3806,0.467,78.4,212,81.7,,,,,,,,,,,,,,
3811,0.467,78.5,211,81.9,,,,,,,,,,,,,,
3816,0.400,78.8,210,83.3,,,,,,,,,,,,,,
3821,0.467,78.6,212,85.3,,,,,,,,,,,,,,
3826,0.467,78.7,212,85.5,,,,,,,,,,,,,,
3831,0.467,78.7,211,81.8,,,,,,,,,,,,,,
3836,0.467,78.8,208,79.2,,,,,,,,,,,,,,
3841,0.467,78.6,208,79.4,,,,,,,,,,,,,,
3846,0.533,78.5,206,79.6,,,,,,,,,,,,,,
3851,0.467,78.5,207,80.1,,,,,,,,,,,,,,
3856,0.533,78.5,208,80.8,,,,,,,,,,,,,,
3861,0.533,78.5,209,82.8,,,,,,,,,,,,,,
3866,0.467,78.6,210,81.5,,,,,,,,,,,,,,
3871,0.467,78.7,210,81.8,,,,,,,,,,,,,,
3876,0.467,78.7,212,82.0,,,,,,,,,,,,,,
3881,0.533,78.5,212,83.9,,,,,,,,,,,,,,
3886,0.467,78.7,212,83.9,,,,,,,,,,,,,,
3891,0.467,67.0,210,79.3,,,,,,,,,,,,,,
3896,0.400,40.9,154,54.6,,,,,,,,,,,,,,
3901,0.400,14.5,83.7,26.7,,,,,,,,,,,,,,
3906,0.333,0.133,15.4,3.67,,,,,,,,,,,,,,
3911,0.333,3.93,1.000,0.733,,,,,,,,,,,,,,
3916,0.333,29.9,37.9,21.1,,,,,,,,,,,,,,
3921,0.333,48.3,108,48.9,,,,,,,,,,,,,,
3926,0.400,44.6,130,50.7,,,,,,,,,,,,,,
3931,0.400,18.7,93.1,30.3,,,,,,,,,,,,,,
3936,0.400,0.200,23.1,2.67,,,,,,,,,,,,,,
